date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,TOI,FP/60,FP,value,implied_win_prob,implied_opp_score
21_03_15,Adam Gaudette,W,VAN,OTT,0.833671047299255,0.20841776182481375,10.004052567591062,3.7515197128466484,0.9733109477218804,0.0,0.0,0.0,0.0,10.806666666666644,0.5548305921003176,0.7180193835969942,3.7,6.5,4.5,3300,10.616666666667,9.042386185243046,1.6,0.4848484848484849,0.6228550249979313,2.8
21_03_15,Adam Lowry,C,WPG,MTL,0.8087706685837569,1.294033069734011,6.95542774982031,1.941049604601017,0.5936376707404777,0.0,0.0,0.0,0.0,15.671666666666598,0.8272134821705315,0.0,2.7,5.5,6.8,3500,15.2166666666667,0.0,0.0,0.0,0.4836404017756313,2.8
21_03_15,Aleksander Barkov,C,FLA,CHI,1.0086505796238625,1.7651385143417595,9.077855216614761,2.521626449059656,1.0061289531748028,0.0,0.0,0.0,0.0,20.911111111111037,0.9185795977231008,0.5747721549346442,3.4,6.0,15.2,7400,21.4333333333333,110.85536547433918,39.6,5.351351351351352,0.6184265754438586,2.6
21_03_15,Alex Chiasson,W,EDM,CGY,0.8574490889603449,0.8574490889603449,4.287245444801725,0.6430868167202587,0.3601286173633449,0.0,0.0,0.0,0.0,12.204444444444421,0.5269244669316945,0.8514723016209711,2.9,6.0,4.2,4200,12.4333333333333,7.721179624664901,1.6,0.380952380952381,0.47002486965661056,3.1
21_03_15,Alex DeBrincat,W,CHI,FLA,1.4908890115958013,1.2424075096631677,10.684704583103244,1.6151297625621182,0.9765323025952498,0.0,0.0,0.0,0.0,19.98722222222225,0.6303769825346335,0.6984770690505805,2.6,6.0,14.7,7200,19.1500000000003,15.039164490861385,4.800000000000001,0.6666666666666667,0.3815734245561414,3.4
21_03_15,Alex Ovechkin,W,WSH,BUF,1.5086959558566688,0.88007264091639,10.183697702032514,2.3887685967730587,0.8737864077669873,0.0,0.0,0.0,0.0,19.82555555555562,0.5552622366732434,0.6049842992171091,3.6,6.0,17.0,8000,20.066666666667,64.58471760797234,21.6,2.7,0.6747695450400617,2.4
21_03_15,Alex Tuch,W,VGK,SJS,1.753317910629494,0.876658955314747,8.474369901375887,2.629976865944241,0.9599415560696479,0.0,0.0,0.0,0.0,16.323888888888856,0.7080979140524783,0.6836926409337826,3.9,6.5,11.7,4800,15.66666666666633,30.638297872341084,8.0,1.6666666666666667,0.6747695450400617,2.6
21_03_15,Alex Wennberg,C,FLA,CHI,0.7796813583783139,0.7915207926920355,4.6595565136696235,2.0402741348881372,0.4404020560126168,0.0,0.0,0.0,0.0,16.736776274522605,0.5747721549346442,0.8158468855756751,3.4,6.0,4.7,4100,15.46666666666667,110.56034482758618,28.5,6.951219512195122,0.6184265754438586,2.6
21_03_15,Anders Bjork,W,BOS,PIT,0.19374629998385454,0.5812388999515636,2.3249555998062545,2.1312092998224,0.26930735697755787,0.0,0.0,0.0,0.0,11.83944444444444,0.7050750214160273,0.0,2.8,5.5,2.8,3100,11.4,16.842105263157894,3.2,1.032258064516129,0.5163595982243688,2.7
21_03_15,Andrew Copp,W,WPG,MTL,0.4130019120458884,1.6520076481835535,7.021032504780103,2.202676864244738,0.7970936902485645,0.0,0.0,0.0,0.0,18.617222222222246,0.7254854724164881,0.6727395959017773,2.7,5.5,9.4,3900,16.7666666666664,11.451292246521058,3.2,0.8205128205128206,0.4836404017756313,2.8
