date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_17,Adam Erne,W,DET,CHI,0.18508045858824737,0.5552413757647421,4.441931006117937,1.8508045858824735,0.316487584185903,11.476111111111116,0.38953432144332945,0.0,2.6,4.5,3000,12.4499999999997,7.7108433734941615,1.6,0.5333333333333333
21_02_17,Adam Gaudette,C,VAN,CGY,1.2619770974526783,0.8413180649684523,9.464828230895087,3.154942743631696,1.0348212199111964,10.94499999999998,0.6812012856764621,0.8158969363682194,2.8,6.0,3200,14.84999999999967,38.787878787879656,9.6,3.0
21_02_17,Adam Lowry,C,WPG,EDM,0.6772009029345405,1.015801354401811,7.110609480812675,1.693002257336351,0.6399548532731408,15.224999999999943,0.5737460765358215,0.7276880293773949,3.0,7.0,3700,15.1666666666666,12.659340659340716,3.2,0.8648648648648649
21_02_17,Alex Chiasson,W,EDM,WPG,0.8083529808016193,0.40417649040080966,4.243853149208501,0.6062647356012145,0.4648029639609311,13.042777777777742,0.34264978225028425,0.792418896164225,3.5,4.2,3100,12.4333333333333,7.721179624664901,1.6,0.5161290322580645
21_02_17,Alex DeBrincat,W,CHI,DET,1.3923267326732685,0.835396039603961,11.4170792079208,1.3923267326732685,1.07766089108911,18.253888888888884,0.6685594831574749,0.7302905710783438,2.9,14.7,6900,23.5000000000004,55.14893617021183,21.6,3.130434782608696
21_02_17,Alexander Kerfoot,C,TOR,OTT,0.6885669200975484,1.2049921101707097,5.3363936307560005,2.5821259503658065,0.628317314589013,13.89833333333331,0.6662747327551166,0.0,4.1,7.6,4000,11.966666666667,68.18941504178082,13.6,3.4
21_02_17,Andrew Copp,W,WPG,EDM,0.39723407385611326,1.456524937472415,7.415036045314114,1.456524937472415,0.8672943945858471,19.02555555555553,0.6801576601828947,0.6519081822731595,3.0,11.7,4000,24.2333333333333,15.845942228335648,6.4,1.6
21_02_17,Andrew Mangiapane,W,CGY,VAN,1.7237251615992326,1.1491501077328217,7.32583193679674,2.011012688532438,0.9911419679195587,16.401666666666678,0.7576041921919057,0.5524102286810991,3.2,11.0,4600,17.41666666666667,46.85167464114831,13.6,2.9565217391304346
21_02_17,Anthony Mantha,W,DET,CHI,0.7743878392428163,1.4197110386118297,7.61481375255436,1.4197110386118297,0.7369590936794136,18.5511111111112,0.6257011514206232,0.7861826866734114,2.6,11.3,6100,17.1833333333337,11.17361784675049,3.2,0.5245901639344263
21_02_17,Antoine Roussel,W,VAN,CGY,0.4046080359651571,0.4046080359651571,5.259904467547043,2.0230401798257858,0.6271424557459937,11.73611111111115,0.8850406677590634,0.0,2.8,3.2,3000,16.3166666666663,5.883554647599723,1.6,0.5333333333333333
21_02_17,Artem Anisimov,C,OTT,TOR,0.5407029137879256,0.5407029137879256,7.029137879243033,3.0639831781315783,0.7425653349354178,12.771111111111088,0.5294020264514768,0.0,2.4,5.0,3200,10.1833333333333,9.427168576104778,1.6,0.5
21_02_17,Austin Watson,W,OTT,TOR,0.6477927063339746,0.8637236084452993,4.966410748560471,4.534548944337822,0.4772072936660278,10.598888888888869,0.6620810470861718,0.0,2.4,5.7,3200,9.2166666666667,10.415913200723288,1.6,0.5
21_02_17,Auston Matthews,C,TOR,OTT,1.6152672669079606,1.0768448446053072,10.122341539289888,3.445903502736983,0.9573150668541182,22.049444444444436,0.6752414811277792,0.7930181302756631,4.1,24.0,8800,23.8000000000003,38.31932773109195,15.2,1.7272727272727273
21_02_17,Blake Wheeler,W,WPG,EDM,0.9826333208229538,1.2282916510286923,6.7556040806578075,1.9652666416459077,0.5171107850830795,19.507777777777797,0.8552494649342786,0.7824619481407421,3.0,13.6,6200,20.56666666666637,9.335494327390734,3.2,0.5161290322580645
21_02_17,Bo Horvat,C,VAN,CGY,0.5316399616037787,1.196189913608502,5.98094956804251,2.392379827217004,0.5263235619877409,18.85166666666672,0.8158969363682194,0.7344141773373996,2.8,11.6,5800,15.98333333333333,93.09697601668408,24.8,4.275862068965518
21_02_17,Bobby Ryan,W,DET,CHI,1.2958963282937392,0.48596112311015227,8.09935205183587,2.5917926565874785,0.7176025917926582,15.118888888888868,0.6353794023640009,0.6019357047499345,2.6,9.9,4200,14.116666666667,40.802833530105296,9.6,2.2857142857142856
21_02_17,Brady Tkachuk,W,OTT,TOR,1.0536328382234597,1.0536328382234597,11.85336943001392,1.0536328382234597,1.3275773761615588,18.514999999999976,0.5934092943123477,0.6242010851335525,2.4,12.2,5600,17.433333333333298,79.84703632887206,23.200000000000003,4.142857142857143
