date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,TOI,FP/60,FP,value,implied_win_prob,implied_opp_score
21_02_26,Adrian Kempe,W,LAK,MIN,0.6317451961042396,0.6317451961042396,7.8968149513029955,1.579362990260599,0.7138720715977906,0.0,0.0,0.0,0.0,17.25722222222218,0.6590493689949253,0.7826729784583571,2.4,5.5,5.1,4500,16.0999999999996,5.962732919254807,1.6,0.35555555555555557,0.38682450394066387,3.1
21_02_26,Alex Iafallo,W,LAK,MIN,0.39116262223831755,1.5646504889532702,6.128214415066974,1.9558131111915875,0.5489315465411055,0.0,0.0,0.0,0.0,20.181666666666736,0.8995436944169829,0.8376531534772521,2.4,5.5,9.7,5300,17.2166666666663,0.0,0.0,0.0,0.38682450394066387,3.1
21_02_26,Anders Bjork,W,BOS,NYR,0.18615233466053083,0.7446093386421233,2.7922850199079625,2.0476756812658388,0.33693572573556085,0.0,0.0,0.0,0.0,12.0461111111111,0.7061096241540754,0.0,3.1,5.5,3.2,3100,11.8666666666667,8.089887640449417,1.6,0.5161290322580645,0.6131754960593362,2.4
21_02_26,Andreas Athanasiou,C,LAK,MIN,1.3098649201801043,0.49119934506753915,7.367990176013086,1.3098649201801043,0.8268522308636908,0.0,0.0,0.0,0.0,13.930555555555582,0.6259371510607765,0.6590493689949253,2.4,5.5,4.8,4000,15.98333333333297,36.03753910323335,9.6,2.4,0.38682450394066387,3.1
21_02_26,Anze Kopitar,C,LAK,MIN,0.6048590342417448,1.5726334890285367,5.927618535569099,3.2662387849054224,0.8347054672536078,0.0,0.0,0.0,0.0,21.92944444444435,0.7566567340607318,0.742395179906418,2.4,5.5,11.3,7300,18.1666666666664,15.853211009174546,4.800000000000001,0.6575342465753425,0.38682450394066387,3.1
21_02_26,Austin Wagner,W,LAK,MIN,0.7656723560376472,0.7656723560376472,8.996650183442354,1.914180890094118,0.6259371510607765,0.0,0.0,0.0,0.0,10.562777777777757,0.8268522308636908,0.0,2.4,5.5,3.3,3600,11.46666666666667,25.11627906976744,4.800000000000001,1.3333333333333335,0.38682450394066387,3.1
21_02_26,Blake Lizotte,C,LAK,MIN,0.3488034105222367,1.04641023156671,5.23205115783355,2.09282046313342,0.5476213545199116,0.0,0.0,0.0,0.0,13.738333333333314,0.6425059388397674,0.0,2.4,5.5,3.0,3200,11.85,16.202531645569618,3.2,1.0,0.38682450394066387,3.1
21_02_26,Brad Marchand,W,BOS,NYR,1.5887662988966902,1.7331995987963893,7.943831494483451,1.1554663991975929,0.8131594784353057,0.0,0.0,0.0,0.0,18.709999999999994,0.8895071722786658,0.8261707846349134,3.1,5.5,12.6,7700,15.65,95.07987220447284,24.8,3.220779220779221,0.6131754960593362,2.4
21_02_26,Brendan Lemieux,W,NYR,BOS,0.2141709798322333,1.0708548991611664,7.7101552739604,4.069248616812433,0.7174727824379815,0.0,0.0,0.0,0.0,10.858888888888863,0.661654435147969,0.7756629255327838,2.4,5.5,3.1,3600,14.616666666667,19.703534777650635,4.800000000000001,1.3333333333333335,0.38682450394066387,3.1
21_02_26,Brett Howden,C,NYR,BOS,0.38851715950787824,0.7770343190157565,4.079430174832721,3.6909130153248433,0.5089574789553204,0.0,0.0,0.0,0.0,12.705000000000002,0.7659120868892995,0.0,2.4,5.5,4.2,3200,13.83333333333367,6.939759036144411,1.6,0.5,0.38682450394066387,3.1
