date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_14,Alex Ovechkin,W,WSH,PIT,2.5790604851089958,0.8596868283696654,11.421553576911268,2.333435677003377,1.1261897451642615,20.799444444444458,0.5885267002661912,0.6000292927146964,3.2,20.3,8400,25.766666666667,33.53169469598921,14.4,1.7142857142857144
21_02_14,Alex Tuch,W,VGK,COL,0.7633911531447483,0.7633911531447483,7.939267992705382,2.4428516900631947,0.6962127316680103,15.613888888888878,0.4758626435882774,0.770660730120782,2.9,8.8,4400,15.34999999999997,0.0,0.0,0.0
21_02_14,Andre Burakovsky,W,COL,VGK,1.088552915766738,2.0215982721382275,5.442764578833691,2.177105831533476,0.5660475161987037,14.965000000000014,0.735639228383705,0.5448310733319144,3.1,9.6,5400,17.50000000000033,10.971428571428364,3.2,0.5925925925925926
21_02_14,Brandon Saad,W,COL,VGK,1.4637716516223505,0.8782629909734104,6.879726762625048,0.7318858258111752,0.6162478653330096,16.313333333333297,0.7105390538165521,0.5197308987647615,3.1,7.0,5000,18.35000000000034,10.463215258855394,3.2,0.64
21_02_14,Brandon Tanev,W,PIT,WSH,0.8500188893086488,0.6800151114469191,6.120136003022271,2.0400453343407574,0.5474121647147697,14.147222222222249,0.46524508446413876,0.0,3.3,5.9,3800,17.1833333333337,58.66149369544007,16.8,4.421052631578948
21_02_14,Bryan Rust,W,PIT,WSH,0.9384426321081486,1.340632331583069,9.51848955423979,1.8768852642162972,0.8191263545972552,19.3466666666666,0.8533833417572534,0.7377931064530149,3.3,12.2,6200,20.61666666666637,122.52223120452884,42.1,6.790322580645162
21_02_14,Carl Hagelin,W,WSH,PIT,0.8504204856845943,1.190588679958432,8.334120759709023,1.5307568742322697,0.7330624586601204,14.89944444444436,0.6929995978420931,0.0,3.2,6.6,3200,9.6166666666667,9.982668977469638,1.6,0.5
21_02_14,Chandler Stephenson,C,VGK,COL,0.5900913822071111,1.4752284555177775,5.310822439863999,1.917796992173111,0.4528951358439578,16.076111111110986,0.9402010224834103,0.8517665953954662,2.9,8.1,4300,18.01666666666633,5.328399629972347,1.6,0.372093023255814
21_02_14,Cody Glass,C,VGK,COL,0.18161638583392165,0.9080819291696082,4.540409645848041,1.08969831500353,0.39047522954293157,12.915000000000012,0.6287313946508168,0.8620223091058316,2.9,9.4,3600,15.249999999999702,0.0,0.0,0.0
21_02_14,Colton Sceviour,W,PIT,WSH,0.591748397348095,0.19724946578269836,7.495479699742537,5.128486110350157,0.7100980768177141,12.017222222222143,0.448441932267721,0.0,3.3,2.3,3100,8.6333333333333,11.119691119691163,1.6,0.5161290322580645
21_02_14,Conor Sheary,W,WSH,PIT,0.8687677976736328,0.8687677976736328,6.950142381389062,2.2587962739514453,0.7332400212365461,12.177222222222222,0.6926642785219719,0.0,3.2,3.7,3700,9.9166666666667,38.72268907563013,6.4,1.7297297297297298
21_02_14,Evgeni Malkin,C,PIT,WSH,1.060968870878614,1.7240744151777478,6.365813225271684,1.1935899797384406,0.5066126358445382,19.02722222222224,0.694120138337075,0.841964346037254,3.3,15.6,7400,14.0999999999997,13.617021276596036,3.2,0.43243243243243246
21_02_14,Evgeny Kuznetsov,C,WSH,PIT,0.5593970942428668,1.6781912827286003,6.293217310232251,0.8390956413643001,0.5607955869784739,16.82888888888901,0.6861263229458396,0.7628734823865908,3.2,10.4,6700,18.3999999999997,45.978260869565965,14.1,2.104477611940298
21_02_14,Garnet Hathaway,W,WSH,PIT,1.0423905489923533,0.8339124391938828,7.296733842946475,3.1271716469770605,0.8339124391938828,11.016111111111135,0.6425746075752119,0.0,3.2,6.4,3000,8.5333333333333,11.250000000000044,1.6,0.5333333333333333
21_02_14,J.T. Compher,C,COL,VGK,0.46401718582169643,0.30934479054779757,4.330827067669166,4.021482277121368,0.4779377013963471,17.7527777777778,0.6705395396122298,0.0,3.1,7.5,4200,13.16666666666667,21.873417721518983,4.800000000000001,1.142857142857143
21_02_14,Jake Guentzel,W,PIT,WSH,1.4314589615295412,1.9086119487060549,8.230889028794861,1.3121707147354127,0.8588753769177246,20.33722222222222,0.8335088305970186,0.7245434323461919,3.3,15.1,6800,18.233333333333697,114.84460694698126,34.9,5.132352941176471
