date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,TOI,FP/60,FP,value,implied_win_prob,implied_opp_score
21_03_11,Adam Erne,W,DET,TBL,0.37680552648105486,0.7536110529621097,4.710069081013185,1.6956248691647466,0.4031819133347287,0.0,0.0,0.0,0.0,11.663888888888893,0.6076307017883192,0.5623603548776182,1.9,5.5,6.2,3600,11.416666666667,0.0,0.0,0.0,0.24042626903757486,3.6
21_03_11,Adam Lowry,C,WPG,TOR,0.665127020785223,1.1639722863741404,7.48267898383376,1.9953810623556691,0.6701154734411123,0.0,0.0,0.0,0.0,15.186666666666598,0.8208620002690067,0.0,2.8,6.5,6.9,3500,15.016666666667,12.78579356270782,3.2,0.9142857142857144,0.3771449750020687,3.7
21_03_11,Aleksander Barkov,C,FLA,CBJ,0.7498177526295734,1.3746658798208846,8.37296490436357,2.4993925087652444,0.8985316069011053,0.0,0.0,0.0,0.0,20.79944444444436,0.7695030666411398,0.6264624073858914,2.9,5.5,15.1,7200,22.5333333333334,46.06508875739632,17.3,2.402777777777778,0.5489820795948915,2.6
21_03_11,Alex DeBrincat,W,CHI,DAL,1.4971408767977812,1.2476173973314841,10.729509617050764,1.6219026165309296,0.9893605960838673,0.0,0.0,0.0,0.0,19.72277777777779,0.6546640484411086,0.719117694803446,2.5,5.5,16.5,7200,21.316666666667,44.190774042219786,15.7,2.1805555555555554,0.41868381449878495,3.0
21_03_11,Alex Killorn,W,TBL,DET,0.9220917822838841,1.075773745997865,7.223052294557092,0.7684098185699033,0.7299893276414082,0.0,0.0,0.0,0.0,18.367222222222225,0.8308365986088445,0.7965750631424489,3.6,5.5,12.8,5000,18.9500000000004,37.04485488126571,11.7,2.34,0.7595737309624251,1.9
21_03_11,Alex Ovechkin,W,WSH,PHI,1.5085379055068595,0.8799804448790014,10.05691937004573,2.388518350385861,0.9453504207842987,0.0,0.0,0.0,0.0,19.775000000000027,0.5522773822685311,0.6010135855446763,3.0,6.0,16.4,8000,21.23333333333333,65.55729984301414,23.2,2.9,0.5,3.0
21_03_11,Alex Wennberg,C,FLA,CBJ,0.6569994117796322,0.828064157551878,4.500265385900736,1.9701748374760863,0.34481994685308365,0.0,0.0,0.0,0.0,16.43503558602684,0.6264624073858914,0.6704557872280404,2.9,5.5,4.7,4100,18.400000000000333,10.434782608695464,3.2,0.7804878048780488,0.5489820795948915,2.6
21_03_11,Alexander Kerfoot,W,TOR,WPG,0.6518196632265099,1.3036393264530197,4.888647474198824,2.9331884845192944,0.5752308527973949,0.0,0.0,0.0,0.0,14.579999999999957,0.911704313338878,0.0,3.7,6.5,4.4,4100,15.866666666666667,42.35294117647058,11.2,2.7317073170731705,0.6228550249979313,2.8
21_03_11,Alexandre Texier,C,CBJ,FLA,0.6328835757922052,0.7911044697402565,6.170614863974001,1.7404298334285642,0.3892233991122062,0.0,0.0,0.0,0.0,14.429444444444394,0.6247734637063687,0.0,2.6,5.5,3.6,3700,15.8666666666663,6.050420168067367,1.6,0.43243243243243246,0.4510179204051085,2.9
21_03_11,Anders Lee,W,NYI,NJD,1.1797261870084526,1.048645499563069,10.093212933294542,1.9662103116807543,1.064375182056515,0.0,0.0,0.0,0.0,17.862777777777712,0.8651808826655359,0.8514888790587033,3.2,5.5,13.4,7000,3.5833333333333,160.7441860465131,9.6,1.3714285714285714,0.6443821007008639,2.3
21_03_11,Andreas Johnsson,W,NJD,NYI,0.5043429532081843,1.0086859064163687,5.211543849817906,2.689829083776983,0.49593723732138123,0.0,0.0,0.0,0.0,13.717777777777709,0.6116355478086767,0.8170406784948457,2.3,5.5,2.9,3600,7.066666666666699,67.92452830188648,8.0,2.2222222222222223,0.3556178992991362,3.2
21_03_11,Andrei Svechnikov,W,CAR,NSH,0.6867345770859562,1.09877532333753,8.79020258670024,0.8240814925031476,1.0452100263248252,0.0,0.0,0.0,0.0,17.58166666666667,0.46735562720218315,0.711832127404118,3.3,5.5,11.3,5900,15.8000000000003,80.88607594936556,21.3,3.610169491525424,0.6747695450400617,2.2
21_03_11,Andrew Cogliano,W,DAL,CHI,0.5479174065242759,0.5479174065242759,6.757648013799402,2.0090304905890113,0.5789660595606514,0.0,0.0,0.0,0.0,12.806666666666668,0.4620574334338523,0.0,3.0,5.5,2.8,3000,7.3333333333333695,65.45454545454513,8.0,2.6666666666666665,0.581316185501215,2.5
21_03_11,Andrew Copp,W,WPG,TOR,0.4143646408839769,1.5193370165745819,7.182320441988932,2.20994475138121,0.8066298342541415,0.0,0.0,0.0,0.0,18.5427777777778,0.7526048198624922,0.6671511485644812,2.8,6.5,6.2,3900,15.3500000000003,12.508143322475323,3.2,0.8205128205128206,0.3771449750020687,3.7
21_03_11,Andrew Mangiapane,W,CGY,MTL,0.8528784648187628,0.8528784648187628,6.538734896943849,1.8479033404406526,0.7306325515280734,0.0,0.0,0.0,0.0,17.463888888888892,0.7199405071856863,0.6653356676645149,2.7,5.5,8.2,4100,16.5166666666667,0.0,0.0,0.0,0.4836404017756313,2.8
21_03_11,Andy Andreoff,W,PHI,WSH,0.1991852704590326,0.5026910754926838,5.249508765557806,1.7614643220493893,0.4706337688008186,0.0,0.0,0.0,0.0,9.443103105716167,0.43884557969842547,0.0,3.0,6.0,1.8,3000,6.666666666666697,0.0,0.0,0.0,0.5,3.0
21_03_11,Anthony Angello,W,PIT,BUF,0.8954744454788671,0.3367035695066163,5.711787613965855,3.0066086078817715,0.39381964283958043,0.0,0.0,0.0,0.0,8.664883585627907,0.5193894749392961,0.6060078710167247,3.5,6.0,2.8,3000,9.86666666666663,92.43243243243276,15.2,5.066666666666666,0.6469478767648194,2.5
21_03_11,Anthony Beauvillier,W,NYI,NJD,0.4226178829974554,0.7043631383290923,8.170612404617472,1.267853648992366,0.824104871845038,0.0,0.0,0.0,0.0,16.643333333333366,0.6538669283781566,0.931578982462529,3.2,5.5,9.7,4200,19.0000000000003,15.15789473684187,4.800000000000001,1.142857142857143,0.6443821007008639,2.3
21_03_11,Anthony Cirelli,W,TBL,DET,0.7268028749091562,1.3082451748364812,5.8144229992732495,3.052572074618456,0.6017927804247812,0.0,0.0,0.0,0.0,18.18666666666654,0.730232632289233,0.553578594615009,3.6,5.5,12.2,5800,17.9499999999996,42.785515320335215,12.8,2.206896551724138,0.7595737309624251,1.9
21_03_11,Anthony Mantha,W,DET,TBL,0.6716919173072579,1.3433838346145157,6.179565639226771,1.4777222180759668,0.5427270691842642,0.0,0.0,0.0,0.0,17.883333333333418,0.5875299243909573,0.579507647340945,1.9,5.5,7.9,4600,16.6500000000003,118.19819819819604,32.8,7.130434782608695,0.24042626903757486,3.6
21_03_11,Auston Matthews,C,TOR,WPG,1.6433853738701694,1.4242673240208137,10.079430293070374,3.067652697890983,1.0550534100246485,0.0,0.0,0.0,0.0,21.92888888888893,0.6811622837799858,0.8126720316214678,3.7,6.5,19.6,8900,24.9666666666667,71.13484646194917,29.6,3.3258426966292136,0.6228550249979313,2.8
21_03_11,Barclay Goodrow,W,TBL,DET,0.8393956351426926,0.8393956351426926,5.036373810856156,2.6860660324566163,0.710128707330718,0.0,0.0,0.0,0.0,14.712777777777843,0.7780300525031395,0.0,3.6,5.5,3.7,3600,12.549999999999969,7.649402390438267,1.6,0.4444444444444445,0.7595737309624251,1.9
21_03_11,Blake Coleman,W,TBL,DET,0.6344171292624894,1.1102299762093564,8.564631245043607,1.9032513877874684,1.0483743061062638,0.0,0.0,0.0,0.0,15.3688888888889,0.6089072531153665,0.0,3.6,5.5,7.0,3700,13.3500000000003,14.382022471909789,3.2,0.8648648648648649,0.7595737309624251,1.9
21_03_11,Blake Comeau,W,DAL,CHI,0.3066962003748504,0.4600443005622757,5.827227807122158,1.0734367013119765,0.5198500596353715,0.0,0.0,0.0,0.0,15.34111111111113,0.4916154333964923,0.0,3.0,5.5,3.7,3300,15.9999999999997,18.000000000000338,4.800000000000001,1.4545454545454546,0.581316185501215,2.5
21_03_11,Blake Wheeler,W,WPG,TOR,0.7455216926103588,1.4910433852207177,7.330963310668527,1.4910433852207177,0.6026300348600401,0.0,0.0,0.0,0.0,19.207222222222278,0.8401696943452899,0.7999354833755167,2.8,6.5,12.3,6600,20.9000000000003,4.593301435406633,1.6,0.24242424242424246,0.3771449750020687,3.7
21_03_11,Bobby Ryan,W,DET,TBL,1.0843840096389672,0.7745600068849765,8.98489607986573,2.1687680192779344,0.5545849649296433,0.0,0.0,0.0,0.0,15.80500000000002,0.4714194869255334,0.5755550154258186,1.9,5.5,9.8,4000,14.1666666666667,20.32941176470584,4.800000000000001,1.2000000000000002,0.24042626903757486,3.6
