date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,TOI,FP/60,FP,value,implied_win_prob,implied_opp_score
21_02_15,Adam Erne,W,DET,CHI,0.18456805947193022,0.5537041784157908,4.983337605742117,1.6611125352473721,0.3543706741861061,0.0,0.0,0.0,0.0,11.500555555555561,0.38606953690614676,0.0,2.6,5.5,3.6,3000,9.65,79.58549222797927,12.8,4.266666666666667,0.4510179204051085,2.9
21_02_15,Adam Gaudette,C,VAN,CGY,1.2834224598930493,0.8556149732620327,8.770053475935836,2.994652406417115,1.018181818181819,0.0,0.0,0.0,0.0,10.786666666666658,0.6756554419146952,0.8063702999758814,2.9,6.0,6.0,3200,11.75,8.170212765957446,1.6,0.5,0.47002486965661056,3.1
21_02_15,Adam Henrique,C,ANA,SJS,1.3348714568226774,0.5932762030323011,6.081081081081086,3.4113381674357317,0.6555702043506929,0.0,0.0,0.0,0.0,16.907222222222213,0.4926204583760464,0.6837228465074482,2.7,5.5,8.4,4200,13.80000000000003,27.82608695652168,6.4,1.523809523809524,0.4836404017756313,2.8
21_02_15,Adam Lowry,C,WPG,EDM,0.6690517121219192,1.003577568182879,7.025042977280152,1.8398922083352778,0.6322538679552138,0.0,0.0,0.0,0.0,15.204444444444386,0.5700259744342613,0.7454230587994289,3.1,6.5,8.1,3700,14.64999999999966,32.76450511945468,8.0,2.1621621621621623,0.45852750893090477,3.4
21_02_15,Aleksander Barkov,C,FLA,TBL,0.8686060940300594,0.8686060940300594,8.437887770577719,1.6131256031986818,0.686198814283747,0.0,0.0,0.0,0.0,20.343888888888838,0.7778328237719326,0.6835090018737475,2.6,6.0,10.8,6700,19.5166666666663,76.2425277540578,24.8,3.7014925373134333,0.3815734245561414,3.4
21_02_15,Alex Chiasson,W,EDM,WPG,0.799333888426314,0.5995004163197355,4.596169858451306,0.5995004163197355,0.49758534554538053,0.0,0.0,0.0,0.0,13.050555555555524,0.3544517892222344,0.6711783323941556,3.4,6.5,3.5,3100,10.466666666666631,174.26751592356746,30.4,9.806451612903226,0.5414724910690952,3.1
21_02_15,Alex DeBrincat,W,CHI,DET,1.2766460459434976,0.8510973639623317,10.922416170849925,1.418495606603886,1.0284093147878177,0.0,0.0,0.0,0.0,17.943333333333328,0.649726918987548,0.667069907520488,2.9,5.5,15.0,6800,23.35,0.0,0.0,0.0,0.5489820795948915,2.6
21_02_15,Alex Killorn,W,TBL,FLA,0.9052049283379434,1.0560724163942672,6.336434498365603,0.7543374402816194,0.5401056072416395,0.0,0.0,0.0,0.0,18.129999999999992,0.6440033525167292,0.6157884597154103,3.4,6.0,10.2,5300,16.366666666667,17.596741344195163,4.800000000000001,0.9056603773584907,0.6184265754438586,2.6
21_02_15,Alex Wennberg,C,FLA,TBL,0.7425518471102787,0.8364178229180775,5.111950697776067,1.6106557342771983,0.4650294685083549,0.0,0.0,0.0,0.0,13.527316120398062,0.6835090018737475,0.8138933996259139,2.6,6.0,4.4,4300,20.9000000000003,0.0,0.0,0.0,0.3815734245561414,3.4
21_02_15,Alexander Kerfoot,C,TOR,OTT,0.5114362835630072,1.5343088506890215,5.45532035800541,2.727660179002705,0.622247478334992,0.0,0.0,0.0,0.0,13.982777777777759,0.6221731460260161,0.0,4.1,6.5,7.0,4000,11.4166666666666,67.2700729927011,12.8,3.2,0.723908530933717,2.4000000000000004
21_02_15,Alexander Volkov,W,TBL,FLA,0.8221673340399616,0.6836982572572955,5.098836920901283,2.2479612446135167,0.47387139806057105,0.0,0.0,0.0,0.0,10.26027394466729,0.5053312202745726,0.0,3.4,6.0,4.6,3000,9.45,182.8571428571429,28.8,9.600000000000001,0.6184265754438586,2.6
21_02_15,Alexandre Texier,C,CBJ,CAR,0.9202061943509586,1.5336769905849308,6.90154645763219,1.5336769905849308,0.4647041281472341,0.0,0.0,0.0,0.0,14.483333333333293,0.575902609545347,0.0,2.4,5.5,5.7,4300,18.216666666666672,10.53979871912168,3.2,0.744186046511628,0.38682450394066387,3.1
21_02_15,Anders Lee,W,NYI,BUF,0.5046080527035105,1.1353681185828988,10.344465080421966,3.0276483162210637,1.1265374776605872,0.0,0.0,0.0,0.0,18.828333333333248,0.5960519333366303,0.7435443396430965,2.9,5.5,12.9,7000,19.033333333333,52.95971978984332,16.8,2.4000000000000004,0.5489820795948915,2.6
21_02_15,Andrei Svechnikov,W,CAR,CBJ,1.1103828507537503,1.5267764197864069,9.160658518718442,0.693989281721094,1.0451478582719675,0.0,0.0,0.0,0.0,17.077777777777776,0.823001778301391,0.9158989790686064,3.1,5.5,12.3,6700,15.78333333333367,44.4772967265038,11.7,1.7462686567164178,0.6131754960593362,2.4
21_02_15,Andrew Copp,W,WPG,EDM,0.5301133853629808,1.457811809748197,7.95170078044471,1.1927551170667066,0.891915770873215,0.0,0.0,0.0,0.0,18.876111111111083,0.8992439112872365,0.6588690911600952,3.1,6.5,12.2,4000,20.9166666666663,13.76892430278909,4.800000000000001,1.2000000000000002,0.45852750893090477,3.4
21_02_15,Andrew Mangiapane,W,CGY,VAN,1.5881291357529577,1.1550030078203328,7.363144174854622,2.165630639663124,0.9759775416081812,0.0,0.0,0.0,0.0,16.28,0.749889883260981,0.6838302583471023,3.1,6.0,9.8,4600,21.4999999999996,13.395348837209552,4.800000000000001,1.0434782608695654,0.5299751303433896,2.9
21_02_15,Anthony Duclair,W,FLA,TBL,0.2941657133518549,1.4708285667592744,9.560385683935284,1.4708285667592744,0.8339597973525085,0.0,0.0,0.0,0.0,15.986666666666677,0.7039523322375518,0.6909166233445293,2.6,6.0,8.0,4300,14.266666666667,70.65420560747499,16.8,3.9069767441860463,0.3815734245561414,3.4
21_02_15,Anthony Mantha,W,DET,CHI,0.7701358434057084,1.6686276607123682,7.701358434057084,1.4119157129104651,0.7573002460156133,0.0,0.0,0.0,0.0,18.63166666666673,0.5799975837154665,0.7013795925904381,2.6,5.5,10.6,6000,17.93333333333363,5.353159851301028,1.6,0.26666666666666666,0.4510179204051085,2.9
21_02_15,Antoine Roussel,W,VAN,CGY,0.411687346331978,0.617531019497967,5.557779175481703,1.852593058493901,0.6401738235462258,0.0,0.0,0.0,0.0,11.562222222222271,0.8646594392324918,0.0,2.9,6.0,2.8,3000,10.5666666666666,27.25552050473204,4.800000000000001,1.6000000000000003,0.47002486965661056,3.1
21_02_15,Artem Anisimov,C,OTT,TOR,0.5333596720825737,0.5333596720825737,7.467035409156031,3.022371475134584,0.7467035409156032,0.0,0.0,0.0,0.0,12.879444444444413,0.5240826375139088,0.0,2.4,6.5,4.4,3200,8.8,32.727272727272734,4.800000000000001,1.5000000000000002,0.276091469066283,4.1
21_02_15,Austin Watson,W,OTT,TOR,0.6338028169014106,0.8450704225352141,5.070422535211285,4.436619718309874,0.4711267605633819,0.0,0.0,0.0,0.0,10.732777777777747,0.6618710276900195,0.0,2.4,6.5,4.5,3200,8.7166666666667,79.84703632887158,11.6,3.6249999999999996,0.276091469066283,4.1
21_02_15,Auston Matthews,C,TOR,OTT,1.5044776119402998,1.0746268656716425,10.10149253731344,3.5462686567164208,0.9703880597014933,0.0,0.0,0.0,0.0,22.06777777777777,1.0589185869588342,1.0589185869588342,4.1,6.5,23.4,8600,22.3999999999996,112.76785714285916,42.1,4.895348837209303,0.723908530933717,2.4000000000000004
21_02_15,Barclay Goodrow,W,TBL,FLA,0.47554048698868223,1.2681079653031528,6.023512835189975,2.853242921932093,0.6182026330852869,0.0,0.0,0.0,0.0,15.983888888888929,0.8933577331796596,0.0,3.4,6.0,6.1,3700,15.1833333333337,6.322722283205117,1.6,0.43243243243243246,0.6184265754438586,2.6
21_02_15,Blake Coleman,W,TBL,FLA,0.6104281475201341,0.7630351844001676,9.309029249682045,1.8312844425604022,1.0972445951674412,0.0,0.0,0.0,0.0,16.075555555555578,0.6538367521385824,0.54061160845661,3.4,6.0,9.0,4300,17.133333333333,11.206225680934072,3.2,0.744186046511628,0.6184265754438586,2.6
21_02_15,Blake Wheeler,W,WPG,EDM,0.9903373336542745,1.237921667067843,6.808569168873136,1.980674667308549,0.5087858051648835,0.0,0.0,0.0,0.0,19.358333333333352,0.7889544926084123,0.8186787716241359,3.1,6.5,13.4,6300,18.583333333333,71.35426008968737,22.1,3.507936507936508,0.45852750893090477,3.4
21_02_15,Bo Horvat,C,VAN,CGY,0.3951556840218056,1.0537484907248151,6.190772383008288,2.5026526654714356,0.5321429878160315,0.0,0.0,0.0,0.0,19.021111111111153,0.8063702999758814,0.7184381526277596,2.9,6.0,11.6,5800,19.9000000000003,56.98492462311472,18.9,3.258620689655172,0.47002486965661056,3.1
21_02_15,Bobby Ryan,W,DET,CHI,1.293277650545604,0.4849791189546016,7.274686784319024,2.586555301091208,0.6595716017782581,0.0,0.0,0.0,0.0,15.125555555555534,0.6288619058341441,0.5973825232976037,2.6,5.5,10.5,4300,15.216666666667,0.0,0.0,0.0,0.4510179204051085,2.9
21_02_15,Boone Jenner,C,CBJ,CAR,0.7942928587188356,0.9266750018386415,9.134367875266609,5.162903581672432,0.691034787085387,0.0,0.0,0.0,0.0,17.691111111111095,0.4627372800762706,0.7087017950762863,2.4,5.5,8.6,3900,17.783333333333,89.07216494845527,26.4,6.769230769230768,0.38682450394066387,3.1
21_02_15,Brady Tkachuk,W,OTT,TOR,1.0451444331543056,1.1757874872985936,11.235302656408784,1.0451444331543056,1.303817680359996,0.0,0.0,0.0,0.0,18.622777777777756,0.6039999827399241,0.6424137875325582,2.4,6.5,12.1,5500,16.7333333333333,51.63346613545828,14.4,2.618181818181818,0.276091469066283,4.1
21_02_15,Brandon Hagel,W,CHI,DET,0.2598439304127101,0.8476730802486306,6.742259600226195,2.2772816917886654,0.6170353033861479,0.0,0.0,0.0,0.0,11.753093284173788,0.6755245108313301,0.0,2.9,5.5,6.2,3000,13.21666666666667,50.84489281210591,11.2,3.7333333333333334,0.5489820795948915,2.6
21_02_15,Brandon Sutter,C,VAN,CGY,0.700627645599177,0.17515691139979425,6.831119544591976,2.101882936797531,0.7111370602831646,0.0,0.0,0.0,0.0,14.300000000000091,0.8291778208640224,0.0,2.9,6.0,4.8,3700,13.066666666667032,14.693877551019998,3.2,0.8648648648648649,0.47002486965661056,3.1
21_02_15,Brayden Point,C,TBL,FLA,1.1911326789456298,1.8528730561376463,6.3527076210433595,2.2499172824528566,0.7715892798058913,0.0,0.0,0.0,0.0,18.47166666666664,0.5282615162346034,0.5386272355273263,3.4,6.0,15.9,7800,20.1000000000003,14.328358208955011,4.800000000000001,0.6153846153846155,0.6184265754438586,2.6
21_02_15,Brett Connolly,W,FLA,TBL,0.6738733679629394,0.3369366839814697,6.570265337638659,1.1792783939351439,0.5273059104310001,0.0,0.0,0.0,0.0,12.65722222222218,0.4617353497945355,0.0,2.6,6.0,4.2,3400,9.3166666666667,41.216457960643865,6.4,1.8823529411764706,0.3815734245561414,3.4
21_02_15,Brock Boeser,W,VAN,CGY,1.034992607195659,0.8871365204534222,7.688516510596326,0.8871365204534222,0.7437161163134522,0.0,0.0,0.0,0.0,17.78055555555561,0.7057991707849132,0.6479137764619526,2.9,6.0,12.8,7100,20.783333333333022,74.19406575781987,25.7,3.619718309859155,0.47002486965661056,3.1
21_02_15,Brock McGinn,W,CAR,CBJ,1.4006419608987444,1.0504814706740586,6.653049314269037,1.7508024511234306,0.6355412897578053,0.0,0.0,0.0,0.0,14.197777777777791,0.8654370485202247,0.0,3.1,5.5,8.0,3600,11.0833333333334,242.5263157894722,44.8,12.444444444444443,0.6131754960593362,2.4
21_02_15,Brock Nelson,C,NYI,BUF,0.682593856655292,1.2286689419795256,5.870307167235512,1.6382252559727013,0.6361774744027323,0.0,0.0,0.0,0.0,18.06277777777774,0.7369001088174021,0.6321004785291925,2.9,5.5,11.4,4800,16.750000000000302,67.70149253731222,18.9,3.9375,0.5489820795948915,2.6
21_02_15,Byron Froese,C,CGY,VAN,0.7397647156080819,0.570742289268874,4.834383228459279,2.4975742542216657,0.43011467902293915,0.0,0.0,0.0,0.0,10.283843045368096,0.518289615261875,0.0,3.1,6.0,3.4,3000,9.8333333333333,0.0,0.0,0.0,0.5299751303433896,2.9
21_02_15,Cal Clutterbuck,W,NYI,BUF,0.3733278025510756,0.7466556051021512,3.546614124235218,2.4266307165819914,0.38079435860209715,0.0,0.0,0.0,0.0,12.819444444444384,0.5789731652921575,0.0,2.9,5.5,5.1,3300,12.516666666666302,23.00932090546006,4.800000000000001,1.4545454545454546,0.5489820795948915,2.6
21_02_15,Cam Atkinson,W,CBJ,CAR,1.1264520671177687,0.8448390503383266,9.856455587280477,1.9712911174560952,0.826534204247663,0.0,0.0,0.0,0.0,17.52833333333333,0.7268091827392773,0.663535322688861,2.4,5.5,11.3,6500,17.83333333333367,78.05607476635367,23.200000000000003,3.56923076923077,0.38682450394066387,3.1
21_02_15,Carl Soderberg,C,CHI,DET,0.49081985093619296,0.9816397018723859,9.325577167787664,2.7813124886384264,0.8556626067987627,0.0,0.0,0.0,0.0,14.94555555555557,0.5562108591250228,0.0,2.9,5.5,4.7,3200,18.4333333333337,36.45569620253092,11.2,3.4999999999999996,0.5489820795948915,2.6
21_02_15,Carter Rowney,W,ANA,SJS,0.34951456310679574,1.7475728155339785,2.4466019417475695,3.669902912621355,0.33902912621359194,0.0,0.0,0.0,0.0,14.125555555555565,0.7308351489848824,0.0,2.7,5.5,4.9,3300,12.9166666666663,14.86451612903268,3.2,0.9696969696969698,0.4836404017756313,2.8
