date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_27,Adam Erne,W,DET,CHI,0.37109576332336863,0.7421915266467373,4.082053396557054,1.855478816616843,0.36367384805690134,11.522222222222222,0.5509637732203116,0.5337245605528981,2.5,4.9,3000,14.1,40.85106382978724,9.6,3.1999999999999997
21_02_27,Adam Lowry,C,WPG,MTL,0.6712973754137362,1.0069460631206044,6.545149410283929,1.8460677823877745,0.5957764206796909,15.505555555555507,0.8688414105647785,0.0,2.8,5.5,3600,16.633333333333034,5.771543086172449,1.6,0.4444444444444445
21_02_27,Adrian Kempe,W,LAK,MIN,0.6360704978135087,0.47705287336013164,7.95088122266886,1.5901762445337717,0.7283007199964676,17.186666666666632,0.6200607902735575,0.7703752644927359,2.4,8.1,4500,16.716666666666967,104.08773678962925,29.0,6.444444444444445
21_02_27,Aleksander Barkov,C,FLA,CAR,1.098416788147951,0.8543241685595173,9.03142692477204,2.074787266501685,0.8836152829101295,20.70444444444439,0.8259318074665327,0.6579929440836361,2.9,9.0,7200,24.35,32.772073921971256,13.3,1.8472222222222223
21_02_27,Alex Chiasson,W,EDM,TOR,0.816974923408604,0.6127311925564529,4.0848746170430195,0.6127311925564529,0.3880630886190869,12.885555555555507,0.6651634723788054,0.7633213989899993,3.2,6.8,3800,13.133333333333,7.309644670050948,1.6,0.4210526315789474
21_02_27,Alex DeBrincat,W,CHI,DET,1.3178606728410889,1.054288538272871,10.938243584581036,1.4496467401251976,1.038474210198778,19.051666666666662,0.6412445965289469,0.8110853778967981,3.0,15.6,6800,20.9500000000003,57.27923627684882,20.0,2.941176470588235
21_02_27,Alex Iafallo,W,LAK,MIN,0.39200029037058404,1.5680011614823361,6.141337882472484,1.96000145185292,0.5501070741533862,20.218333333333383,0.8805093596624107,0.8297731464404298,2.4,9.6,5300,20.0166666666664,0.0,0.0,0.0
21_02_27,Alex Killorn,W,TBL,DAL,0.9135896459840124,1.218119527978683,6.699657403882757,0.6090597639893415,0.6029691663494482,17.92333333333333,0.7848236698035664,0.8325335515578454,3.2,8.9,4700,17.9,0.0,0.0,0.0
21_02_27,Alex Ovechkin,W,WSH,NJD,1.3823919569922511,0.8797039726314326,10.305103679396781,2.3877679257138884,0.8420023738043713,20.048888888888886,0.657900646792702,0.6698459743598207,3.2,16.3,8100,18.18333333333329,15.838680109990866,4.800000000000001,0.5925925925925927
21_02_27,Alex Tuch,W,VGK,ANA,0.9178600263459841,0.7648833552883201,8.41371690817152,2.141673394807296,0.7067522202864078,15.678333333333308,0.5324139363496434,0.875903395482295,3.2,10.1,4300,16.883333333333333,17.058242843040475,4.800000000000001,1.116279069767442
