date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_02,Adam Gaudette,C,VAN,MTL,1.2532637075718,1.0443864229765,7.3107049608355,2.7154046997389,0.7874673629242811,11.004444444444461,0.7743007008027706,0.8289084238798949,2.8,6.4,3200,7.4,25.945945945945947,3.2,1.0
21_02_02,Adam Lowry,C,WPG,CGY,0.6752954417557698,0.8441193021947124,7.4282498593134685,1.5194147439504821,0.7141249296567268,15.326666666666627,0.4786208442938067,0.7708512396572416,2.9,7.6,4200,16.9,34.082840236686394,9.6,2.2857142857142856
21_02_02,Adrian Kempe,W,LAK,ANA,0.4688517473410037,0.9377034946820074,8.751899283698735,1.406555242023011,0.7814195789016728,16.84666666666664,0.61662365751749,0.6878628974385771,2.8,9.8,4400,15.866666666666667,6.050420168067226,1.6,0.36363636363636365
21_02_02,Alex Chiasson,W,EDM,OTT,0.4020100502512577,0.4020100502512577,4.020100502512577,0.6030150753768865,0.3798994974874386,13.124999999999968,0.6484856966972398,0.0,3.9,2.8,3500,9.85,0.0,0.0,0.0
21_02_02,Alex Iafallo,W,LAK,ANA,0.7563025210084002,1.260504201680667,6.680672268907535,2.2689075630252002,0.49537815126050205,20.30833333333339,0.7596443713380754,0.7832100399856339,2.8,12.0,4600,19.6000000000003,19.59183673469358,6.4,1.3913043478260871
21_02_02,Alexander Radulov,W,DAL,CBJ,0.6038748637087981,0.6038748637087981,5.4348737733791825,2.113562022980793,0.6778495345131259,16.35944444444445,0.7407357909755633,0.8105339933502989,2.5,12.3,6300,16.2333333333333,81.68377823408642,22.1,3.507936507936508
21_02_02,Alexandre Texier,C,CBJ,DAL,1.1001964636542263,1.2573673870334017,6.9155206286837085,1.4145383104125768,0.5170923379174863,13.936111111111074,0.8091890039066567,0.7609456839200969,2.5,9.2,4500,16.933333333333,17.007874015748367,4.800000000000001,1.0666666666666667
21_02_02,Andre Burakovsky,W,COL,MIN,1.091712515704198,2.0274661005935104,5.302603647706104,2.183425031408396,0.4897110427587403,14.998888888888894,0.7499184705608398,0.5519869585789905,3.0,9.9,5400,14.79999999999967,25.945945945946526,6.4,1.1851851851851851
21_02_02,Andrei Svechnikov,W,CAR,CHI,1.117058412846172,1.396323016057715,8.657202699557834,1.2566907144519435,1.0709797533162677,17.061111111111114,0.7954971128910574,0.9105307647280924,3.1,14.2,7000,17.6499999999997,73.42776203966132,21.6,3.085714285714286
21_02_02,Andrew Cogliano,W,DAL,CBJ,0.5293858144208592,0.7058477525611455,6.176167834910024,1.764619381402864,0.5099750012254277,12.932777777777828,0.49536806418228363,0.0,2.5,4.7,3100,14.716666666667,45.662514156284345,11.2,3.6129032258064515
21_02_02,Andrew Copp,W,WPG,CGY,0.8133142555915344,1.4910761352511461,8.67535205964303,1.3555237593192238,0.9041343474659223,18.58000000000001,0.9320449845167396,0.7075147670541765,2.9,10.6,4600,23.683333333333,32.427867698804114,12.8,2.7826086956521743
