date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,TOI,FP/60,FP,value,implied_win_prob,implied_opp_score
21_03_17,Adam Gaudette,W,VAN,OTT,0.8366742199755978,0.20916855499389944,10.249259194701072,3.9742025448840894,0.9789088373714494,0.0,0.0,0.0,0.0,10.735555555555544,0.6744420438801659,0.6860722603668759,3.2,6.0,6.5,3200,10.766666666667,26.74922600619113,4.800000000000001,1.5000000000000002,0.5598015028739183,2.8
21_03_17,Adam Lowry,C,WPG,MTL,0.8050089445438332,1.2880143112701332,7.084078711985732,1.9320214669052,0.6021466905187874,0.0,0.0,0.0,0.0,15.7627777777777,0.8343697728920194,0.0,2.7,5.5,7.7,3500,13.383333333333,21.519302615193567,4.800000000000001,1.3714285714285717,0.4836404017756313,2.8
21_03_17,Adrian Kempe,W,LAK,STL,1.1236456057430846,0.3210416016408813,6.741873634458508,1.2841664065635252,0.6501092433227845,0.0,0.0,0.0,0.0,17.16333333333325,0.7021433330039566,0.7221478212969362,2.6,5.5,13.0,5900,17.38333333333303,5.522531160115149,1.6,0.2711864406779661,0.4510179204051085,2.9
21_03_17,Alex Chiasson,W,EDM,CGY,0.8473080317740521,0.8473080317740521,4.236540158870261,1.0591350397175652,0.3685789938217127,0.0,0.0,0.0,0.0,12.44555555555554,0.518153659442508,0.8134335396240422,2.9,6.0,6.8,3900,16.4000000000003,69.14634146341336,18.9,4.846153846153846,0.47002486965661056,3.1
21_03_17,Alex Iafallo,W,LAK,STL,0.5399122642570565,1.4847587267069053,6.2089910389561505,1.754714858835434,0.6168497619136869,0.0,0.0,0.0,0.0,19.8366666666667,0.7187730737085054,0.7332343150999687,2.6,5.5,8.1,4800,18.48333333333303,43.17403065825139,13.3,2.7708333333333335,0.4510179204051085,2.9
21_03_17,Andreas Athanasiou,W,LAK,STL,1.1328388401888048,0.8091706001348605,7.282535401213745,1.4565070802427489,0.6926500337154405,0.0,0.0,0.0,0.0,13.912777777777801,0.6682340062367536,0.5451882321099374,2.6,5.5,8.8,3800,12.73333333333367,7.539267015706608,1.6,0.4210526315789474,0.4510179204051085,2.9
21_03_17,Andrew Copp,W,WPG,MTL,0.41522491349480867,1.5224913494809649,7.197231833910016,2.2145328719723127,0.8013840830449804,0.0,0.0,0.0,0.0,18.568888888888925,0.7347510766289229,0.6686697871616039,2.7,5.5,9.4,4000,16.1833333333337,5.932028836251153,1.6,0.4,0.4836404017756313,2.8
21_03_17,Andrew Mangiapane,W,CGY,EDM,1.006188860051905,0.8624475943302045,6.324615691754832,1.8686364543821095,0.7158315032940695,0.0,0.0,0.0,0.0,17.477777777777792,0.7410338440492851,0.6852861702508529,3.1,6.0,10.3,4100,16.0333333333337,29.93762993762925,8.0,1.951219512195122,0.5299751303433896,2.9
21_03_17,Anze Kopitar,C,LAK,STL,0.6309590577678094,1.1357263039820569,5.931015143017409,2.2714526079641137,0.7874369040942262,0.0,0.0,0.0,0.0,21.321111111111055,0.6334795026182357,0.6763719343731224,2.6,5.5,15.0,7600,19.50000000000003,77.84615384615373,25.3,3.3289473684210527,0.4510179204051085,2.9
21_03_17,Artemi Panarin,W,NYR,PHI,0.8623934841381226,2.5871804524143673,6.159953458129447,0.8623934841381226,0.48170836042572257,0.0,0.0,0.0,0.0,20.97277777777771,0.7277655432014085,0.685961041713744,2.9,6.0,15.4,7500,16.2500000000003,81.5999999999985,22.1,2.9466666666666668,0.47002486965661056,3.1
21_03_17,Austin Wagner,W,LAK,STL,0.7665690710673402,0.5749268033005052,8.623902049507576,1.91642267766835,0.6266702155975507,0.0,0.0,0.0,0.0,10.547777777777789,0.6341722564019031,0.0,2.6,5.5,4.7,3600,10.25,18.73170731707317,3.2,0.888888888888889,0.4510179204051085,2.9
21_03_17,Austin Watson,W,OTT,VAN,0.39869317237942076,0.9967329309485519,6.777783930450153,6.777783930450153,0.6020266902929252,0.0,0.0,0.0,0.0,12.149444444444502,0.0,0.0,2.8,6.0,6.0,3000,11.75,24.510638297872344,4.800000000000001,1.6000000000000003,0.4401984971260817,3.2
21_03_17,Blake Lizotte,C,LAK,STL,0.35487209818128124,0.7097441963625625,4.081029129084735,2.3066686381783277,0.5269850657992027,0.0,0.0,0.0,0.0,13.194999999999975,0.6840148313010771,0.0,2.6,5.5,3.8,3200,10.7,8.971962616822431,1.6,0.5,0.4510179204051085,2.9
21_03_17,Blake Wheeler,W,WPG,MTL,0.8878866887463855,1.2684095553519792,7.9909801987174705,1.2684095553519792,0.6506941018955654,0.0,0.0,0.0,0.0,18.895000000000056,0.80108469804134,0.8127288281607608,2.7,5.5,12.4,6300,16.966666666667,48.09430255402656,13.6,2.1587301587301586,0.4836404017756313,2.8
21_03_17,Bo Horvat,C,VAN,OTT,0.7772020725388569,1.0362694300518092,6.217616580310855,3.1088082901554275,0.5077720207253864,0.0,0.0,0.0,0.0,19.395000000000064,0.7093778603649928,0.6889206772180815,3.2,6.0,13.7,5700,23.633333333333667,67.02397743300328,26.4,4.63157894736842,0.5598015028739183,2.8
21_03_17,Brady Tkachuk,W,OTT,VAN,0.9169304661063222,0.7859403995197047,13.36098679183498,1.440890732452792,1.2601244405632601,0.0,0.0,0.0,0.0,18.60111111111108,0.6154729203394677,0.7330628501256569,2.8,6.0,14.7,6500,20.9166666666667,18.35856573705177,6.4,0.9846153846153846,0.4401984971260817,3.2
21_03_17,Brandon Sutter,C,VAN,OTT,0.8185911137386859,0.3274364454954744,6.38501068716175,2.946928009459269,0.6827049888580642,0.0,0.0,0.0,0.0,15.052222222222246,0.5233229365845394,0.0,3.2,6.0,6.7,3200,18.5999999999997,20.64516129032292,6.4,2.0,0.5598015028739183,2.8
21_03_17,Brayden Schenn,C,STL,LAK,1.1043697593564652,1.1043697593564652,6.871634058218006,1.5952007635148944,0.7939191492262588,0.0,0.0,0.0,0.0,19.523888888888912,0.5083397344255898,0.501901544881373,2.9,5.5,11.6,6300,17.766666666666328,0.0,0.0,0.0,0.5489820795948915,2.6
21_03_17,Brendan Gallagher,W,MTL,WPG,1.195219123505979,1.0458167330677317,12.549800796812779,1.3446215139442264,1.2938247011952222,0.0,0.0,0.0,0.0,15.293888888888853,0.8524084008491422,0.5870523490154769,2.8,5.5,11.7,6100,15.9666666666663,99.20668058455344,26.4,4.327868852459016,0.5163595982243688,2.7
21_03_17,Brendan Lemieux,W,NYR,PHI,0.4117579778108193,1.029394944527048,6.794006633878518,3.088184833581144,0.5394029509321732,0.0,0.0,0.0,0.0,10.853333333333348,0.5920034393809124,0.0,2.9,6.0,3.8,3200,12.35,73.84615384615385,15.2,4.75,0.47002486965661056,3.1
21_03_17,Brett Ritchie,W,CGY,EDM,0.4000222234568573,1.0000555586421431,6.200344463581288,0.600033335185286,0.580032224012443,0.0,0.0,0.0,0.0,10.335000000000035,0.6804432088832848,0.0,3.1,6.0,3.3,3300,14.566666666667,6.590389016018157,1.6,0.4848484848484849,0.5299751303433896,2.9
21_03_17,Brock Boeser,W,VAN,OTT,0.9251440948639825,1.3216344212342606,6.343845221924451,1.3216344212342606,0.7229340284151405,0.0,0.0,0.0,0.0,19.253888888888877,0.6486084016214348,0.6172000079881633,3.2,6.0,14.6,7200,22.6,44.60176991150442,16.8,2.3333333333333335,0.5598015028739183,2.8
