date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,TOI,FP/60,FP,value,implied_win_prob,implied_opp_score
21_03_18,Adam Erne,W,DET,DAL,0.3732116939664113,0.559817540949617,5.59817540949617,1.4928467758656452,0.5318266639021361,0.0,0.0,0.0,0.0,11.91277777777777,0.6285614551616937,0.5393663037013584,2.4,5.5,6.2,3900,13.2500000000003,7.24528301886776,1.6,0.4102564102564103,0.38682450394066387,3.1
21_03_18,Adam Henrique,C,ANA,ARI,1.104923926864554,0.7892313763318245,6.156004735388231,3.6304643311263924,0.6361204893234504,0.0,0.0,0.0,0.0,16.146111111111168,0.5549221576491039,0.647986446082765,2.6,5.5,10.8,4300,12.5333333333333,82.81914893617044,17.3,4.023255813953488,0.4510179204051085,2.9
21_03_18,Adam Lowry,C,WPG,EDM,0.8083711321686852,1.2933938114698962,6.6286432837832185,1.9400907172048443,0.6046616068621765,0.0,0.0,0.0,0.0,15.7277777777777,0.8373360408137686,0.0,3.0,6.5,6.2,3500,12.66666666666633,0.0,0.0,0.0,0.4310738479832755,3.5
21_03_18,Aleksander Barkov,C,FLA,NSH,1.0055865921787759,1.759776536312858,9.678770949720718,2.51396648044694,1.0382681564245861,0.0,0.0,0.0,0.0,20.941666666666592,0.9853619283766886,0.5583847705179323,3.8,6.5,17.2,7400,18.46666666666637,31.1913357400727,9.6,1.2972972972972971,0.6491144001725667,2.7
21_03_18,Alex Chiasson,W,EDM,WPG,0.8577555396711956,0.8577555396711956,4.288777698355978,1.0721944245889945,0.388134381701216,0.0,0.0,0.0,0.0,12.375555555555533,0.553666089589676,0.8140139698493,3.5,6.5,4.4,3900,9.6833333333334,9.913941480206471,1.6,0.4102564102564103,0.5689261520167244,3.0
21_03_18,Alex DeBrincat,W,CHI,TBL,1.2309796546418184,1.2309796546418184,9.97093520259873,1.723371516498546,0.9318515985638565,0.0,0.0,0.0,0.0,20.193333333333346,0.5898266079810874,0.7046348573951594,2.4,6.0,13.5,7100,20.2999999999997,34.58128078817785,11.7,1.6478873239436618,0.3252304549599382,3.6
21_03_18,Alex Killorn,W,TBL,CHI,0.9104704097116844,1.2139605462822458,6.676783004552352,0.7587253414264037,0.6813353566009105,0.0,0.0,0.0,0.0,18.561666666666667,0.8104423103796914,0.7790989514754015,3.6,6.0,9.5,4800,17.3833333333334,52.46404602109279,15.2,3.1666666666666665,0.6747695450400617,2.4
21_03_18,Alex Wennberg,C,FLA,NSH,0.7597916533161075,0.7657107301359398,4.772691354393175,1.982113434903429,0.43033761851402363,0.0,0.0,0.0,0.0,16.956268791799484,0.5583847705179323,0.7094577047767597,3.8,6.5,6.7,4100,17.249999999999673,11.130434782608909,3.2,0.7804878048780488,0.6491144001725667,2.7
21_03_18,Alexander Radulov,W,DAL,DET,0.7310238394996564,0.877228607399588,7.164033627096633,2.1930715184989698,0.7573406977216443,0.0,0.0,0.0,0.0,16.714999999999968,0.6827859680546244,0.6095536184940512,3.1,5.5,12.6,5700,19.7500000000003,9.721518987341623,3.2,0.5614035087719299,0.6131754960593362,2.4
21_03_18,Andre Burakovsky,W,COL,MIN,0.7540530350634643,1.357295463114236,5.429181852456944,1.5081060701269287,0.5353776548950597,0.0,0.0,0.0,0.0,15.533333333333367,0.8885636539517541,0.6507364004903512,3.0,5.5,9.7,5000,13.466666666667,0.0,0.0,0.0,0.581316185501215,2.5
21_03_18,Andrei Svechnikov,W,CAR,CBJ,0.6824385805277525,0.9554140127388535,9.008189262966333,1.091901728844404,1.086442220200182,0.0,0.0,0.0,0.0,17.722222222222225,0.44532221498146674,0.6030138722376179,3.2,5.5,12.7,6000,21.566666666667,17.80525502318365,6.4,1.0666666666666667,0.6443821007008639,2.3
21_03_18,Andrew Copp,W,WPG,EDM,0.416795307193577,1.5282494597097818,6.9465884532262825,2.2229083050324103,0.797468354430377,0.0,0.0,0.0,0.0,18.546666666666713,0.7409326670296683,0.6838967472986909,3.0,6.5,10.2,4000,15.8333333333337,0.0,0.0,0.0,0.4310738479832755,3.5
21_03_18,Anthony Angello,W,PIT,NJD,0.8090601599475745,0.24636324910477167,6.5136412366228145,2.741703926589921,0.3658372995314437,0.0,0.0,0.0,0.0,8.273506303515338,0.0,0.5800379273925588,3.1,5.5,3.7,3000,8.19999999999997,11.707317073170774,1.6,0.5333333333333333,0.6131754960593362,2.4
21_03_18,Anthony Beauvillier,W,NYI,PHI,0.28311902795800287,0.5662380559160057,8.493570838740085,0.99091659785301,0.8054736345405179,0.0,0.0,0.0,0.0,16.59611111111117,0.6201672159717575,0.6949304332709346,3.0,5.5,9.1,4200,15.63333333333303,6.140724946695215,1.6,0.380952380952381,0.581316185501215,2.5
21_03_18,Anthony Cirelli,W,TBL,CHI,0.7194532155561846,1.2950157880011324,5.0361725088932925,2.7339222191135018,0.5395899116671384,0.0,0.0,0.0,0.0,18.081666666666518,0.7781818548034887,0.6791664037724676,3.6,6.0,9.3,5700,19.41666666666633,9.888412017167552,3.2,0.5614035087719299,0.6747695450400617,2.4
21_03_18,Anthony Duclair,W,FLA,NSH,0.44276812069531063,1.7710724827812425,9.59330928173173,1.3283043620859318,0.8176451295506737,0.0,0.0,0.0,0.0,15.25666666666665,1.095673441813645,0.0,3.8,6.5,6.4,4200,9.7666666666667,39.31740614334458,6.4,1.523809523809524,0.6491144001725667,2.7
21_03_18,Anthony Mantha,W,DET,DAL,0.7948774563921361,0.9273570324574922,6.226540075071733,1.5897549127842723,0.5709869728416844,0.0,0.0,0.0,0.0,17.922222222222285,0.6282928806169334,0.6227640335406295,2.4,5.5,11.1,4700,18.24999999999967,31.56164383561701,9.6,2.0425531914893615,0.38682450394066387,3.1
21_03_18,Barclay Goodrow,W,TBL,CHI,0.8305264614958656,0.8305264614958656,5.149264061274368,2.6576846767867703,0.686014857195585,0.0,0.0,0.0,0.0,14.797222222222285,0.713776399076647,0.0,3.6,6.0,1.4,3600,14.0833333333333,13.633136094674589,3.2,0.888888888888889,0.6747695450400617,2.4
21_03_18,Blake Coleman,W,TBL,CHI,0.7975188303057139,1.1165263624279995,8.613203367301711,1.435533894550285,0.9091714665485139,0.0,0.0,0.0,0.0,15.271111111111132,0.6021980944001826,0.0,3.6,6.0,1.7,3900,13.7999999999997,6.9565217391305865,1.6,0.4102564102564103,0.6747695450400617,2.4
21_03_18,Blake Comeau,W,DAL,DET,0.151892325218345,0.60756930087338,5.3162313826420755,1.21513860174676,0.5209906754989234,0.0,0.0,0.0,0.0,15.332222222222242,0.5815454264711039,0.0,3.1,5.5,4.5,3300,10.433333333333,9.20127795527186,1.6,0.4848484848484849,0.6131754960593362,2.4
21_03_18,Blake Wheeler,W,WPG,EDM,0.7579745236340637,1.1369617854510954,7.832403410885325,1.2632908727234393,0.6341720181071666,0.0,0.0,0.0,0.0,18.99555555555562,0.7797185261719407,0.7711973161112998,3.0,6.5,13.7,6200,22.316666666667,4.301717699775888,1.6,0.25806451612903225,0.4310738479832755,3.5
21_03_18,Boone Jenner,C,CBJ,CAR,0.7089126068291919,0.9924776495608687,7.08912606829192,4.537040683706828,0.6210074435823724,0.0,0.0,0.0,0.0,17.32833333333332,0.6425096509657942,0.5538239347188535,2.3,5.5,5.8,4500,15.683333333333673,6.121147715196468,1.6,0.35555555555555557,0.3556178992991362,3.2
21_03_18,Brad Marchand,W,BOS,BUF,1.299795402575529,1.5886388253700907,7.798772415453174,1.155373691178248,0.7524371163798339,0.0,0.0,0.0,0.0,18.81944444444435,0.7691849838481235,0.7553961514992308,3.4,5.5,13.7,7500,19.633333333333,35.75551782682573,11.7,1.56,0.7041853561261067,2.1
21_03_18,Brandon Hagel,W,CHI,TBL,0.5022984738997086,0.9940239780411501,7.613265678215532,1.9927601666710446,0.6633183410496939,0.0,0.0,0.0,0.0,13.208117016848899,0.7338897792078424,0.0,2.4,6.0,6.2,3800,13.11666666666667,7.318932655654382,1.6,0.4210526315789474,0.3252304549599382,3.6
21_03_18,Brandon Saad,W,COL,MIN,1.5447328899377804,1.2357863119502244,6.951298004720012,1.0813130229564463,0.7136665951512545,0.0,0.0,0.0,0.0,14.873333333333342,0.7994191838236567,0.5913067537382862,3.0,5.5,7.8,5400,14.266666666667,6.728971962616666,1.6,0.2962962962962963,0.581316185501215,2.5
21_03_18,Brandon Tanev,W,PIT,NJD,1.002087682672232,1.1691022964509372,6.1795407098120965,4.008350730688928,0.7515657620041739,0.0,0.0,0.0,0.0,14.565555555555587,0.5832612752013805,0.0,3.1,5.5,6.7,4100,16.666666666667,40.3199999999992,11.2,2.7317073170731705,0.6131754960593362,2.4
21_03_18,Brayden Point,C,TBL,CHI,1.0748675076509706,1.209225946107342,8.195864745838652,1.4779428230200844,0.8276479808912475,0.0,0.0,0.0,0.0,18.529999999999948,0.6341528201914342,0.730328076711956,3.6,6.0,14.0,7500,17.7833333333333,21.59325210871607,6.4,0.8533333333333333,0.6747695450400617,2.4
21_03_18,Brock McGinn,W,CAR,CBJ,1.1002444987774993,0.7858889276982138,6.129933636046068,1.257422284317142,0.6585749214111034,0.0,0.0,0.0,0.0,15.136111111111193,0.681904265967576,0.0,3.2,5.5,4.8,3600,11.366666666667,8.445747800586263,1.6,0.4444444444444445,0.6443821007008639,2.3
