date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_04,Adam Gaudette,C,VAN,TOR,1.2644149154129818,1.0536790961774847,7.165017854006896,2.7395656500614605,0.7965813967101785,10.85500000000002,0.6371092093427693,0.7832323443455798,2.8,6.5,3200,6.2166666666667,0.0,0.0,0.0
21_02_04,Adam Lowry,C,WPG,CGY,0.6747575090201983,1.0121362635302975,7.591021976477228,1.8555831498055448,0.7152429595614103,15.359999999999951,0.5334207480777233,0.7569300661727209,2.9,7.6,4200,15.783333333333,54.74128827877623,14.4,3.428571428571429
21_02_04,Aleksander Barkov,C,FLA,NSH,0.8871052909494161,1.013834618227904,8.490864927658697,1.7742105818988323,0.7413665645791548,20.376666666666623,0.6883133505481116,0.726021040909129,3.0,9.9,7100,21.6166666666667,71.61141094834223,25.8,3.6338028169014085
21_02_04,Aleksi Heponiemi,C,FLA,NSH,0.6795628605205254,0.6174971899623808,5.232584502065555,1.372863902607125,0.5103125138838004,10.612584640950825,0.5160778284962106,0.0,3.0,2.2,3000,9.95,0.0,0.0,0.0
21_02_04,Alex DeBrincat,W,CHI,CAR,0.8997375765401752,1.0496938392968709,11.096763443995494,1.1996501020535668,1.084183779730911,17.013888888888907,0.7546664894785674,0.6048112824715628,2.6,12.0,6100,21.383333333333,103.25798908807644,36.8,6.032786885245901
21_02_04,Alex Ovechkin,W,WSH,NYR,2.638375095972642,0.5025476373281225,11.558595658546816,2.2614643679765507,1.142039505828158,20.718333333333323,0.6017072574186756,0.5520797742080895,3.0,17.6,8400,27.283333333333,54.53879047037331,24.8,2.9523809523809526
21_02_04,Alex Wennberg,C,FLA,NSH,0.3970363544973863,0.8345040838449568,5.300128559757602,1.6323135125973953,0.505534530374984,12.31341991267379,0.726021040909129,0.7001256812603486,3.0,6.0,3700,17.1833333333337,16.76042677012574,4.800000000000001,1.2972972972972974
21_02_04,Alexander Kerfoot,C,TOR,VAN,0.32518856420216036,1.3007542568086414,5.203017027234566,1.9511313852129626,0.5820875299218672,14.337222222222168,0.7016344764600946,0.7620951566806308,3.7,5.6,4500,17.7166666666663,5.418626528692493,1.6,0.35555555555555557
21_02_04,Alexander Radulov,W,DAL,CBJ,0.5966191581040773,0.8949287371561162,5.817036791514754,2.0881670533642707,0.708485250248592,16.52333333333333,0.7472766807581468,0.8257944978170992,2.6,12.5,6400,20.3833333333333,90.95666394112853,30.9,4.828125
21_02_04,Alexandre Texier,C,CBJ,DAL,1.088458880442296,1.3994471319972377,6.686247408431247,1.5549412577747084,0.5100207325501044,14.189999999999975,0.7545389511729517,0.8134205776507519,2.4,9.1,4500,17.0000000000003,33.882352941175874,9.6,2.1333333333333333
21_02_04,Andrei Svechnikov,W,CAR,CHI,1.2555219716345039,1.534526854219949,9.06765868402697,1.2555219716345039,1.1481050918391076,17.078888888888894,0.8428505958418657,0.9083335958332812,3.4,14.0,7000,17.083333333333698,87.10243902438839,24.8,3.542857142857143
21_02_04,Andrew Cogliano,W,DAL,CBJ,0.5320721253325431,0.7094295004433907,6.0301507537688215,1.7735737511084766,0.49305350280815663,12.860555555555596,0.4974732055654121,0.0,2.6,5.4,3100,12.699999999999669,15.118110236220868,3.2,1.032258064516129
21_02_04,Andrew Copp,W,WPG,CGY,0.8052490307187589,1.4762898896510577,8.723531166119887,1.342081717864598,0.9005368326871452,18.68,0.9538698604338071,0.6951654417974759,2.9,11.0,4300,21.3499999999997,4.496487119438003,1.6,0.372093023255814
21_02_04,Andrew Mangiapane,W,CGY,WPG,1.5877470831161538,1.0103845074375526,7.79439477166112,2.020769014875105,0.962752094944068,15.581111111111113,0.8731238973965882,0.6589466890312566,3.1,9.2,3800,13.9666666666663,65.2983293556103,15.2,4.0
21_02_04,Andrew Shaw,W,CHI,CAR,0.0,0.9159839193934121,6.595084219632568,1.8319678387868241,0.42684850643732997,14.38277777777781,0.7540469576759968,0.8239230402360898,2.6,8.2,3900,13.5666666666667,76.51105651105632,17.3,4.435897435897436
21_02_04,Anthony Duclair,W,FLA,NSH,0.1493590009542375,1.642949010496612,8.513463054391536,1.9416670124050874,0.6676347342654415,16.021666666666732,0.7251792657049683,0.6460922799635295,3.0,10.4,4800,14.516666666667003,26.45235361653211,6.4,1.3333333333333335
21_02_04,Antoine Roussel,W,VAN,TOR,0.4037232252999882,0.8074464505999764,5.652125154199835,2.018616126499941,0.6419199282269814,11.682777777777797,0.7144399435843678,0.0,2.8,4.4,3000,10.0166666666667,9.58402662229614,1.6,0.5333333333333333
21_02_04,Artemi Panarin,W,NYR,WSH,0.8072524585962783,2.3064355959893663,6.80398500816863,1.0378960181952148,0.6261972643111129,21.550555555555537,1.194572252982925,0.7719215789049733,3.0,15.8,7800,20.3500000000003,94.34889434889296,32.0,4.102564102564102
21_02_04,Artturi Lehkonen,W,MTL,OTT,0.33883947479881515,0.6776789495976303,8.132147395171563,2.2024565861922984,0.5794155019059739,14.454999999999963,0.4927438778109172,0.0,4.1,5.3,3400,13.38333333333366,14.346201743461666,3.2,0.9411764705882353
21_02_04,Austin Watson,W,OTT,MTL,0.8199054831179221,0.8199054831179221,5.944314752604935,4.099527415589611,0.47144565279280515,11.030555555555509,0.5811618151773225,0.0,2.4,7.1,3300,11.0833333333333,8.661654135338374,1.6,0.4848484848484849
21_02_04,Auston Matthews,C,TOR,VAN,1.502145922746781,0.9656652360515021,10.407725321888412,3.5407725321888415,0.9763948497854078,22.055000000000007,0.9113653751234043,0.6306593833927839,3.7,20.3,8700,17.766666666667028,118.87429643526964,35.2,4.045977011494253
21_02_04,Barrett Hayton,W,ARI,STL,0.40397828094531846,0.6029457362383407,6.357404557032429,1.017662113576193,0.605941374915535,11.240944047427247,0.5883633239574027,0.7569174920558224,2.4,5.8,3500,10.4833333333333,18.314785373608967,3.2,0.9142857142857144
21_02_04,Blake Comeau,W,DAL,CBJ,0.3082851637764938,0.9248554913294816,4.624277456647407,1.6955684007707157,0.39460500963391215,15.01055555555553,0.5466974521525343,0.0,2.6,4.0,3200,17.733333333333,10.827067669173136,3.2,1.0
21_02_04,Blake Wheeler,W,WPG,CGY,1.0039740640033443,1.505961096005017,6.776824932022576,2.5099351600083613,0.589834762601965,19.23166666666669,0.8333984009235895,0.8579437942048628,2.9,13.4,6500,16.2666666666667,11.803278688524564,3.2,0.4923076923076923
21_02_04,Bo Horvat,C,VAN,TOR,0.3935286401399213,1.1805859204197637,6.427634455618714,2.7547004809794484,0.5417577612592915,19.025555555555563,0.7090421818575277,0.7308041484240183,2.8,12.3,6500,19.4666666666663,41.91780821917887,13.6,2.0923076923076924
21_02_04,Boone Jenner,C,CBJ,DAL,0.7908032510800311,0.7908032510800311,8.962436845573686,4.876620048326858,0.7631251372922301,18.021666666666686,0.5623211352166311,0.6937868227537559,2.4,7.0,4300,18.55,10.350404312668465,3.2,0.744186046511628
21_02_04,Brady Tkachuk,W,OTT,MTL,1.1635005566129224,1.1635005566129224,11.764283405752881,2.0684454339785288,1.3806873271806677,18.824999999999985,0.6217064657005806,0.5803838592804917,2.4,11.2,6400,16.583333333333,11.577889447236414,3.2,0.5
21_02_04,Brandon Hagel,W,CHI,CAR,0.34532042488799675,0.6349835303459377,5.885955940587207,2.081571602397813,0.6010464717776028,11.174378936238675,0.6669479750058604,0.0,2.6,4.3,3000,11.85,32.40506329113924,6.4,2.1333333333333333
21_02_04,Brandon Sutter,C,VAN,TOR,0.6835659356308724,0.3417829678154362,6.835659356308724,2.0506978068926176,0.632298490458557,14.825000000000035,0.7192506624685799,0.0,2.8,4.5,3500,11.1833333333333,8.584202682563365,1.6,0.4571428571428572
21_02_04,Brayden Schenn,C,STL,ARI,1.29245350757522,1.4216988583327421,5.81604078408849,1.550944209090264,0.5092266819846366,18.281666666666585,0.8198219115036716,0.5241473974799056,3.1,11.8,6100,20.99999999999969,50.28571428571502,17.6,2.885245901639345
21_02_04,Brendan Gallagher,W,MTL,OTT,1.4163191439137592,0.8497914863482556,14.871351011094475,0.9914234007396318,1.3355889527106752,16.08944444444447,0.702304665063449,0.6419645054720958,4.1,13.7,7200,15.3666666666663,78.09110629067432,20.0,2.7777777777777777
21_02_04,Brendan Lemieux,W,NYR,WSH,0.2101330842867163,0.6303992528601489,7.564791034321785,3.3621293485874606,0.7501751109035771,10.87666666666661,0.6038642602016261,0.0,3.0,4.6,3400,9.4,20.42553191489361,3.2,0.9411764705882353
21_02_04,Brett Connolly,W,FLA,NSH,0.4953446773379823,0.4953446773379823,6.109251020501782,0.9906893546759646,0.42104297573728494,12.997777777777745,0.6030492736039577,0.0,3.0,2.3,3500,13.416666666667,7.155279503105413,1.6,0.4571428571428572
