date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_11,Adam Erne,W,DET,NSH,0.0,0.550627103089629,4.037932089323946,1.651881309268887,0.33771795656163917,11.595000000000017,0.601800330970974,0.0,2.4,2.9,3000,11.200000000000331,0.0,0.0,0.0
21_02_11,Adam Gaudette,C,VAN,CGY,1.258594569397504,0.8390630462650026,8.180864701083776,2.726954900361259,0.906188089966203,10.968333333333351,0.6149825611078638,0.0,3.1,7.3,3200,12.6333333333333,7.598944591029044,1.6,0.5
21_02_11,Adam Henrique,C,ANA,VGK,1.332730039899635,0.7404055777220194,5.923244621776155,3.257784541976885,0.6249023075973844,16.924444444444433,0.49125515296256494,0.7959879454548018,2.4,9.4,4400,16.7,11.497005988023952,3.2,0.7272727272727273
21_02_11,Adam Lowry,C,WPG,OTT,0.6753587843541912,0.844198480442739,7.428946627896104,1.688396960885478,0.6247068755276269,15.269444444444385,0.5204744465742881,0.0,3.8,6.3,4200,17.1833333333333,16.760426770126124,4.800000000000001,1.142857142857143
21_02_11,Adrian Kempe,W,LAK,SJS,0.6262503261720453,0.939375489258068,9.39375489258068,1.5656258154301133,0.773419152822476,17.128333333333313,0.47517028511997905,0.718781646537995,2.9,9.5,4500,17.2000000000003,57.55813953488271,16.5,3.6666666666666665
21_02_11,Aleksander Barkov,C,FLA,TBL,0.8607439286812215,0.8607439286812215,8.730402705195246,1.5985244389794113,0.7058100215186017,20.39666666666659,0.7380435625196843,0.6683979837585222,2.4,14.0,7400,19.26666666666667,36.435986159169545,11.7,1.581081081081081
21_02_11,Alex Chiasson,W,EDM,MTL,0.3988477730999348,0.5982716596499021,4.187901617549316,0.5982716596499021,0.4068247285619335,13.098888888888858,0.4841186663799353,0.0,3.0,3.5,3500,13.7666666666667,6.973365617433398,1.6,0.4571428571428572
21_02_11,Alex DeBrincat,W,CHI,CBJ,1.163542340012929,0.872656755009697,11.926308985132524,1.163542340012929,1.0951842275371697,17.578333333333326,0.7225220853062573,0.6043540512057741,2.8,14.4,6600,20.1999999999997,103.6633663366352,34.9,5.287878787878787
21_02_11,Alex Galchenyuk,W,OTT,WPG,0.6149991458345221,0.819998861112696,6.969990319457916,1.8449974375035663,0.5370992540288159,11.421111111111072,0.6614523531611443,0.7045523109082573,2.7,4.5,3000,8.8333333333334,10.867924528301806,1.6,0.5333333333333333
21_02_11,Alex Iafallo,W,LAK,SJS,0.38655642650058897,1.6750778481692188,7.086867819177464,2.4481907011703963,0.5476216042091677,20.166666666666732,0.8043616677024088,0.7940474960757644,2.9,11.9,4600,18.28333333333337,67.2743846855058,20.5,4.456521739130435
21_02_11,Alex Killorn,W,TBL,FLA,1.067389554830786,1.067389554830786,6.251853106866032,0.6099368884747347,0.6297598373501636,17.79388888888887,0.5401382867528781,0.8412447656252784,3.1,8.6,5500,17.583333333333,5.459715639810529,1.6,0.2909090909090909
21_02_11,Alex Tuch,W,VGK,ANA,0.7670018748934726,0.7670018748934726,8.437020623828198,2.301005624680418,0.7332537923981596,15.529999999999983,0.5745123849398001,0.8215189631358588,3.6,10.7,4600,15.90000000000037,12.075471698112926,3.2,0.6956521739130436
21_02_11,Alex Wennberg,C,FLA,TBL,0.785690458246983,0.8947188872555076,5.3545458413494735,1.5756677225554072,0.49466275398405885,12.894588594994321,0.6683979837585222,0.775852181738038,2.4,5.3,3700,17.0333333333336,81.72211350293415,23.200000000000003,6.270270270270271
21_02_11,Alexander Volkov,W,TBL,FLA,0.2413086808841941,0.7271300356436751,4.3976001468056864,2.1300898260818655,0.38423538838921556,10.339355487272902,0.4685012471832407,0.0,3.1,4.8,3000,11.966666666667,16.044568245124903,3.2,1.0666666666666667
21_02_11,Alexandre Texier,C,CBJ,CHI,1.0699273977837245,1.528467711119606,6.878104700038228,1.528467711119606,0.5227359572029053,14.504444444444404,0.5433606435453748,0.0,2.7,8.7,4500,11.3,16.991150442477878,3.2,0.7111111111111111
21_02_11,Anders Lee,W,NYI,PIT,0.5059910748796542,1.2649776871991356,10.878808109912567,3.0359464492779256,1.2029937805263782,18.91944444444436,0.5912775118558267,0.7311470780150409,2.7,12.4,7100,20.2666666666663,23.68421052631622,8.0,1.1267605633802817
21_02_11,Andrei Svechnikov,W,CAR,DAL,1.1215826777786448,1.8225718513902982,9.673650595840813,1.1215826777786448,1.197289508528703,17.03666666666665,0.802379648896341,0.7741909286257181,2.9,13.3,6700,15.8833333333337,54.39664218258007,14.4,2.1492537313432836
21_02_11,Andrew Cogliano,W,DAL,CAR,0.5291523762861328,0.7055365017148436,6.526212640862303,2.116609505144531,0.4638902498775096,12.971666666666696,0.4877124029542171,0.0,2.6,5.3,3100,12.3833333333333,15.504710632570704,3.2,1.032258064516129
21_02_11,Andrew Copp,W,WPG,OTT,0.6675319859076576,1.6020767661783786,8.277396625254955,1.3350639718153152,0.8477656221027251,18.827222222222215,0.9506471072139495,0.6599290696803713,3.8,12.2,4000,18.39999999999997,5.217391304347835,1.6,0.4
