date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary
21_03_05,Timo Meier,W,SJS,VGK,0.7136343813186383,1.2845418863735492,12.702691987471763,1.1418150101098214,0.9990881338460937,16.159999999999982,0.6386218088968152,0.6088659493274045,2.5,10.9,5600
21_03_05,Tom Wilson,W,WSH,BOS,0.976933514246949,1.3956193060670696,5.442915293661572,2.2329908897073114,0.5080054274084134,17.68999999999998,0.6467498071494779,0.5800397642738093,2.8,10.0,4900
21_03_05,Tomas Nosek,W,VGK,SJS,0.5560990680191528,0.5560990680191528,6.673188816229834,2.9658616961021482,0.7637093867463032,12.19333333333336,0.5058437480108432,0.0,3.5,2.1,3100
21_03_05,Trent Frederic,C,BOS,WSH,0.5159573091282915,0.367648143622266,5.533652446352064,1.3556059505543907,0.5015721981643446,10.935517713578928,0.6833038872395765,0.0,3.2,3.4,3000
21_03_05,Trevor Moore,W,LAK,STL,0.35585429743488234,1.2454900410220884,6.761231651262764,1.4234171897395294,0.7401769386645553,12.724444444444483,0.5683189929727617,0.0,2.6,3.0,3000
21_03_05,Trevor Zegras,W,ANA,COL,0.4196544549176074,0.7149114617532366,5.149845406978824,1.4170098934568895,0.43925769519650476,11.495915679396354,0.6967935301842716,0.7500557937846916,2.2,5.1,3300
21_03_05,Troy Terry,W,ANA,COL,0.49106533897148785,0.9821306779429757,6.5475378529531705,0.654753785295317,0.5663620242804492,14.039444444444518,0.6843574232437134,0.0,2.2,3.7,3200
21_03_05,Tyler Johnson,W,TBL,CHI,0.4985228951255536,0.8308714918759225,5.816100443131458,1.8279172821270295,0.4852289512555388,14.082777777777784,0.7377625083371738,0.5756676718946979,3.5,8.3,4300
21_03_05,Tyler Pitlick,W,ARI,MIN,0.643517897841532,0.8043973723019149,5.469902131653021,4.021986861509575,0.49229119184877196,15.920555555555586,0.6880009826696634,0.5464382851396439,2.6,8.2,3600
21_03_05,Tyson Jost,W,COL,ANA,0.5222437137330747,0.5222437137330747,7.137330754352019,1.218568665377174,0.6963249516440994,14.750555555555572,0.7475103037271873,0.0,3.3,4.5,3200
21_03_05,Valeri Nichushkin,W,COL,ANA,0.33251743407379936,0.4987761511106991,6.317831247402188,1.9951046044427965,0.7165750704290377,13.751666666666706,0.4477264064772104,0.0,3.3,4.1,3400
21_03_05,Victor Rask,C,MIN,ARI,1.1207970112079662,0.9339975093399718,4.6699875466998595,0.7471980074719774,0.40535491905354776,11.725000000000033,0.640997055644604,0.5337173228850858,2.9,7.4,4600
21_03_05,William Carrier,W,VGK,SJS,0.1987742256087464,0.5963226768262392,6.360775219479885,0.9938711280437319,0.5983104190823266,10.114444444444425,0.5885432318428314,0.0,3.5,2.0,3000
21_03_05,William Karlsson,C,VGK,SJS,1.535359801488828,1.3957816377171162,6.8393300248138695,2.0936724565756744,0.8318858560794014,18.40111111111116,0.8663988476312452,0.8275992317541642,3.5,12.0,5800
21_03_05,Yanni Gourde,C,TBL,CHI,1.0918544194107478,0.935875216637784,5.3032928942807755,0.7798960138648199,0.7299826689774715,15.965555555555529,0.6153856494762074,0.49408309932072036,3.5,10.7,4200
21_03_05,Zach Sanford,W,STL,LAK,0.9321192767444781,0.46605963837223907,7.612307426746571,2.796357830233434,0.7596772105467494,15.50500000000013,0.6840049730997946,0.7189166414176198,2.9,9.1,4400
21_03_05,Adam Boqvist,D,CHI,TBL,0.30025020850708994,1.2010008340283598,3.6030025020850798,3.6030025020850798,0.1741451209341122,15.902777777777752,0.16553868074220396,0.8979722352598327,2.6,7.8,3700
21_03_05,Alec Martinez,D,VGK,SJS,0.31140970560249115,0.9342291168074733,3.8407197024307234,9.03088146247224,0.2096825351056773,22.31555555555557,0.18662853056846762,0.0,3.5,12.8,3800
21_03_05,Alex Goligoski,D,ARI,MIN,0.0,0.32264810444238545,3.441579780718778,4.301974725898472,0.17530547008036276,22.212777777777823,0.2923814848600777,0.0,2.6,8.8,3500
21_03_05,Alex Pietrangelo,D,VGK,SJS,0.39910202045397924,0.8979795460214532,7.3833873783986155,4.589673235220761,0.32726365677226293,24.77666666666663,0.35568529486063855,0.8286708878354735,3.5,13.9,6500
21_03_05,Ben Hutton,D,ANA,COL,0.2382685816400813,0.8339400357402845,5.48017737772187,2.620954398040894,0.23588589582368044,18.671111111111166,0.12699812589571152,0.0,2.2,4.9,3500
21_03_05,Brandon Carlo,D,BOS,WSH,0.2471933257802034,0.37078998867030516,5.191059841384272,3.3371098980327463,0.1359563291791119,19.360000000000028,0.21171800338160826,0.0,3.2,7.4,3600
21_03_05,Brenden Dillon,D,WSH,BOS,0.11644832605531273,0.8151382823871891,3.2605531295487564,3.2605531295487564,0.11994177583697213,19.519444444444478,0.3198205968604451,0.0,2.8,6.8,4100
21_03_05,Brent Burns,D,SJS,VGK,0.2778778366695821,0.5557556733391642,5.928060515617751,3.9829156589306765,0.29269798795862645,27.307222222222265,0.14971812328640544,0.8812470929250327,2.5,12.6,6300
21_03_05,Cal Foote,D,TBL,CHI,0.09996778993430425,0.3803229336179469,3.710778069735188,3.9718755667994685,0.17083652576511957,13.126119872511275,0.22808870116156282,0.0,3.5,4.2,3500
21_03_05,Calvin de Haan,D,CHI,TBL,0.11657653573394643,0.6994592144036785,5.595673715229428,5.945403322431267,0.16553868074220396,20.015000000000004,0.1741451209341122,0.0,2.6,8.1,3600
21_03_05,Cam Fowler,D,ANA,COL,0.22239382239382174,1.0007722007721978,4.781467181467168,2.335135135135128,0.22239382239382174,21.91166666666671,0.15734284436619356,0.5448292278962784,2.2,8.9,4800
21_03_05,Carson Soucy,D,MIN,ARI,0.2817562808170934,0.9861469828598269,3.5219535102136676,4.6489786334820415,0.1591922986616578,15.989444444444437,0.21862623062125205,0.0,2.9,4.8,3700
21_03_05,Charlie McAvoy,D,BOS,WSH,0.4095213718965938,1.2285641156897815,4.914256462759126,4.299974404914235,0.3122600460711527,23.44388888888899,0.10428867363833645,0.677552136354738,3.2,11.8,5500
21_03_05,Connor Murphy,D,CHI,TBL,0.3107734806629824,0.5179558011049705,5.179558011049706,5.2831491712707,0.16263812154696078,22.392777777777837,0.16883340804855357,0.0,2.6,10.1,3600
21_03_05,Conor Timmins,D,COL,ANA,0.054223285876400865,0.20629003770584248,3.9677383675398175,2.451295461205024,0.13943905926585243,13.41419649271878,0.14249440609723826,0.0,3.3,2.5,3500
21_03_05,Dan Renouf,D,COL,ANA,0.11242188292993684,0.42770396691639684,3.4390619197086685,3.0571951369125117,0.14249440609723826,13.600354187355167,0.13943905926585243,0.0,3.3,3.4,3500
21_03_05,Devon Toews,D,COL,ANA,0.3222533866443867,0.8593423643850311,4.726383004117671,3.86704063973264,0.1847586083427817,22.45500000000005,0.23338561478845435,0.502870567561469,3.3,12.4,4600
21_03_05,Dmitry Orlov,D,WSH,BOS,0.2111808529360002,0.3167712794040003,3.8012553528480035,3.167712794040004,0.1773919164662402,20.306666666666683,0.2138423546686237,0.0,2.8,6.1,3500
21_03_05,Drew Doughty,D,LAK,STL,0.19276076247590562,0.6746626686656697,3.08417219961449,2.891411437138584,0.25540801028057497,26.390555555555473,0.09680110022908697,0.7559674072564424,2.6,11.5,6000
21_03_05,Duncan Keith,D,CHI,TBL,0.0,0.6310622881851136,4.8381442094192035,4.522613065326647,0.1251606871567142,24.373888888888846,0.15688058628135762,0.6319696205403466,2.6,9.2,4600
21_03_05,Dylan Coghlan,D,VGK,SJS,0.0833478912847302,0.46593927316338546,3.4499536405681757,2.8691513735814786,0.1535622831103281,13.800551000124205,0.22965423524082645,0.0,3.5,3.2,3500
21_03_05,Erik Karlsson,D,SJS,VGK,0.10593220338983016,0.6355932203389809,5.190677966101678,3.707627118644056,0.22881355932203312,24.38500000000005,0.08820533052090766,0.7389400108336343,2.5,9.8,4500
21_03_05,Ian Cole,D,MIN,ARI,0.13579268982686463,0.5431707593074585,4.4811587642865325,5.431707593074585,0.21862623062125205,16.942777777777746,0.1591922986616578,0.0,2.9,6.2,3600
21_03_05,Ian Mitchell,D,CHI,TBL,0.29571140433873955,0.37765463793645926,2.92393375747236,3.8906546633245394,0.15688058628135762,15.156897986837008,0.1251606871567142,0.0,2.6,4.3,3500
21_03_05,Ilya Lyubushkin,D,ARI,MIN,0.0,0.2750085940185631,2.0625644551392233,5.36266758336198,0.10725335166723961,14.69111111111111,0.24534883720930276,0.0,2.6,5.3,3500
21_03_05,Jacob Larsson,D,ANA,COL,0.0,0.529158857898798,3.0426634329180886,3.836401719766285,0.12699812589571152,16.80166666666668,0.23588589582368044,0.0,2.2,3.4,3500
21_03_05,Jacob MacDonald,D,COL,ANA,0.23450060011214516,0.3487159610470603,5.198460143129849,2.8873464614593973,0.23338561478845435,14.094811169074944,0.1847586083427817,0.0,3.3,6.3,3600
21_03_05,Jakob Chychrun,D,ARI,MIN,0.5296766030073872,0.8474825648118195,6.144248594885692,4.025542182856142,0.2923814848600777,22.912222222222162,0.17530547008036276,0.8488912780701761,2.6,12.0,4500
21_03_05,Jakub Zboril,D,BOS,WSH,0.05005848851765652,0.5582776789162534,3.073411336241707,2.658154550151794,0.10428867363833645,16.251081885890414,0.3122600460711527,0.677552136354738,3.2,4.9,3500
21_03_05,Jan Rutta,D,TBL,CHI,0.0,0.8623442989460216,5.17406579367613,2.4433088470137276,0.17246885978920432,15.52666666666671,0.2512110726643594,0.0,3.5,6.6,3500
21_03_05,Jani Hakanpaa,D,ANA,COL,0.13161962169893726,0.15504655039279414,3.184812565543676,4.635631903508933,0.15734284436619356,18.102993504337302,0.22239382239382174,0.0,2.2,6.5,3500
21_03_05,Jared Spurgeon,D,MIN,ARI,0.5992609115424294,0.4794087292339435,5.153643839264893,4.913939474647921,0.3799314179179002,21.99611111111116,0.18522306020708107,0.49092985494123975,2.9,10.0,4300
21_03_05,Jarred Tinordi,D,BOS,WSH,0.13296398891966746,0.3988919667590025,3.19113573407202,3.855955678670357,0.09706371191135728,17.02055555555557,0.0,0.0,3.2,4.1,3500
21_03_05,John Carlson,D,WSH,BOS,0.20700362256339488,1.345523546662067,5.485595997929964,3.5190615835777135,0.3198205968604451,24.324444444444445,0.11994177583697213,0.7282059903654854,2.8,12.4,6500
21_03_05,Jonas Brodin,D,MIN,ARI,0.21402455337237464,1.1771350435480603,5.243601557623178,4.922564727564616,0.14767694182693852,22.574444444444286,0.23069064792743724,0.0,2.9,9.0,4100
21_03_05,Jordan Oesterle,D,ARI,MIN,0.1234991423670667,0.864493996569467,3.3344768439108012,4.569468267581469,0.1766037735849054,19.30111111111114,0.1171112556929085,0.5283892540426866,2.6,9.0,3700
21_03_05,Josh Mahura,D,ANA,COL,0.3285326481355616,0.7624220818631905,3.608701728823596,3.1402310918847425,0.14826022722442544,15.098013489991263,0.18832013240335715,0.0,2.2,7.4,3600
21_03_05,Justin Faulk,D,STL,LAK,0.5042581801882559,0.40340654415060473,7.059614522635583,3.0255490811295354,0.28440161362617633,23.500000000000018,0.32122780405103957,0.7325034977939963,2.9,10.3,4300
21_03_05,Justin Schultz,D,WSH,BOS,0.3604084629246467,0.3604084629246467,4.685310018020407,3.844356937862898,0.2138423546686237,18.99000000000005,0.1773919164662402,0.5560283186520106,2.8,7.9,4200
21_03_05,Kevin Shattenkirk,D,ANA,COL,0.0,0.5319777751507262,4.149426646175665,3.2982622059345035,0.18832013240335715,21.621111111111134,0.14826022722442544,0.672356269137645,2.2,9.0,3700
21_03_05,Luke Schenn,D,TBL,CHI,0.0,0.6108597285067883,6.515837104072409,4.47963800904978,0.20361990950226277,10.733888888888877,0.19487589579552822,0.0,3.5,3.4,3600
21_03_05,Marc-Edouard Vlasic,D,SJS,VGK,0.0,0.5828071879553199,3.2637202525497924,4.07965031568724,0.10257406508013632,19.937777777777722,0.2006930842247998,0.0,2.5,3.7,3600
21_03_05,Marco Scandella,D,STL,LAK,0.23798505982679993,0.35697758974019983,4.283731076882399,2.9748132478349993,0.14398096119521397,19.267777777777773,0.18528610354223474,0.0,2.9,5.8,4000
21_03_05,Mario Ferraro,D,SJS,VGK,0.1109023135454855,0.7763161948183985,4.103385601182964,4.325190228273935,0.14971812328640544,21.551666666666645,0.29269798795862645,0.0,2.5,6.7,3700
21_03_05,Matt Dumba,D,MIN,ARI,0.5572237872643411,0.5572237872643411,5.349348357737674,3.5662322384917826,0.23069064792743724,22.219999999999995,0.14767694182693852,0.49092985494123975,2.9,9.8,4800
21_03_05,Matt Grzelcyk,D,BOS,WSH,0.13232375211350514,0.793942512681031,5.557597588767217,3.440417554951134,0.21171800338160826,17.487777777777694,0.1359563291791119,0.7860907150567801,3.2,8.6,3800
21_03_05,Matt Roy,D,LAK,STL,0.0,0.5911524187986473,5.438602252947556,3.5469145127918837,0.15015271437485642,19.329999999999988,0.11915516940653308,0.6804884936362446,2.6,8.3,3500
21_03_05,Mikey Anderson,D,LAK,STL,0.1302060879554338,0.516742173347478,2.861785372028804,3.774847555311248,0.09680110022908697,19.362790017425844,0.25540801028057497,0.0,2.6,8.4,3700
21_03_05,Mikhail Sergachev,D,TBL,CHI,0.115196313717961,1.1519631371796102,4.49265623500048,3.45588941153883,0.22808870116156282,21.83500000000001,0.17083652576511957,0.5530579917349081,3.5,9.4,4800
21_03_05,Nick Jensen,D,WSH,BOS,0.0,1.3282172373081473,3.586186540731998,4.250295159386071,0.11157024793388438,17.85666666666666,0.13621621621621602,0.0,2.8,6.3,3900
21_03_05,Nicolas Hague,D,VGK,SJS,0.2717801600483153,1.3589008002415761,5.299713120942148,3.3972520006039413,0.22965423524082645,15.975000000000062,0.1535622831103281,0.0,3.5,6.3,3600
21_03_05,Nikita Zadorov,D,CHI,TBL,0.12414221180040699,0.6207110590020349,3.7242663540122103,3.8484085658126177,0.16883340804855357,17.927777777777763,0.16263812154696078,0.0,2.6,7.2,3500
21_03_05,Niklas Hjalmarsson,D,ARI,MIN,0.0,0.26024723487313006,2.732595966167865,5.204944697462602,0.1171112556929085,18.64666666666664,0.1766037735849054,0.0,2.6,4.3,3500
21_03_05,Niko Mikkola,D,STL,LAK,0.05005848851765652,0.36029351014664024,4.923673389297987,3.7345486861218657,0.18385665013920352,13.81048328704287,0.21460242388412773,0.0,2.9,4.8,3500
21_03_05,Nikolai Knyzhov,D,SJS,VGK,0.02921895369994745,0.4180718194453803,2.9403615773960152,3.6083867610623086,0.08820533052090766,13.614572928765002,0.22881355932203312,0.0,2.5,4.8,3500
21_03_05,Oliver Ekman-Larsson,D,ARI,MIN,0.11627906976744208,1.279069767441863,4.4186046511627985,2.4418604651162834,0.24534883720930276,21.169444444444416,0.10725335166723961,0.5283892540426866,2.6,8.5,4900
21_03_05,Olli Maatta,D,LAK,STL,0.0,0.3636975921872368,4.606836167704999,4.48560363697592,0.21215692877588813,18.63777777777779,0.29301533219761505,0.0,2.6,4.2,3600
21_03_05,Radim Simek,D,SJS,VGK,0.2712068705740538,0.4068103058610807,3.118879011601619,5.424137411481076,0.2006930842247998,16.52833333333337,0.10257406508013632,0.0,2.5,5.2,3500
21_03_05,Robert Bortuzzo,D,STL,LAK,0.3547147502216987,0.3547147502216987,5.320721253325481,4.079219627549536,0.21460242388412773,13.439444444444375,0.18385665013920352,0.0,2.9,3.8,3500
21_03_05,Ryan Graves,D,COL,ANA,0.1207567422514423,0.4830269690057692,6.762377566080768,4.588756205554806,0.4552529182879374,20.058333333333337,0.209881632412697,0.0,3.3,11.3,4200
21_03_05,Ryan McDonagh,D,TBL,CHI,0.11072494079291374,0.5536247039645688,3.5431981053732398,5.536247039645688,0.19487589579552822,21.50277777777775,0.20361990950226277,0.0,3.5,10.4,4200
21_03_05,Ryan Suter,D,MIN,ARI,0.11504537901060936,1.6106353061485312,4.026588265371328,3.911542886360718,0.18522306020708107,22.641111111111165,0.3799314179179002,0.8578667944294652,2.9,9.6,3900
21_03_05,Samuel Girard,D,COL,ANA,0.5300041222542853,0.7420057711559995,4.240032978034282,2.54401978682057,0.209881632412697,21.991666666666607,0.4552529182879374,0.7967965664466865,3.3,12.7,5300
21_03_05,Sean Walker,D,LAK,STL,0.1362862010221465,0.272572402044293,4.9063032367972745,3.8160136286201025,0.29301533219761505,17.318333333333335,0.21215692877588813,0.0,2.6,4.1,3600
21_03_05,Shea Theodore,D,VGK,SJS,0.7073287113705878,0.8083756701378146,8.184803660145375,3.031408763016805,0.35568529486063855,22.680000000000053,0.32726365677226293,0.6271651622736756,3.5,13.5,5900
21_03_05,Tobias Bjornfot,D,LAK,STL,0.07503174589980292,0.41819580505842435,2.6974770957300325,3.3718009721352096,0.11915516940653308,15.018524363807098,0.15015271437485642,0.0,2.6,3.2,3600
21_03_05,Torey Krug,D,STL,LAK,0.10707593468367983,1.1778352815204782,6.6387079503881505,2.9981261711430354,0.32122780405103957,21.933888888888898,0.28440161362617633,0.5311432254631773,2.9,11.5,5300
21_03_05,Victor Hedman,D,TBL,CHI,0.5190311418685111,0.9342560553633201,5.397923875432516,3.6332179930795783,0.2512110726643594,25.013333333333367,0.17246885978920432,0.7831982093030943,3.5,14.8,6800
21_03_05,Vince Dunn,D,STL,LAK,0.36330608537693077,0.6055101422948846,4.480775052982145,3.027550711474423,0.18528610354223474,18.17444444444442,0.14398096119521397,0.7325034977939963,2.9,8.7,3800
21_03_05,Zach Whitecloud,D,VGK,SJS,0.25741866285305864,0.6435466571326468,2.8316052913836454,2.9603146228101753,0.18662853056846762,17.163333333333224,0.2096825351056773,0.0,3.5,5.9,3500
21_03_05,Zdeno Chara,D,WSH,BOS,0.2432432432432429,0.6081081081081072,4.621621621621615,3.770270270270265,0.13621621621621602,19.543888888888908,0.11157024793388438,0.0,2.8,3.6,3600
