date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_22,Adrian Kempe,W,LAK,STL,0.623376623376625,0.7792207792207813,8.415584415584439,1.7142857142857189,0.8135064935064956,17.2494444444444,0.5859018581956827,0.7841698107443795,2.5,8.4,4600,15.4166666666663,31.13513513513588,8.0,1.7391304347826089
21_02_22,Aleksander Barkov,C,FLA,DAL,1.1020033332199624,0.9795585184177443,8.571137036155262,1.8366722220332705,0.7848712628822176,20.589999999999954,0.7967067552352696,0.6947420918017551,2.8,13.9,7000,20.750000000000032,62.45783132530111,21.6,3.085714285714286
21_02_22,Alex Iafallo,W,LAK,STL,0.38804254096004404,1.810865191146872,6.338028169014053,2.198907732106916,0.5755964357573986,20.19444444444451,0.88845649823787,0.8634731633274119,2.5,12.5,4900,18.93333333333329,15.211267605633832,4.800000000000001,0.9795918367346941
21_02_22,Alex Killorn,W,TBL,CAR,1.0668021336042675,1.0668021336042675,7.162814325628651,0.6096012192024385,0.6812293624587249,17.97777777777777,0.5195976839986871,0.8660857280606571,3.1,9.4,5100,13.966666666667,72.17183770882883,16.8,3.294117647058824
21_02_22,Alex Tuch,W,VGK,COL,0.9244992295839779,0.7704160246533148,8.3204930662558,2.1571648690292813,0.6964560862865967,15.669444444444405,0.4902458034974484,0.781067841615604,2.6,8.7,4300,18.8000000000003,88.40425531914754,27.7,6.441860465116279
21_02_22,Alex Wennberg,C,FLA,DAL,0.81071690021643,0.8815598638474367,4.690754579517062,1.5356016588505714,0.4150642350189173,14.487415613587,0.6947420918017551,0.8404134668538624,2.8,7.2,4400,18.38333333333337,5.222121486854023,1.6,0.36363636363636365
21_02_22,Alexander Kerfoot,W,TOR,CGY,0.8523534425608517,1.3637655080973627,5.11412065536511,2.8980017047068958,0.6375603750355171,14.167777777777735,0.7937542274223338,0.0,3.7,5.2,4600,17.1166666666666,0.0,0.0,0.0
21_02_22,Alexander Volkov,W,TBL,CAR,0.780791377476402,0.6320269082844887,5.546846464700276,2.535011371773069,0.6283951612162251,10.238455190264938,0.46250237878810885,0.0,3.1,4.1,3000,9.7,19.79381443298969,3.2,1.0666666666666667
21_02_22,Anders Lee,W,NYI,BUF,0.8793049303883633,0.8793049303883633,10.3004291845494,2.386684811054129,1.0438605673610426,18.931111111111043,0.7596793801658502,0.7596793801658502,3.1,12.6,7300,18.2000000000003,60.65934065933965,18.4,2.5205479452054793
21_02_22,Andre Burakovsky,W,COL,VGK,1.0604721626057287,1.969448301982068,4.847872743340475,2.2724403484408473,0.5317510415351583,15.209444444444483,0.716963066269033,0.5709862529083256,2.9,9.2,4700,14.56666666666667,13.18077803203661,3.2,0.6808510638297872
21_02_22,Andrei Svechnikov,W,CAR,TBL,0.8387046672361582,1.2580570008542373,8.526830783567608,0.8387046672361582,1.0777354973984632,17.044999999999998,0.7484471762968004,0.8538406583151876,2.9,13.0,6600,18.66666666666637,20.5714285714289,6.4,0.9696969696969698
21_02_22,Andrew Cogliano,W,DAL,FLA,0.5285308799060375,0.8808847998433957,6.518547518841129,2.2903004795928292,0.46686894391699973,13.041666666666694,0.49617243721728654,0.0,2.7,4.6,3000,14.39999999999997,20.00000000000005,4.800000000000001,1.6000000000000003
21_02_22,Andrew Mangiapane,W,CGY,TOR,1.7062959159491287,0.8531479579745643,7.251757642783796,1.990678568607317,0.976854411880876,16.980555555555544,0.9142528337150972,0.7269771290992653,2.9,11.1,4700,19.416666666666305,4.944206008583785,1.6,0.3404255319148936
21_02_22,Anthony Beauvillier,W,NYI,BUF,0.7177033492822988,0.7177033492822988,6.60287081339715,1.7224880382775176,0.7076555023923468,16.221111111111068,0.6169721450934333,0.6737615071570358,3.1,8.0,4500,17.166666666667002,11.184466019417258,3.2,0.7111111111111111
21_02_22,Anthony Duclair,W,FLA,DAL,0.4337349397590357,1.5903614457831308,9.686746987951798,1.301204819277107,0.8212048192771075,15.860555555555573,0.7785399770378245,0.7050332721011322,2.8,8.9,4500,15.2333333333337,25.20787746170617,6.4,1.4222222222222223
21_02_22,Anze Kopitar,C,LAK,STL,0.6006206413293765,2.0421101805198805,6.006206413293766,3.1232273349127593,0.8264540024692221,21.922777777777682,0.7630277148819582,0.7798539744234706,2.5,13.4,7200,20.883333333333297,18.38786911412613,6.4,0.888888888888889
21_02_22,Austin Poganski,W,STL,LAK,0.42702244503915027,0.5631491118528651,4.207545700661994,1.7888361320671011,0.40177994445004467,10.16786542637741,0.5705885055359057,0.0,3.0,4.2,3000,7.9,0.0,0.0,0.0
21_02_22,Austin Wagner,W,LAK,STL,0.7574562095628862,0.5680921571721648,8.900110462363914,1.704276471516494,0.6267950134132885,10.678333333333311,0.630084676023082,0.0,2.5,3.0,3500,9.9333333333333,28.993288590604127,4.800000000000001,1.3714285714285717
21_02_22,Auston Matthews,C,TOR,CGY,1.6683143845773591,1.2234305486900634,10.12110726643598,3.2254078101828947,1.0376915472071175,21.78666666666669,0.9138755980861242,0.7379162348332127,3.7,21.6,9200,24.2,15.867768595041325,6.4,0.6956521739130436
