date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,TOI,FP/60,FP,value
21_02_01,Adam Gaudette,C,VAN,MTL,1.242736321270351,1.242736321270351,7.456417927622107,2.278349922328977,0.8181347448363145,11.229444444444463,0.6615963577768496,0.7283140994309966,2.7,6.1,3200,11.3333333333333,88.9411764705885,16.8,5.25
21_02_01,Adam Lowry,C,WPG,CGY,0.6707657909446636,0.8384572386808294,7.043040804918966,1.3415315818893272,0.6707657909446637,15.367777777777741,0.4962483513126609,0.7695974267730636,2.9,7.7,4200,15.2666666666667,25.152838427947543,6.4,1.523809523809524
21_02_01,Alex Killorn,W,TBL,NSH,1.080432172869146,1.080432172869146,6.173898130680832,0.6173898130680834,0.6590636254501788,17.591111111111125,0.5565945064315674,0.8636195938623797,3.1,9.4,5300,23.7166666666666,29.59943780744913,11.7,2.2075471698113205
21_02_01,Alex Ovechkin,W,WSH,BOS,2.553734837199404,0.5107469674398808,11.619493509257286,2.1706746116194933,1.145350074483933,20.495000000000015,0.6273186454445294,0.563728540093055,2.5,15.3,8000,23.0499999999997,20.82429501084626,8.0,1.0
21_02_01,Anders Bjork,W,BOS,WSH,0.5348123204912348,1.0696246409824697,3.0306031494503305,1.426166187976626,0.3084084381499454,12.606111111111122,0.6628913385333908,0.0,3.0,3.2,3000,10.433333333333302,0.0,0.0,0.0
21_02_01,Andrew Copp,W,WPG,CGY,0.8137125635712916,1.3561876059521525,8.815219438688992,1.2205688453569374,0.897796195140325,18.456111111111145,0.9103475156428242,0.6939206253745098,2.9,10.7,4700,22.6166666666663,8.489314664701686,3.2,0.6808510638297872
21_02_01,Andrew Mangiapane,W,CGY,WPG,1.420118343195265,0.9940828402366856,8.236686390532537,1.8461538461538447,0.9969230769230762,15.670555555555568,0.8762348228648815,0.6545205308282703,3.1,9.8,3500,17.499999999999698,52.11428571428661,15.2,4.3428571428571425
21_02_01,Anthony Cirelli,C,TBL,NSH,1.0060281847578771,1.5809014331909494,6.036169108547262,2.7306479300570947,0.6395464888817933,17.924999999999958,0.5663530747157601,0.5748308927595783,3.1,11.5,5200,19.883333333333,33.79715004191171,11.2,2.1538461538461537
21_02_01,Artemi Panarin,W,NYR,PIT,0.8048032703117026,1.9545222278998495,6.783341849770065,1.034747061829332,0.6277465508431281,21.552222222222195,0.8974209120032297,0.7310520741572457,3.3,18.4,7800,19.616666666666703,96.9583687340695,31.700000000000003,4.064102564102564
21_02_01,Artturi Lehkonen,W,MTL,VAN,0.3350083752093812,0.6700167504187624,7.70519262981577,2.1775544388609784,0.5946398659966518,14.618888888888852,0.49713939006124247,0.0,3.3,4.7,3900,13.65000000000033,117.80219780219494,26.8,6.871794871794872
21_02_01,Barclay Goodrow,W,TBL,NSH,0.1556891406824371,1.2455131254594969,5.604809064567736,2.802404532283868,0.6647926307140065,16.44222222222224,0.9524737363922384,0.0,3.1,5.4,3500,16.1166666666663,35.73940020682604,9.6,2.742857142857143
21_02_01,Blake Coleman,W,TBL,NSH,1.0347376201034695,0.29563932002956267,10.938654841093824,2.3651145602365014,1.1973392461197292,16.691666666666713,0.686200428689377,0.0,3.1,5.8,4500,15.816666666667,18.20864067439372,4.800000000000001,1.0666666666666667
21_02_01,Blake Wheeler,W,WPG,CGY,0.9936173883042919,1.490426082456438,7.07952389166808,2.235639123684657,0.5837502156287717,19.545000000000055,0.8449164236758833,0.845485484251333,2.9,14.1,6300,19.783333333333,80.673967986522,26.6,4.222222222222222
21_02_01,Bo Horvat,C,VAN,MTL,0.262639527248851,1.1818778726198294,6.303348653972424,2.8890347997373604,0.5528562048588312,18.93555555555556,0.7650477552655295,0.7548649029235155,2.7,11.4,6500,17.883333333333,16.104380242311578,4.800000000000001,0.7384615384615385
21_02_01,Brad Marchand,W,BOS,WSH,1.2266280505984044,1.6866135695728057,7.973082328889628,1.2266280505984044,0.7835086673197306,18.353333333333367,0.9987601109653301,0.9305761946074559,3.0,14.9,8200,21.616666666667,68.83577486507218,24.8,3.024390243902439
21_02_01,Brandon Sutter,C,VAN,MTL,0.6717044500419783,0.6717044500419783,6.884970612930277,1.8471872376154401,0.6683459277917684,14.999444444444503,0.7364907662991226,0.0,2.7,5.4,3600,14.1499999999997,20.3533568904598,4.800000000000001,1.3333333333333335
21_02_01,Brandon Tanev,W,PIT,NYR,0.6825291496824324,0.5118968622618244,5.801497772300675,1.8769551616266893,0.5084842165134121,14.258888888888919,0.6204627545614994,0.0,3.3,4.2,3900,10.13333333333327,37.8947368421055,6.4,1.6410256410256412
21_02_01,Brayden Point,C,TBL,NSH,1.1745939675174022,2.3491879350348044,6.78654292343388,2.2186774941995377,0.8143851508120658,18.54444444444444,0.8882368153875368,0.811845752075084,3.1,16.1,7600,16.9499999999997,53.80530973451422,15.2,2.0
21_02_01,Brendan Gallagher,W,MTL,VAN,1.2839819291432173,0.855987952762145,14.266465879369083,0.855987952762145,1.283981929143217,16.08611111111114,0.6954927814117391,0.6250389951755221,3.3,11.7,7200,15.4666666666663,77.58620689655356,20.0,2.7777777777777777
