"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"6","Jordan Binnington","STL","1","60","27","26","1","0.963","1.00","2.24","1.77","6","6","0","1.000","0.00","1.44","8","7","1","0.875","1.00","0.12","13","13","0","1.000","0.00","0.43","1","3","35.26","38.00"
"8","Andrei Vasilevskiy","T.B","1","59.616666666667","23","22","1","0.957","1.01","1.76","1.55","2","2","0","1.000","0.00","0.48","13","13","0","1.000","0.00","1.82","8","7","1","0.875","1.01","-0.73","0","0","31.70","5.00"
"10","Carter Hart","PHI","1","59.75","34","31","3","0.912","3.01","1.08","1.86","7","5","2","0.714","2.01","-0.32","7","6","1","0.857","1.00","-0.02","18","18","0","1.000","0.00","0.60","1","3","38.12","16.67"
"2","Braden Holtby","VAN","1","59.766666666667","31","28","3","0.903","3.01","0.72","3.06","11","10","1","0.909","1.00","1.65","10","9","1","0.900","1.00","0.40","10","9","1","0.900","1.00","-0.67","0","3","28.03","28.00"
"4","Philipp Grubauer","COL","1","60","32","28","4","0.875","4.00","-0.16","2.96","8","6","2","0.750","2.00","-0.08","11","9","2","0.818","2.00","-0.46","12","12","0","1.000","0.00","0.40","0","5","31.97","15.25"
"5","Frederik Andersen","TOR","1","63.4","32","28","4","0.875","3.79","-0.16","2.83","7","5","2","0.714","1.89","-0.32","10","8","2","0.800","1.89","-0.60","13","13","0","1.000","0.00","0.43","4","2","37.06","14.50"
"3","Mikko Koskinen","EDM","1","58.216666666667","35","30","5","0.857","5.15","-0.80","2.93","10","8","2","0.800","2.06","0.41","10","7","3","0.700","3.09","-1.60","14","14","0","1.000","0.00","0.47","1","5","32.23","19.60"
"1","Carey Price","MTL","1","63.4","34","29","5","0.853","4.73","-0.92","3.79","9","7","2","0.778","1.89","0.16","16","14","2","0.875","1.89","0.24","9","8","1","0.889","0.95","-0.70","2","4","27.32","25.80"
"7","Malcolm Subban","CHI","1","59.616666666667","33","28","5","0.848","5.03","-1.04","2.72","10","7","3","0.700","3.02","-0.59","12","11","1","0.917","1.01","0.68","11","10","1","0.909","1.01","-0.63","1","4","30.79","18.40"
"9","Tristan Jarry","PIT","1","59.85","27","21","6","0.778","6.02","-2.76","2.22","9","4","5","0.444","5.01","-2.84","3","2","1","0.667","1.00","-0.58","12","12","0","1.000","0.00","0.40","0","4","37.59","12.83"
