"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"2","Pekka Rinne","NSH","1","22.883333333333","12","12","0","1.000","0.00","1.37","0.53","0","0","0","-","0.00","0.00","5","5","0","1.000","0.00","0.47","7","7","0","1.000","0.00","0.33","1","0","34.25","-"
"11","Connor Hellebuyck","WPG","1","60","24","23","1","0.958","1.00","1.74","2.53","6","5","1","0.833","1.00","0.53","8","8","0","1.000","0.00","0.76","9","9","0","1.000","0.00","0.43","0","4","33.33","9.00"
"9","Matt Murray","OTT","1","60","38","36","2","0.947","2.00","2.34","3.08","10","9","1","0.900","1.00","1.56","12","12","0","1.000","0.00","1.14","15","14","1","0.933","1.00","-0.28","0","3","34.79","22.50"
"16","Igor Shesterkin","NYR","1","60","33","31","2","0.939","2.00","1.77","2.26","8","7","1","0.875","1.00","1.05","8","7","1","0.875","1.00","-0.24","17","17","0","1.000","0.00","0.81","2","1","36.82","24.00"
"12","Antti Raanta","ARI","1","60","43","40","3","0.930","3.00","1.91","3.49","6","6","0","1.000","0.00","1.53","15","14","1","0.933","1.00","0.42","20","18","2","0.900","2.00","-1.04","1","8","40.28","34.00"
"15","Vitek Vanecek","WSH","1","58.833333333333","30","27","3","0.900","3.06","0.43","2.37","11","8","3","0.727","3.06","-0.19","5","5","0","1.000","0.00","0.47","14","14","0","1.000","0.00","0.67","0","1","29.30","13.67"
"8","Jordan Binnington","STL","1","55.683333333333","29","26","3","0.897","3.23","0.31","3.08","15","12","3","0.800","3.23","0.84","5","5","0","1.000","0.00","0.47","9","9","0","1.000","0.00","0.43","1","6","26.38","13.33"
"10","Joonas Korpisalo","CBJ","1","60","28","25","3","0.893","3.00","0.20","2.99","7","4","3","0.571","3.00","-1.21","14","14","0","1.000","0.00","1.33","7","7","0","1.000","0.00","0.33","4","4","25.29","12.00"
"5","Jacob Markstrom","CGY","1","58.816666666667","26","23","3","0.885","3.06","-0.03","1.68","5","2","3","0.400","3.06","-1.72","8","8","0","1.000","0.00","0.76","12","12","0","1.000","0.00","0.57","1","3","36.88","10.33"
"17","Kevin Lankinen","CHI","1","60","34","30","4","0.882","4.00","-0.12","3.05","11","8","3","0.727","3.00","-0.19","7","6","1","0.857","1.00","-0.34","13","13","0","1.000","0.00","0.62","2","4","35.18","20.00"
"3","Carey Price","MTL","1","59.033333333333","22","19","3","0.864","3.05","-0.49","1.12","1","1","0","1.000","0.00","0.26","6","3","3","0.500","3.05","-2.43","8","8","0","1.000","0.00","0.38","2","2","60.45","29.67"
"6","Sergei Bobrovsky","FLA","1","64","41","35","6","0.854","5.63","-1.32","3.64","10","6","4","0.600","3.75","-1.44","5","5","0","1.000","0.00","0.47","25","24","1","0.960","0.94","0.20","2","9","41.34","32.17"
"4","James Reimer","CAR","1","58.666666666667","34","29","5","0.853","5.11","-1.12","3","12","8","4","0.667","4.09","-0.93","9","9","0","1.000","0.00","0.85","11","10","1","0.909","1.02","-0.47","2","4","32.50","16.00"
"7","Frederik Andersen","TOR","1","60","19","16","3","0.842","3.00","-0.83","1.16","4","3","1","0.750","1.00","0.02","4","2","2","0.500","2.00","-1.62","9","9","0","1.000","0.00","0.43","1","0","39.21","16.33"
"1","Anton Khudobin","DAL","1","58.566666666667","25","21","4","0.840","4.10","-1.14","1.18","3","1","2","0.333","2.05","-1.23","7","7","0","1.000","0.00","0.66","13","11","2","0.846","2.05","-1.38","1","1","43.08","25.00"
"14","Thatcher Demko","VAN","1","59.433333333333","37","30","7","0.811","7.07","-2.77","3.73","15","13","2","0.867","2.02","1.84","12","9","3","0.750","3.03","-1.86","10","8","2","0.800","2.02","-1.52","2","2","21.22","18.86"
"13","Juuse Saros","NSH","1","39.233333333333","24","19","5","0.792","7.65","-2.26","2","5","3","2","0.600","3.06","-0.72","7","5","2","0.714","3.06","-1.34","10","9","1","0.900","1.53","-0.52","3","0","34.42","20.00"
