"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"2","Mike Smith","EDM","1","65","23","23","0","1.000","0.00","1.52","2.63","6","6","0","1.000","0.00","0.77","8","8","0","1.000","0.00","0.69","9","9","0","1.000","0.00","0.19","1","4","30.22","-"
"10","Connor Hellebuyck","WPG","1","65","28","28","0","1.000","0.00","1.86","1.87","4","4","0","1.000","0.00","0.52","7","7","0","1.000","0.00","0.60","15","15","0","1.000","0.00","0.32","1","3","46.32","-"
"7","Cam Talbot","CGY","1","60","30","29","1","0.967","1.00","0.99","2.88","10","9","1","0.900","1.00","0.29","7","7","0","1.000","0.00","0.60","13","13","0","1.000","0.00","0.28","1","0","31.00","15.00"
"5","Jacob Markstrom","VAN","1","60","40","38","2","0.950","2.00","0.65","3.09","12","11","1","0.917","1.00","0.55","13","12","1","0.923","1.00","0.12","14","14","0","1.000","0.00","0.30","0","4","31.45","16.00"
"6","Braden Holtby","WSH","1","60","44","41","3","0.932","3.00","-0.08","3.55","16","13","3","0.813","3.00","-0.94","12","12","0","1.000","0.00","1.04","13","13","0","1.000","0.00","0.28","1","10","31.25","16.33"
"9","John Gibson","ANA","1","58.9","29","27","2","0.931","2.04","-0.08","2.11","6","6","0","1.000","0.00","0.77","5","4","1","0.800","1.02","-0.57","17","16","1","0.941","1.02","-0.64","2","3","38.66","38.50"
"1","Henrik Lundqvist","NYR","1","58.2","43","40","3","0.930","3.09","-0.15","4.19","10","10","0","1.000","0.00","1.29","10","7","3","0.700","3.09","-2.14","22","22","0","1.000","0.00","0.47","2","9","35.05","24.67"
"4","Devan Dubnyk","MIN","1","60","33","30","3","0.909","3.00","-0.81","2.88","8","6","2","0.750","2.00","-0.97","6","6","0","1.000","0.00","0.52","17","16","1","0.941","1.00","-0.64","1","7","40.55","15.67"
"8","Keith Kinkaid","MTL","1","58.4","33","29","4","0.879","4.11","-1.81","3.06","11","10","1","0.909","1.03","0.42","9","7","2","0.778","2.05","-1.22","10","9","1","0.900","1.03","-0.79","0","7","33.58","24.00"
"3","Corey Crawford","CHI","1","57.966666666667","29","25","4","0.862","4.14","-2.08","1.95","10","6","4","0.600","4.14","-2.71","4","4","0","1.000","0.00","0.35","11","11","0","1.000","0.00","0.23","2","3","39.97","16.25"
