"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"1","Brian Elliott","PHI","1","59.966666666667","40","40","0","1.000","0.00","4.02","3.05","8","8","0","1.000","0.00","1.60","10","10","0","1.000","0.00","1.35","19","19","0","1.000","0.00","0.74","2","5","38.58","-"
"12","Igor Shesterkin","NYR","1","17.733333333333","8","8","0","1.000","0.00","0.80","0.41","1","1","0","1.000","0.00","0.20","2","2","0","1.000","0.00","0.27","5","5","0","1.000","0.00","0.19","0","1","42.00","-"
"3","Carter Hutton","BUF","1","39.883333333333","20","19","1","0.950","1.50","1.01","1.25","5","4","1","0.800","1.50","0.00","5","5","0","1.000","0.00","0.68","7","7","0","1.000","0.00","0.27","0","1","43.05","9.00"
"13","Mackenzie Blackwood","N.J","1","60","50","47","3","0.940","3.00","2.02","4.13","15","13","2","0.867","2.00","1.00","8","8","0","1.000","0.00","1.08","27","26","1","0.963","1.00","0.05","0","7","32.48","10.67"
"6","Laurent Brossoit","WPG","1","61.25","41","38","3","0.927","2.94","1.12","3.41","13","11","2","0.846","1.96","0.60","9","9","0","1.000","0.00","1.22","19","18","1","0.947","0.98","-0.26","0","5","29.90","24.00"
"5","Philipp Grubauer","COL","1","59.983333333333","25","23","2","0.920","2.00","0.51","2.09","3","3","0","1.000","0.00","0.60","6","4","2","0.667","2.00","-1.19","13","13","0","1.000","0.00","0.50","1","3","41.56","29.50"
"2","Jonathan Bernier","DET","1","60.25","24","22","2","0.917","1.99","0.41","1.66","4","4","0","1.000","0.00","0.80","5","4","1","0.800","1.00","-0.32","14","13","1","0.929","1.00","-0.46","0","1","37.13","44.00"
"4","Sergei Bobrovsky","FLA","1","62.833333333333","36","32","4","0.889","3.82","-0.38","2.37","8","8","0","1.000","0.00","1.60","12","9","3","0.750","2.86","-1.38","16","15","1","0.938","0.95","-0.38","2","5","33.78","31.75"
"10","Jonas Johansson","BUF","1","19.033333333333","9","8","1","0.889","3.15","-0.10","0.68","1","1","0","1.000","0.00","0.20","3","2","1","0.667","3.15","-0.59","5","5","0","1.000","0.00","0.19","0","2","38.56","27.00"
"11","Elvis Merzlikins","CBJ","1","59.766666666667","27","24","3","0.889","3.01","-0.29","1.44","3","1","2","0.333","2.01","-1.40","4","4","0","1.000","0.00","0.54","13","12","1","0.923","1.00","-0.50","2","2","56.30","15.67"
"8","Cal Petersen","L.A","1","58.083333333333","24","21","3","0.875","3.10","-0.59","2.63","11","10","1","0.909","1.03","1.20","2","2","0","1.000","0.00","0.27","11","9","2","0.818","2.07","-1.57","0","3","25.29","28.00"
"7","Matt Murray","OTT","1","62.333333333333","28","24","4","0.857","3.85","-1.19","2.11","8","5","3","0.625","2.89","-1.40","6","5","1","0.833","0.96","-0.19","13","13","0","1.000","0.00","0.50","1","3","38.71","14.50"
"14","Casey DeSmith","PIT","1","61.183333333333","26","22","4","0.846","3.92","-1.39","1.9","10","8","2","0.800","1.96","0.00","4","2","2","0.500","1.96","-1.46","11","11","0","1.000","0.00","0.43","3","3","32.62","22.75"
"9","Vitek Vanecek","WSH","1","61.183333333333","30","25","5","0.833","4.90","-1.99","3.14","11","7","4","0.636","3.92","-1.80","5","5","0","1.000","0.00","0.68","13","12","1","0.923","0.98","-0.50","0","7","36.73","20.00"
"16","Kevin Lankinen","CHI","1","62.666666666667","30","25","5","0.833","4.79","-1.99","3.16","9","6","3","0.667","2.87","-1.20","10","8","2","0.800","1.91","-0.65","10","10","0","1.000","0.00","0.39","1","4","33.40","15.80"
"15","Alexandar Georgiev","NYR","1","40","20","16","4","0.800","6.00","-1.99","1.58","5","2","3","0.400","4.50","-2.00","5","4","1","0.800","1.50","-0.32","10","10","0","1.000","0.00","0.39","1","2","36.75","11.25"
