"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"13","Elvis Merzlikins","CBJ","1","35.066666666667","19","19","0","1.000","0.00","1.99","1.33","5","5","0","1.000","0.00","0.96","3","3","0","1.000","0.00","0.45","9","9","0","1.000","0.00","0.29","1","1","38.95","-"
"10","Jordan Binnington","STL","1","60","36","35","1","0.972","1.00","2.77","2.87","12","11","1","0.917","1.00","1.31","9","9","0","1.000","0.00","1.34","13","13","0","1.000","0.00","0.42","1","6","32.81","8.00"
"5","Carey Price","MTL","1","59.833333333333","33","32","1","0.970","1.00","2.45","2.57","10","10","0","1.000","0.00","1.93","5","4","1","0.800","1.00","-0.26","15","15","0","1.000","0.00","0.48","2","4","41.00","19.00"
"1","Mike Smith","EDM","1","60","24","23","1","0.958","1.00","1.51","1.76","8","8","0","1.000","0.00","1.54","3","2","1","0.667","1.00","-0.55","10","10","0","1.000","0.00","0.32","1","1","39.88","37.00"
"3","Devan Dubnyk","MIN","1","58.333333333333","26","24","2","0.923","2.06","0.72","2.23","5","4","1","0.800","1.03","-0.04","11","10","1","0.909","1.03","0.63","9","9","0","1.000","0.00","0.29","0","4","31.58","17.50"
"8","Sergei Bobrovsky","FLA","1","59.8","30","27","3","0.900","3.01","0.14","3.06","11","9","2","0.818","2.01","0.12","8","8","0","1.000","0.00","1.19","10","9","1","0.900","1.00","-0.68","1","8","34.40","24.67"
"6","Jonathan Quick","L.A","1","60","49","44","5","0.898","5.00","0.13","3.05","8","7","1","0.875","1.00","0.54","13","10","3","0.769","3.00","-1.07","23","22","1","0.957","1.00","-0.26","2","4","44.18","22.00"
"9","Philipp Grubauer","COL","1","60.483333333333","38","34","4","0.895","3.97","-0.03","3.12","10","8","2","0.800","1.98","-0.07","11","10","1","0.909","0.99","0.63","15","14","1","0.933","0.99","-0.52","3","7","32.84","24.75"
"12","Antti Raanta","ARI","1","60","36","32","4","0.889","4.00","-0.23","2.78","6","3","3","0.500","3.00","-1.84","9","9","0","1.000","0.00","1.34","18","17","1","0.944","1.00","-0.42","4","9","44.78","18.00"
"7","Jacob Markstrom","VAN","1","59.516666666667","24","21","3","0.875","3.02","-0.49","1.72","7","6","1","0.857","1.01","0.35","8","6","2","0.750","2.02","-0.81","7","7","0","1.000","0.00","0.23","0","2","36.71","13.33"
"2","Curtis McElhinney","T.B","1","61.266666666667","42","36","6","0.857","5.88","-1.61","4.17","17","12","5","0.706","4.90","-1.72","7","7","0","1.000","0.00","1.04","16","15","1","0.938","0.98","-0.48","3","6","34.48","20.83"
"4","Cory Schneider","N.J","1","59.65","23","16","7","0.696","7.04","-4.59","1.82","7","4","3","0.571","3.02","-1.65","8","4","4","0.500","4.02","-2.81","7","7","0","1.000","0.00","0.23","1","3","34.13","23.57"
"11","Joonas Korpisalo","CBJ","1","24.933333333333","12","8","4","0.667","9.63","-2.74","1.98","3","1","2","0.333","4.81","-1.42","6","4","2","0.667","4.81","-1.11","3","3","0","1.000","0.00","0.10","0","5","27.33","15.00"
