"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"15","Pavel Francouz","COL","1","60","26","26","0","1.000","0.00","2.16","1.67","4","4","0","1.000","0.00","0.51","4","4","0","1.000","0.00","0.43","13","13","0","1.000","0.00","0.45","1","2","58.77","-"
"1","Corey Crawford","CHI","1","63.6","43","42","1","0.977","0.94","2.57","4.59","22","22","0","1.000","0.00","2.81","6","5","1","0.833","0.94","-0.36","14","14","0","1.000","0.00","0.49","3","5","24.93","23.00"
"13","John Gibson","ANA","1","58.75","29","28","1","0.966","1.02","1.40","2.55","8","8","0","1.000","0.00","1.02","11","10","1","0.909","1.02","0.18","10","10","0","1.000","0.00","0.35","4","2","31.90","29.00"
"8","Semyon Varlamov","NYI","1","60","21","20","1","0.952","1.00","0.74","2.32","10","10","0","1.000","0.00","1.28","4","4","0","1.000","0.00","0.43","6","5","1","0.833","1.00","-0.79","0","4","29.10","50.00"
"4","Pekka Rinne","NSH","1","64.033333333333","38","36","2","0.947","1.87","1.15","4.8","18","16","2","0.889","1.87","0.30","12","12","0","1.000","0.00","1.29","7","7","0","1.000","0.00","0.24","3","4","25.24","12.00"
"9","Jake Allen","STL","1","60","19","18","1","0.947","1.00","0.58","1.88","6","6","0","1.000","0.00","0.77","5","5","0","1.000","0.00","0.54","8","7","1","0.875","1.00","-0.72","2","0","31.68","61.00"
"14","Igor Shesterkin","NYR","1","60","29","27","2","0.931","2.00","0.40","2.81","8","7","1","0.875","1.00","0.02","7","6","1","0.857","1.00","-0.25","12","12","0","1.000","0.00","0.42","1","3","38.24","16.00"
"7","Jonathan Bernier","DET","1","57.9","39","36","3","0.923","3.11","0.23","2.61","13","11","2","0.846","2.07","-0.34","11","10","1","0.909","1.04","0.18","15","15","0","1.000","0.00","0.52","1","1","30.44","17.67"
"3","Anton Khudobin","DAL","1","35.25","10","9","1","0.900","1.70","-0.17","1.1","3","3","0","1.000","0.00","0.38","3","3","0","1.000","0.00","0.32","3","2","1","0.667","1.70","-0.90","0","5","37.40","46.00"
"10","Mikko Koskinen","EDM","1","59.116666666667","38","34","4","0.895","4.06","-0.85","2.58","8","7","1","0.875","1.01","0.02","12","10","2","0.833","2.03","-0.71","15","14","1","0.933","1.01","-0.48","0","5","39.29","26.50"
"12","Petr Mrazek","CAR","1","58.416666666667","35","31","4","0.886","4.11","-1.10","3.13","9","7","2","0.778","2.05","-0.85","14","13","1","0.929","1.03","0.50","11","10","1","0.909","1.03","-0.62","4","4","33.31","10.75"
"6","Alex Stalock","MIN","1","60","26","23","3","0.885","3.00","-0.84","1.38","3","3","0","1.000","0.00","0.38","8","5","3","0.625","3.00","-2.14","13","13","0","1.000","0.00","0.45","1","2","43.35","23.67"
"2","Jaroslav Halak","BOS","1","60","21","18","3","0.857","3.00","-1.26","1.87","5","3","2","0.600","2.00","-1.36","8","7","1","0.875","1.00","-0.14","6","6","0","1.000","0.00","0.21","3","3","40.00","17.33"
"11","Cam Talbot","CGY","1","59.183333333333","23","19","4","0.826","4.06","-2.09","1.94","8","4","4","0.500","4.06","-2.98","6","6","0","1.000","0.00","0.64","7","7","0","1.000","0.00","0.24","1","3","35.26","9.50"
"5","Ben Bishop","DAL","1","24.75","13","9","4","0.692","9.70","-2.92","1.7","8","5","3","0.625","7.27","-1.98","1","0","1","0.000","2.42","-0.89","4","4","0","1.000","0.00","0.14","1","4","25.15","17.00"
