"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Matt Murray","OTT","1","34.9","9","9","0","1.000","0.00","0.81","0.72","3","3","0","1.000","0.00","0.69","3","3","0","1.000","0.00","0.27","3","3","0","1.000","0.00","0.05","0","0","27.78","-"
"15","Kevin Lankinen","CHI","1","62.216666666667","35","34","1","0.971","0.96","2.15","2.53","7","6","1","0.857","0.96","0.62","6","6","0","1.000","0.00","0.55","18","18","0","1.000","0.00","0.31","1","3","46.06","9.00"
"8","Andrei Vasilevskiy","T.B","1","60","33","32","1","0.970","1.00","1.97","2.17","8","8","0","1.000","0.00","1.85","10","9","1","0.900","1.00","-0.09","13","13","0","1.000","0.00","0.22","1","2","35.61","27.00"
"7","Sergei Bobrovsky","FLA","1","60","32","31","1","0.969","1.00","1.88","1.96","6","6","0","1.000","0.00","1.39","11","10","1","0.909","1.00","0.00","13","13","0","1.000","0.00","0.22","1","5","43.63","30.00"
"6","Mikko Koskinen","EDM","1","60","42","40","2","0.952","2.00","1.78","3.11","8","6","2","0.750","2.00","-0.15","11","11","0","1.000","0.00","1.00","17","17","0","1.000","0.00","0.29","1","4","45.88","12.50"
"14","Jake Oettinger","DAL","1","62.25","29","27","2","0.931","1.93","0.61","2.16","6","4","2","0.667","1.93","-0.61","11","11","0","1.000","0.00","1.00","11","11","0","1.000","0.00","0.19","1","1","31.07","14.00"
"4","Jacob Markstrom","CGY","1","60","27","25","2","0.926","2.00","0.43","1.01","1","0","1","0.000","1.00","-0.77","8","8","0","1.000","0.00","0.73","18","17","1","0.944","1.00","-0.69","2","1","46.81","37.50"
"11","Cal Petersen","L.A","1","64.816666666667","40","37","3","0.925","2.78","0.60","3.3","12","10","2","0.833","1.85","0.78","9","8","1","0.889","0.93","-0.18","15","15","0","1.000","0.00","0.26","0","7","43.65","10.33"
"3","Thomas Greiss","DET","1","58.183333333333","22","20","2","0.909","2.06","-0.02","1.39","2","1","1","0.500","1.03","-0.54","7","6","1","0.857","1.03","-0.36","13","13","0","1.000","0.00","0.22","0","0","41.00","14.50"
"10","Connor Hellebuyck","WPG","1","58.683333333333","29","26","3","0.897","3.07","-0.39","2.26","9","8","1","0.889","1.02","1.08","9","7","2","0.778","2.04","-1.18","10","10","0","1.000","0.00","0.17","1","3","39.24","24.33"
"5","Martin Jones","S.J","1","63.45","27","24","3","0.889","2.84","-0.57","2.3","8","6","2","0.750","1.89","-0.15","6","5","1","0.833","0.95","-0.45","12","12","0","1.000","0.00","0.21","2","3","32.52","11.67"
"1","Ryan Miller","ANA","1","57.983333333333","31","26","5","0.839","5.17","-2.21","2.91","7","4","3","0.571","3.10","-1.38","12","11","1","0.917","1.03","0.09","8","7","1","0.875","1.03","-0.86","1","5","41.13","19.00"
"2","Marc-Andre Fleury","VGK","1","60","23","19","4","0.826","4.00","-1.93","2.19","4","2","2","0.500","2.00","-1.07","10","8","2","0.800","2.00","-1.09","7","7","0","1.000","0.00","0.12","0","3","33.00","15.75"
"13","Juuse Saros","NSH","1","59.816666666667","30","24","6","0.800","6.02","-3.30","3.22","10","5","5","0.500","5.02","-2.68","7","6","1","0.857","1.00","-0.36","11","11","0","1.000","0.00","0.19","0","6","37.90","11.50"
"12","Marcus Hogberg","OTT","1","23.883333333333","13","10","3","0.769","7.54","-1.83","0.87","4","4","0","1.000","0.00","0.93","1","1","0","1.000","0.00","0.09","5","4","1","0.800","2.51","-0.91","2","0","45.54","86.33"
