"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"24","Mackenzie Blackwood","N.J","1","59.783333333333","46","46","0","1.000","0.00","4.57","3.33","11","11","0","1.000","0.00","2.18","12","12","0","1.000","0.00","1.35","20","20","0","1.000","0.00","0.69","0","9","41.83","-"
"13","Philipp Grubauer","COL","1","60","26","25","1","0.962","1.00","1.58","2.03","5","4","1","0.800","1.00","-0.01","8","8","0","1.000","0.00","0.90","12","12","0","1.000","0.00","0.41","0","5","41.38","11.00"
"22","Juuse Saros","NSH","1","60","39","37","2","0.949","2.00","1.87","2.4","8","7","1","0.875","1.00","0.58","12","12","0","1.000","0.00","1.35","18","17","1","0.944","1.00","-0.38","1","7","37.97","32.50"
"4","Carey Price","MTL","1","60.066666666667","37","35","2","0.946","2.00","1.68","2.38","6","5","1","0.833","1.00","0.19","9","8","1","0.889","1.00","0.01","20","20","0","1.000","0.00","0.69","3","3","45.84","21.00"
"18","Connor Hellebuyck","WPG","1","60","37","35","2","0.946","2.00","1.68","3.5","10","9","1","0.900","1.00","0.98","17","17","0","1.000","0.00","1.92","9","8","1","0.889","1.00","-0.69","0","5","32.73","41.00"
"16","Andrei Vasilevskiy","T.B","1","60","31","29","2","0.935","2.00","1.08","2.13","3","2","1","0.667","1.00","-0.41","17","16","1","0.941","1.00","0.92","10","10","0","1.000","0.00","0.34","0","4","37.55","20.00"
"6","Alex Stalock","MIN","1","59.7","26","24","2","0.923","2.01","0.58","2.52","8","7","1","0.875","1.01","0.58","7","6","1","0.857","1.01","-0.21","9","9","0","1.000","0.00","0.31","0","4","36.85","22.00"
"1","Marc-Andre Fleury","VGK","1","59.466666666667","25","23","2","0.920","2.02","0.48","1.44","4","3","1","0.750","1.01","-0.21","11","10","1","0.909","1.01","0.24","9","9","0","1.000","0.00","0.31","1","2","31.76","15.50"
"11","Cam Talbot","CGY","1","58.216666666667","35","32","3","0.914","3.09","0.48","2.73","6","4","2","0.667","2.06","-0.81","10","9","1","0.900","1.03","0.13","18","18","0","1.000","0.00","0.62","3","9","37.60","14.33"
"7","James Reimer","CAR","1","60","33","30","3","0.909","3.00","0.28","3.25","12","10","2","0.833","2.00","0.38","6","6","0","1.000","0.00","0.68","11","10","1","0.909","1.00","-0.62","0","5","36.70","23.00"
"8","Jonathan Bernier","DET","1","65","32","29","3","0.906","2.77","0.18","2.97","14","11","3","0.786","2.77","-0.23","4","4","0","1.000","0.00","0.45","13","13","0","1.000","0.00","0.45","1","1","28.25","14.00"
"19","Aaron Dell","S.J","1","59.516666666667","31","28","3","0.903","3.02","0.08","2.02","7","5","2","0.714","2.02","-0.61","6","5","1","0.833","1.01","-0.32","16","16","0","1.000","0.00","0.55","1","1","35.32","19.00"
"25","Sam Montembeault","FLA","1","11.116666666667","10","9","1","0.900","5.40","-0.01","0.61","1","1","0","1.000","0.00","0.20","4","3","1","0.750","5.40","-0.55","4","4","0","1.000","0.00","0.14","0","1","45.00","30.00"
"17","Matt Murray","PIT","1","59.366666666667","28","25","3","0.893","3.03","-0.22","2.45","9","9","0","1.000","0.00","1.78","14","11","3","0.786","3.03","-1.42","4","4","0","1.000","0.00","0.14","3","5","33.39","33.00"
"9","Jacob Markstrom","VAN","1","57.533333333333","37","33","4","0.892","4.17","-0.32","2.59","11","9","2","0.818","2.09","0.18","5","4","1","0.800","1.04","-0.44","16","15","1","0.938","1.04","-0.45","1","2","47.05","25.75"
"15","John Gibson","ANA","1","60.416666666667","27","24","3","0.889","2.98","-0.32","2.52","8","8","0","1.000","0.00","1.58","8","6","2","0.750","1.99","-1.10","9","8","1","0.889","0.99","-0.69","2","2","37.59","31.00"
"21","Marcus Hogberg","OTT","1","59.916666666667","34","30","4","0.882","4.01","-0.62","1.96","7","6","1","0.857","1.00","0.39","13","11","2","0.846","2.00","-0.54","12","11","1","0.917","1.00","-0.59","1","0","40.15","28.75"
"3","Thomas Greiss","NYI","1","60","25","22","3","0.880","3.00","-0.52","2.29","8","6","2","0.750","2.00","-0.42","7","6","1","0.857","1.00","-0.21","9","9","0","1.000","0.00","0.31","1","3","32.12","16.33"
"5","Jonathan Quick","L.A","1","57.25","32","28","4","0.875","4.19","-0.82","3.21","14","12","2","0.857","2.10","0.77","6","4","2","0.667","2.10","-1.32","11","11","0","1.000","0.00","0.38","0","5","27.41","15.00"
"14","Jordan Binnington","STL","1","59.033333333333","24","21","3","0.875","3.05","-0.62","1.89","5","4","1","0.800","1.02","-0.01","7","6","1","0.857","1.02","-0.21","12","11","1","0.917","1.02","-0.59","2","3","35.83","22.33"
"20","Antti Raanta","ARI","1","58.466666666667","30","26","4","0.867","4.10","-1.02","2.66","8","5","3","0.625","3.08","-1.42","4","3","1","0.750","1.03","-0.55","16","16","0","1.000","0.00","0.55","1","5","36.93","13.25"
"23","Jonas Johansson","BUF","1","63.416666666667","21","18","3","0.857","2.84","-0.91","1.72","7","5","2","0.714","1.89","-0.61","5","4","1","0.800","0.95","-0.44","9","9","0","1.000","0.00","0.31","2","3","29.33","22.00"
"10","Mikko Koskinen","EDM","1","59.866666666667","31","25","6","0.806","6.01","-2.92","3.05","12","6","6","0.500","6.01","-3.62","10","10","0","1.000","0.00","1.13","8","8","0","1.000","0.00","0.28","3","3","28.77","13.83"
"12","Sergei Bobrovsky","FLA","1","48.883333333333","29","23","6","0.793","7.36","-3.12","2.93","11","8","3","0.727","3.68","-0.82","6","5","1","0.833","1.23","-0.32","8","6","2","0.750","2.45","-1.72","2","5","40.62","27.67"
"2","Brian Elliott","PHI","1","44.016666666667","17","13","4","0.765","5.45","-2.31","1.37","5","4","1","0.800","1.36","-0.01","5","3","2","0.600","2.73","-1.44","7","6","1","0.857","1.36","-0.76","0","2","31.59","21.75"
"26","Alex Lyon","PHI","1","15.316666666667","2","1","1","0.500","3.92","-0.80","0.16","2","1","1","0.500","3.92","-0.60","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","15.00","12.00"
