"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Chris Driedger","FLA","1","60","32","31","1","0.969","1.00","2.21","2.62","11","10","1","0.909","1.00","1.14","10","10","0","1.000","0.00","1.04","9","9","0","1.000","0.00","0.40","1","3","27.88","14.00"
"8","Andrei Vasilevskiy","T.B","1","60","29","28","1","0.966","1.00","1.91","3.21","7","6","1","0.857","1.00","0.36","6","6","0","1.000","0.00","0.62","14","14","0","1.000","0.00","0.62","1","5","36.38","18.00"
"10","Juuse Saros","NSH","1","65","47","43","4","0.915","3.69","0.71","3.97","16","13","3","0.813","2.77","0.11","12","12","0","1.000","0.00","1.25","17","16","1","0.941","0.92","-0.25","3","3","34.34","18.75"
"11","Tristan Jarry","PIT","1","59.6","34","31","3","0.912","3.02","0.41","2.24","9","7","2","0.778","2.01","-0.25","8","7","1","0.875","1.01","-0.17","16","16","0","1.000","0.00","0.71","1","2","36.88","19.67"
"1","Corey Crawford","CHI","1","60","21","19","2","0.905","2.00","0.11","1.71","5","4","1","0.800","1.00","-0.03","10","9","1","0.900","1.00","0.04","6","6","0","1.000","0.00","0.26","1","1","29.48","22.00"
"4","Braden Holtby","WSH","1","60.733333333333","28","25","3","0.893","2.96","-0.19","2.97","7","5","2","0.714","1.98","-0.64","4","4","0","1.000","0.00","0.42","13","12","1","0.923","0.99","-0.43","1","7","38.93","28.00"
"3","Alex Stalock","MIN","1","65","37","33","4","0.892","3.69","-0.29","3.39","11","10","1","0.909","0.92","1.14","7","7","0","1.000","0.00","0.73","16","13","3","0.813","2.77","-2.29","4","9","41.00","36.25"
"2","Jimmy Howard","DET","1","58.1","26","23","3","0.885","3.10","-0.39","2.53","7","6","1","0.857","1.03","0.36","10","8","2","0.800","2.07","-0.96","7","7","0","1.000","0.00","0.31","1","2","32.12","20.67"
"6","Petr Mrazek","CAR","1","57.1","26","23","3","0.885","3.15","-0.39","3.07","13","11","2","0.846","2.10","0.52","3","2","1","0.667","1.05","-0.69","6","6","0","1.000","0.00","0.26","1","6","34.54","15.67"
"12","David Rittich","CGY","1","64.733333333333","34","30","4","0.882","3.71","-0.59","2.41","5","5","0","1.000","0.00","0.97","14","11","3","0.786","2.78","-1.55","14","13","1","0.929","0.93","-0.38","1","5","39.53","22.00"
"7","John Gibson","ANA","1","64.9","26","22","4","0.846","3.70","-1.39","2.5","7","3","4","0.429","3.70","-2.64","11","11","0","1.000","0.00","1.14","7","7","0","1.000","0.00","0.31","2","3","32.54","12.50"
"5","Martin Jones","S.J","1","61.9","29","24","5","0.828","4.85","-2.09","2.1","5","3","2","0.600","1.94","-1.03","11","8","3","0.727","2.91","-1.86","11","11","0","1.000","0.00","0.49","2","2","34.69","18.80"
