"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"8","Carter Hutton","BUF","1","2.8833333333333","2","2","0","1.000","0.00","0.15","0.14","1","1","0","1.000","0.00","0.18","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.03","0","0","28.50","-"
"14","Connor Hellebuyck","WPG","1","60","22","22","0","1.000","0.00","1.65","1.94","2","2","0","1.000","0.00","0.37","8","8","0","1.000","0.00","0.48","12","12","0","1.000","0.00","0.41","0","3","31.91","-"
"17","Alex Nedeljkovic","CAR","1","59.833333333333","19","19","0","1.000","0.00","1.42","1.15","2","2","0","1.000","0.00","0.37","6","6","0","1.000","0.00","0.36","11","11","0","1.000","0.00","0.37","0","0","32.89","-"
"6","Martin Jones","S.J","1","60","42","41","1","0.976","1.00","2.15","2.25","5","5","0","1.000","0.00","0.91","15","15","0","1.000","0.00","0.90","20","19","1","0.950","1.00","-0.32","2","4","41.33","63.00"
"18","Ilya Sorokin","NYI","1","63.683333333333","37","36","1","0.973","0.94","1.77","2.21","4","3","1","0.750","0.94","-0.27","12","12","0","1.000","0.00","0.72","18","18","0","1.000","0.00","0.61","0","4","44.16","7.00"
"19","Filip Gustavsson","OTT","1","60","36","35","1","0.972","1.00","1.70","2.32","6","6","0","1.000","0.00","1.10","9","8","1","0.889","1.00","-0.46","21","21","0","1.000","0.00","0.71","4","4","34.83","22.00"
"9","Cam Talbot","MIN","1","60","25","24","1","0.960","1.00","0.87","1.65","7","6","1","0.857","1.00","0.28","4","4","0","1.000","0.00","0.24","11","11","0","1.000","0.00","0.37","3","3","45.36","9.00"
"10","Philipp Grubauer","COL","1","60","25","24","1","0.960","1.00","0.87","1.92","7","7","0","1.000","0.00","1.28","8","8","0","1.000","0.00","0.48","9","8","1","0.889","1.00","-0.70","1","4","33.12","41.00"
"7","Robin Lehner","VGK","1","59.816666666667","16","15","1","0.938","1.00","0.20","1.39","6","5","1","0.833","1.00","0.10","2","2","0","1.000","0.00","0.12","8","8","0","1.000","0.00","0.27","1","2","33.13","28.00"
"1","Ryan Miller","ANA","1","58.7","23","21","2","0.913","2.04","-0.28","2.02","5","4","1","0.800","1.02","-0.09","7","7","0","1.000","0.00","0.42","11","10","1","0.909","1.02","-0.63","0","5","36.48","34.50"
"3","Jonathan Quick","L.A","1","58.083333333333","23","21","2","0.913","2.07","-0.28","1.7","3","2","1","0.667","1.03","-0.45","5","5","0","1.000","0.00","0.30","11","10","1","0.909","1.03","-0.63","2","3","54.52","27.50"
"4","Jacob Markstrom","CGY","1","58.05","23","21","2","0.913","2.07","-0.28","1.75","6","5","1","0.833","1.03","0.10","8","7","1","0.875","1.03","-0.52","8","8","0","1.000","0.00","0.27","0","5","34.87","22.00"
"2","Brian Elliott","PHI","1","63.683333333333","20","18","2","0.900","1.88","-0.50","2.08","7","6","1","0.857","0.94","0.28","6","6","0","1.000","0.00","0.36","7","6","1","0.857","0.94","-0.76","2","5","30.90","5.50"
"13","Joonas Korpisalo","CBJ","1","59.55","28","25","3","0.893","3.02","-0.90","1.57","7","5","2","0.714","2.02","-0.72","8","7","1","0.875","1.01","-0.52","12","12","0","1.000","0.00","0.41","0","2","36.04","29.00"
"5","Dustin Tokarski","BUF","1","56.383333333333","37","33","4","0.892","4.26","-1.23","4.11","11","7","4","0.636","4.26","-1.99","13","13","0","1.000","0.00","0.78","11","11","0","1.000","0.00","0.37","0","6","28.70","8.00"
"15","Antti Raanta","ARI","1","58.783333333333","34","30","4","0.882","4.08","-1.45","3.71","12","10","2","0.833","2.04","0.19","11","10","1","0.909","1.02","-0.34","10","9","1","0.900","1.02","-0.66","2","5","29.41","15.25"
"16","Thatcher Demko","VAN","1","60","29","25","4","0.862","4.00","-1.83","2.1","5","4","1","0.800","1.00","-0.09","15","12","3","0.800","3.00","-2.10","8","8","0","1.000","0.00","0.27","1","0","32.31","20.50"
"12","Jordan Binnington","STL","1","60","35","30","5","0.857","5.00","-2.38","4.54","12","8","4","0.667","4.00","-1.81","7","7","0","1.000","0.00","0.42","13","12","1","0.923","1.00","-0.56","3","7","36.06","13.40"
"11","Keith Kinkaid","NYR","1","59.95","18","15","3","0.833","3.00","-1.65","1.93","7","6","1","0.857","1.00","0.28","6","4","2","0.667","2.00","-1.64","5","5","0","1.000","0.00","0.17","1","5","26.83","17.67"
