"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"1","Craig Anderson","OTT","1","26.5","14","14","0","1.000","0.00","1.14","1.56","6","6","0","1.000","0.00","1.11","4","4","0","1.000","0.00","0.26","4","4","0","1.000","0.00","0.13","1","3","23.50","-"
"2","Marc-Andre Fleury","VGK","1","60","19","19","0","1.000","0.00","1.55","1.75","5","5","0","1.000","0.00","0.92","4","4","0","1.000","0.00","0.26","9","9","0","1.000","0.00","0.30","0","4","38.42","-"
"12","Martin Jones","S.J","1","60","39","39","0","1.000","0.00","3.17","1.84","6","6","0","1.000","0.00","1.11","6","6","0","1.000","0.00","0.39","26","26","0","1.000","0.00","0.85","0","1","44.36","-"
"9","Semyon Varlamov","NYI","1","57.783333333333","43","42","1","0.977","1.04","2.50","3.38","11","10","1","0.909","1.04","1.03","14","14","0","1.000","0.00","0.90","16","16","0","1.000","0.00","0.53","3","4","36.35","15.00"
"19","Antti Raanta","ARI","1","59.583333333333","37","36","1","0.973","1.01","2.01","3.56","9","8","1","0.889","1.01","0.66","12","12","0","1.000","0.00","0.77","12","12","0","1.000","0.00","0.39","0","11","38.95","8.00"
"13","Mikko Koskinen","EDM","1","60","34","33","1","0.971","1.00","1.77","2.06","6","6","0","1.000","0.00","1.11","17","17","0","1.000","0.00","1.10","9","8","1","0.889","1.00","-0.70","0","3","34.38","17.00"
"5","Jonathan Quick","L.A","1","60","33","32","1","0.970","1.00","1.68","2.36","7","7","0","1.000","0.00","1.29","9","9","0","1.000","0.00","0.58","17","16","1","0.941","1.00","-0.44","2","6","37.21","38.00"
"4","Tuukka Rask","BOS","1","59.6","26","25","1","0.962","1.01","1.11","2.07","8","7","1","0.875","1.01","0.48","7","7","0","1.000","0.00","0.45","9","9","0","1.000","0.00","0.30","1","2","33.19","11.00"
"7","Alex Stalock","MIN","1","58.483333333333","20","19","1","0.950","1.03","0.63","1.33","2","1","1","0.500","1.03","-0.63","7","7","0","1.000","0.00","0.45","11","11","0","1.000","0.00","0.36","0","3","36.60","15.00"
"17","Philipp Grubauer","COL","1","42.55","15","14","1","0.933","1.41","0.22","1.07","4","3","1","0.750","1.41","-0.26","3","3","0","1.000","0.00","0.19","8","8","0","1.000","0.00","0.26","3","1","42.40","7.00"
"11","Braden Holtby","WSH","1","58.1","29","27","2","0.931","2.07","0.36","2.3","8","7","1","0.875","1.03","0.48","7","6","1","0.857","1.03","-0.55","11","11","0","1.000","0.00","0.36","4","4","36.97","17.00"
"16","Jack Campbell","TOR","1","59.933333333333","27","25","2","0.926","2.00","0.20","2.57","10","9","1","0.900","1.00","0.85","4","4","0","1.000","0.00","0.26","13","12","1","0.923","1.00","-0.57","0","5","33.33","30.00"
"22","Sam Montembeault","FLA","1","58.766666666667","27","25","2","0.926","2.04","0.20","2.2","6","5","1","0.833","1.02","0.11","5","5","0","1.000","0.00","0.32","16","15","1","0.938","1.02","-0.47","1","2","37.26","39.50"
