"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"1","Jaroslav Halak","BOS","1","60","17","16","1","0.941","1.00","1.02","1.05","4","3","1","0.750","1.00","0.13","4","4","0","1.000","0.00","0.79","7","7","0","1.000","0.00","0.17","3","0","43.71","9.00"
"9","Elvis Merzlikins","CBJ","1","60","32","30","2","0.938","2.00","1.81","1.78","8","6","2","0.750","2.00","0.25","3","3","0","1.000","0.00","0.59","17","17","0","1.000","0.00","0.41","1","2","46.22","11.00"
"2","Carey Price","MTL","1","60","25","23","2","0.920","2.00","0.97","1.8","5","5","0","1.000","0.00","1.41","5","3","2","0.600","2.00","-1.02","11","11","0","1.000","0.00","0.27","2","2","53.48","25.50"
"4","Jordan Binnington","STL","1","59.866666666667","23","21","2","0.913","2.00","0.74","2.36","3","3","0","1.000","0.00","0.84","5","3","2","0.600","2.00","-1.02","15","15","0","1.000","0.00","0.36","0","3","39.26","21.50"
"7","Cal Petersen","L.A","1","61.5","29","26","3","0.897","2.93","0.45","1.43","5","5","0","1.000","0.00","1.41","5","4","1","0.800","0.98","-0.02","16","14","2","0.875","1.95","-1.61","0","0","44.83","44.67"
"3","Braden Holtby","VAN","1","58.683333333333","32","28","4","0.875","4.09","-0.19","2.48","10","7","3","0.700","3.07","-0.19","7","6","1","0.857","1.02","0.38","11","11","0","1.000","0.00","0.27","6","1","41.91","20.25"
"8","Marcus Hogberg","OTT","1","59.466666666667","37","32","5","0.865","5.04","-0.60","3.3","9","6","3","0.667","3.03","-0.47","8","7","1","0.875","1.01","0.57","18","17","1","0.944","1.01","-0.56","0","8","35.65","19.00"
"6","Connor Hellebuyck","WPG","1","60","21","18","3","0.857","3.00","-0.50","1.82","7","5","2","0.714","2.00","-0.03","3","2","1","0.667","1.00","-0.41","9","9","0","1.000","0.00","0.22","1","2","37.76","18.33"
"5","Andrei Vasilevskiy","T.B","1","59.866666666667","27","23","4","0.852","4.01","-0.79","2.18","6","4","2","0.667","2.00","-0.31","9","7","2","0.778","2.00","-0.23","11","11","0","1.000","0.00","0.27","3","3","36.70","21.75"
"10","Carter Hart","PHI","1","60","26","20","6","0.769","6.00","-2.91","2.08","7","2","5","0.286","5.00","-3.03","7","6","1","0.857","1.00","0.38","9","9","0","1.000","0.00","0.22","3","5","43.92","15.17"
