"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Jordan Binnington","STL","1","60","33","32","1","0.970","1.00","2.11","2.2","9","8","1","0.889","1.00","1.00","6","6","0","1.000","0.00","0.56","17","17","0","1.000","0.00","0.18","0","5","36.58","6.00"
"4","Anton Khudobin","DAL","1","60","32","31","1","0.969","1.00","2.01","1.93","1","1","0","1.000","0.00","0.22","11","10","1","0.909","1.00","0.03","20","20","0","1.000","0.00","0.21","0","4","38.44","30.00"
"6","Semyon Varlamov","NYI","1","60","30","29","1","0.967","1.00","1.82","2.22","7","6","1","0.857","1.00","0.56","5","5","0","1.000","0.00","0.47","15","15","0","1.000","0.00","0.16","2","3","41.17","18.00"
"15","Jonas Johansson","BUF","1","59.9","26","25","1","0.962","1.00","1.45","2.03","7","6","1","0.857","1.00","0.56","9","9","0","1.000","0.00","0.84","8","8","0","1.000","0.00","0.08","2","1","34.58","11.00"
"2","Corey Crawford","CHI","1","58.066666666667","33","31","2","0.939","2.07","1.11","2.67","10","8","2","0.800","2.07","0.22","12","12","0","1.000","0.00","1.12","11","11","0","1.000","0.00","0.12","1","5","29.85","12.00"
"16","David Rittich","CGY","1","60","29","27","2","0.931","2.00","0.73","2.21","8","7","1","0.875","1.00","0.78","2","2","0","1.000","0.00","0.19","18","17","1","0.944","1.00","-0.81","3","3","34.00","31.00"
"13","Connor Hellebuyck","WPG","1","59.15","25","23","2","0.920","2.03","0.35","1.96","8","7","1","0.875","1.01","0.78","5","4","1","0.800","1.01","-0.53","12","12","0","1.000","0.00","0.13","2","2","30.48","15.00"
"7","Braden Holtby","WSH","1","60","35","32","3","0.914","3.00","0.29","3.72","15","12","3","0.800","3.00","0.33","5","5","0","1.000","0.00","0.47","13","13","0","1.000","0.00","0.14","5","4","32.00","10.67"
"1","Mike Smith","EDM","1","59.7","23","21","2","0.913","2.01","0.16","2.18","8","7","1","0.875","1.01","0.78","5","4","1","0.800","1.01","-0.53","9","9","0","1.000","0.00","0.09","0","2","32.39","19.50"
"5","Jonathan Bernier","DET","1","36.983333333333","30","27","3","0.900","4.87","-0.18","2.34","10","8","2","0.800","3.24","0.22","8","7","1","0.875","1.62","-0.25","11","11","0","1.000","0.00","0.12","1","1","33.57","17.33"
"14","Cal Petersen","L.A","1","58.833333333333","30","27","3","0.900","3.06","-0.18","2.88","10","9","1","0.900","1.02","1.22","11","9","2","0.818","2.04","-0.97","9","9","0","1.000","0.00","0.09","0","5","30.40","20.33"
"8","Martin Jones","S.J","1","59.516666666667","25","22","3","0.880","3.02","-0.65","1.78","6","4","2","0.667","2.02","-0.67","9","8","1","0.889","1.01","-0.16","10","10","0","1.000","0.00","0.11","1","0","30.12","19.33"
"3","Devan Dubnyk","MIN","1","60","26","22","4","0.846","4.00","-1.55","2.32","8","6","2","0.750","2.00","-0.22","7","6","1","0.857","1.00","-0.35","10","9","1","0.900","1.00","-0.89","0","3","32.92","18.25"
"11","Malcolm Subban","VGK","1","63.783333333333","30","25","5","0.833","4.70","-2.18","2.61","10","5","5","0.500","4.70","-2.78","7","7","0","1.000","0.00","0.65","13","13","0","1.000","0.00","0.14","1","3","26.23","12.80"
"12","Matt Murray","PIT","1","58.983333333333","22","18","4","0.818","4.07","-1.93","2.33","9","5","4","0.556","4.07","-2.00","5","5","0","1.000","0.00","0.47","7","7","0","1.000","0.00","0.07","1","3","30.59","8.25"
"10","John Gibson","ANA","1","63","28","22","6","0.786","5.71","-3.37","3.25","9","6","3","0.667","2.86","-1.00","11","8","3","0.727","2.86","-1.97","7","7","0","1.000","0.00","0.07","1","6","28.93","22.00"
