"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"6","Brian Elliott","PHI","1","28.45","19","19","0","1.000","0.00","2.35","2.77","15","15","0","1.000","0.00","3.19","1","1","0","1.000","0.00","0.13","2","2","0","1.000","0.00","0.11","0","6","19.47","-"
"11","Robin Lehner","CHI","1","60","39","38","1","0.974","1.00","3.82","3.37","15","15","0","1.000","0.00","3.19","7","7","0","1.000","0.00","0.89","17","16","1","0.941","1.00","-0.10","3","6","29.38","48.00"
"1","Craig Anderson","OTT","1","60","36","34","2","0.944","2.00","2.45","3","8","8","0","1.000","0.00","1.70","7","5","2","0.714","2.00","-1.11","20","20","0","1.000","0.00","1.06","0","4","35.67","17.50"
"12","Sergei Bobrovsky","FLA","1","60","25","23","2","0.920","2.00","1.09","2.9","9","7","2","0.778","2.00","-0.08","4","4","0","1.000","0.00","0.51","12","12","0","1.000","0.00","0.64","2","3","29.88","13.00"
"8","Semyon Varlamov","NYI","1","59.933333333333","31","28","3","0.903","3.00","0.83","3.08","16","13","3","0.813","3.00","0.41","4","4","0","1.000","0.00","0.51","10","10","0","1.000","0.00","0.53","1","2","27.58","12.33"
"15","John Gibson","ANA","1","59.483333333333","50","45","5","0.900","5.04","1.18","4.61","16","11","5","0.688","5.04","-1.59","16","16","0","1.000","0.00","2.04","14","14","0","1.000","0.00","0.74","3","8","37.06","11.40"
"14","Jordan Binnington","STL","1","61.466666666667","33","29","4","0.879","3.90","0.08","2.48","11","10","1","0.909","0.98","1.34","9","9","0","1.000","0.00","1.15","13","10","3","0.769","2.93","-2.31","2","3","30.55","27.00"
"9","Martin Jones","S.J","1","20","8","7","1","0.875","3.00","-0.01","0.92","3","2","1","0.667","3.00","-0.36","0","0","0","-","0.00","0.00","2","2","0","1.000","0.00","0.11","0","2","73.63","13.00"
"2","Henrik Lundqvist","NYR","1","40","31","27","4","0.871","6.00","-0.17","2.55","11","8","3","0.727","4.50","-0.66","6","6","0","1.000","0.00","0.77","13","12","1","0.923","1.50","-0.31","0","5","31.19","9.75"
"4","Marc-Andre Fleury","VGK","1","59.75","15","13","2","0.867","2.01","-0.15","1.87","4","3","1","0.750","1.00","-0.15","4","3","1","0.750","1.00","-0.49","6","6","0","1.000","0.00","0.32","3","2","39.60","13.00"
"10","Mikko Koskinen","EDM","1","36.65","15","13","2","0.867","3.27","-0.15","1.08","5","4","1","0.800","1.64","0.06","2","2","0","1.000","0.00","0.26","7","6","1","0.857","1.64","-0.63","0","2","40.07","25.00"
"5","Jaroslav Halak","BOS","1","60","29","25","4","0.862","4.00","-0.42","3.12","13","9","4","0.692","4.00","-1.23","4","4","0","1.000","0.00","0.51","11","11","0","1.000","0.00","0.58","1","6","32.62","8.75"
"16","Aaron Dell","S.J","1","40","22","18","4","0.818","6.00","-1.28","2.01","4","2","2","0.500","3.00","-1.15","6","5","1","0.833","1.50","-0.23","11","10","1","0.909","1.50","-0.42","0","3","34.09","20.25"
"18","Alexandar Georgiev","NYR","1","19.233333333333","11","9","2","0.818","6.24","-0.64","0.69","1","1","0","1.000","0.00","0.21","3","1","2","0.333","6.24","-1.62","6","6","0","1.000","0.00","0.32","0","1","40.64","41.50"
"13","Jack Campbell","L.A","1","60","26","21","5","0.808","5.00","-1.79","2.4","11","8","3","0.727","3.00","-0.66","9","7","2","0.778","2.00","-0.85","6","6","0","1.000","0.00","0.32","5","0","26.54","19.60"
"3","Mike Smith","EDM","1","22.6","13","10","3","0.769","7.96","-1.39","0.6","1","0","1","0.000","2.65","-0.79","3","1","2","0.333","5.31","-1.62","9","9","0","1.000","0.00","0.48","0","0","39.62","20.00"
"7","Jonathan Bernier","DET","1","61.466666666667","20","15","5","0.750","4.88","-2.53","1.67","5","3","2","0.600","1.95","-0.94","8","6","2","0.750","1.95","-0.98","5","4","1","0.800","0.98","-0.74","1","0","35.35","24.20"
"17","Carter Hart","PHI","1","28.766666666667","14","9","5","0.643","10.43","-3.27","1.77","7","3","4","0.429","8.34","-2.51","1","1","0","1.000","0.00","0.13","6","5","1","0.833","2.09","-0.68","1","2","26.14","17.40"
