"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"10","John Gibson","ANA","1","60","26","26","0","1.000","0.00","2.07","1.62","3","3","0","1.000","0.00","0.49","4","4","0","1.000","0.00","0.43","18","18","0","1.000","0.00","0.40","1","1","40.27","-"
"13","Joonas Korpisalo","CBJ","1","60","25","25","0","1.000","0.00","1.99","2.04","7","7","0","1.000","0.00","1.13","3","3","0","1.000","0.00","0.33","11","11","0","1.000","0.00","0.24","0","3","42.76","-"
"7","Jake Allen","STL","1","65","39","37","2","0.949","1.85","1.11","3.41","6","5","1","0.833","0.92","-0.03","9","9","0","1.000","0.00","0.98","24","23","1","0.958","0.92","-0.47","0","7","29.51","24.50"
"1","Craig Anderson","OTT","1","57.75","17","16","1","0.941","1.04","0.36","1.68","5","4","1","0.800","1.04","-0.19","3","3","0","1.000","0.00","0.33","9","9","0","1.000","0.00","0.20","1","1","34.47","5.00"
"15","Tristan Jarry","PIT","1","64.066666666667","34","32","2","0.941","1.87","0.71","2.28","9","7","2","0.778","1.87","-0.54","9","9","0","1.000","0.00","0.98","15","15","0","1.000","0.00","0.33","0","2","35.06","16.00"
"16","Thatcher Demko","VAN","1","58.133333333333","34","32","2","0.941","2.06","0.71","2.03","6","5","1","0.833","1.03","-0.03","9","9","0","1.000","0.00","0.98","19","18","1","0.947","1.03","-0.58","1","4","39.47","19.50"
"17","Carter Hart","PHI","1","59.216666666667","17","16","1","0.941","1.01","0.36","0.89","2","2","0","1.000","0.00","0.32","5","4","1","0.800","1.01","-0.46","8","8","0","1.000","0.00","0.18","0","5","52.65","16.00"
"12","Andrei Vasilevskiy","T.B","1","60","30","28","2","0.933","2.00","0.39","2.52","6","4","2","0.667","2.00","-1.03","10","10","0","1.000","0.00","1.09","11","11","0","1.000","0.00","0.24","2","5","37.77","17.00"
"2","Henrik Lundqvist","NYR","1","60.333333333333","28","26","2","0.929","1.99","0.23","2.1","12","10","2","0.833","1.99","-0.06","3","3","0","1.000","0.00","0.33","13","13","0","1.000","0.00","0.29","2","0","28.75","15.00"
"5","Ben Bishop","DAL","1","59.983333333333","28","26","2","0.929","2.00","0.23","2.76","13","11","2","0.846","2.00","0.10","7","7","0","1.000","0.00","0.76","6","6","0","1.000","0.00","0.13","2","4","26.79","12.50"
"18","David Rittich","CGY","1","63.95","38","35","3","0.921","2.81","0.03","3.22","9","8","1","0.889","0.94","0.46","11","9","2","0.818","1.88","-0.81","17","17","0","1.000","0.00","0.38","1","4","35.18","26.00"
"14","Juuse Saros","NSH","1","65","25","23","2","0.920","1.85","-0.01","2.15","4","4","0","1.000","0.00","0.65","8","6","2","0.750","1.85","-1.13","12","12","0","1.000","0.00","0.27","0","4","39.24","23.00"
"8","Martin Jones","S.J","1","62.583333333333","36","33","3","0.917","2.88","-0.13","4.59","12","10","2","0.833","1.92","-0.06","9","8","1","0.889","0.96","-0.02","12","12","0","1.000","0.00","0.27","3","13","36.00","17.33"
"6","Alex Stalock","MIN","1","60.533333333333","31","28","3","0.903","2.97","-0.53","2.27","8","7","1","0.875","0.99","0.29","7","5","2","0.714","1.98","-1.24","13","13","0","1.000","0.00","0.29","1","3","38.19","26.67"
"3","Thomas Greiss","NYI","1","60","24","21","3","0.875","3.00","-1.09","2.08","9","8","1","0.889","1.00","0.46","5","4","1","0.800","1.00","-0.46","10","9","1","0.900","1.00","-0.78","0","3","29.58","25.67"
"11","Malcolm Subban","VGK","1","57.95","28","24","4","0.857","4.14","-1.77","2.87","13","10","3","0.769","3.11","-0.90","6","6","0","1.000","0.00","0.65","8","7","1","0.875","1.04","-0.82","0","4","25.89","17.75"
"4","Jonathan Quick","L.A","1","62.583333333333","25","21","4","0.840","3.83","-2.01","1.89","4","3","1","0.750","0.96","-0.35","12","9","3","0.750","2.88","-1.70","7","7","0","1.000","0.00","0.16","3","2","44.00","21.25"
"9","Carter Hutton","BUF","1","57.933333333333","29","24","5","0.828","5.18","-2.69","2.58","8","6","2","0.750","2.07","-0.71","9","7","2","0.778","2.07","-1.02","12","11","1","0.917","1.04","-0.73","1","5","34.76","29.20"
