"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"10","Cam Talbot","CGY","1","60","44","44","0","1.000","0.00","4.24","3.69","9","9","0","1.000","0.00","1.73","17","17","0","1.000","0.00","1.35","16","16","0","1.000","0.00","0.81","2","4","35.11","-"
"20","Juuse Saros","NSH","1","60","31","31","0","1.000","0.00","2.99","1.93","7","7","0","1.000","0.00","1.34","7","7","0","1.000","0.00","0.56","16","16","0","1.000","0.00","0.81","1","4","35.29","-"
"17","Andrei Vasilevskiy","T.B","1","60","30","29","1","0.967","1.00","1.89","2.49","8","7","1","0.875","1.00","0.53","10","10","0","1.000","0.00","0.79","12","12","0","1.000","0.00","0.61","3","3","28.57","26.00"
"21","Mackenzie Blackwood","N.J","1","60","26","25","1","0.962","1.00","1.51","1.57","4","4","0","1.000","0.00","0.77","7","6","1","0.857","1.00","-0.44","10","10","0","1.000","0.00","0.51","2","0","47.12","31.00"
"2","Mike Smith","EDM","1","59","36","34","2","0.944","2.03","1.47","2.41","9","7","2","0.778","2.03","-0.27","12","12","0","1.000","0.00","0.95","14","14","0","1.000","0.00","0.71","2","4","36.61","13.50"
"8","Braden Holtby","WSH","1","59.55","34","32","2","0.941","2.02","1.28","1.71","4","4","0","1.000","0.00","0.77","9","8","1","0.889","1.01","-0.29","21","20","1","0.952","1.01","0.06","0","3","41.47","28.00"
"19","Marcus Hogberg","OTT","1","60","34","32","2","0.941","2.00","1.28","2.92","10","10","0","1.000","0.00","1.92","7","6","1","0.857","1.00","-0.44","14","13","1","0.929","1.00","-0.29","2","7","38.03","40.00"
"4","Ben Bishop","DAL","1","60","31","29","2","0.935","2.00","0.99","4","13","11","2","0.846","2.00","0.49","7","7","0","1.000","0.00","0.56","11","11","0","1.000","0.00","0.56","2","11","23.13","13.00"
"23","Carter Hart","PHI","1","60","28","26","2","0.929","2.00","0.70","1.71","4","3","1","0.750","1.00","-0.23","8","8","0","1.000","0.00","0.63","15","14","1","0.933","1.00","-0.24","3","1","36.46","22.50"
"12","Philipp Grubauer","COL","1","57.816666666667","38","35","3","0.921","3.11","0.66","3.6","14","11","3","0.786","3.11","-0.32","4","4","0","1.000","0.00","0.32","18","18","0","1.000","0.00","0.91","0","5","32.58","9.33"
