"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Jack Campbell","L.A","1","60","24","22","2","0.917","2.00","1.21","1.13","3","3","0","1.000","0.00","0.65","6","5","1","0.833","1.00","-0.06","14","13","1","0.929","1.00","0.01","1","0","42.63","31.00"
"6","Connor Hellebuyck","WPG","1","60","32","29","3","0.906","3.00","1.28","3.44","14","12","2","0.857","2.00","1.04","4","4","0","1.000","0.00","0.63","13","12","1","0.923","1.00","-0.06","0","6","30.47","20.67"
"1","Marc-Andre Fleury","VGK","1","59.666666666667","29","26","3","0.897","3.02","0.88","2.5","6","4","2","0.667","2.01","-0.70","14","13","1","0.929","1.01","1.19","8","8","0","1.000","0.00","0.58","1","4","33.00","13.67"
"4","Robin Lehner","CHI","1","60","26","23","3","0.885","3.00","0.48","1.67","5","4","1","0.800","1.00","0.09","5","5","0","1.000","0.00","0.78","14","12","2","0.857","2.00","-0.99","3","2","38.35","29.33"
"7","Eric Comrie","DET","1","58.1","32","28","4","0.875","4.13","0.28","2.9","9","6","3","0.667","3.10","-1.04","8","7","1","0.875","1.03","0.25","14","14","0","1.000","0.00","1.01","2","6","32.75","13.00"
"3","Jacob Markstrom","VAN","1","50.816666666667","39","34","5","0.872","5.90","0.22","3.55","12","10","2","0.833","2.36","0.61","12","10","2","0.833","2.36","-0.13","14","13","1","0.929","1.18","0.01","1","6","29.90","22.20"
"9","Carter Hart","PHI","1","20","7","6","1","0.857","3.00","-0.06","0.97","3","2","1","0.667","3.00","-0.35","2","2","0","1.000","0.00","0.31","1","1","0","1.000","0.00","0.07","1","0","44.00","7.00"
"10","Michael Dipietro","VAN","1","8.3833333333333","7","6","1","0.857","7.16","-0.06","0.43","2","2","0","1.000","0.00","0.43","2","1","1","0.500","7.16","-0.69","3","3","0","1.000","0.00","0.22","0","0","35.29","25.00"
"8","Kaapo Kahkonen","MIN","1","59.35","26","22","4","0.846","4.04","-0.52","2.21","10","7","3","0.700","3.03","-0.83","6","5","1","0.833","1.01","-0.06","10","10","0","1.000","0.00","0.72","1","3","33.00","14.50"
"2","Brian Elliott","PHI","1","40","17","11","6","0.647","9.00","-3.72","1.81","5","4","1","0.800","1.50","0.09","5","2","3","0.400","4.50","-2.22","6","4","2","0.667","3.00","-1.57","0","1","35.18","35.17"
