"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Anton Khudobin","DAL","1","59.683333333333","41","40","1","0.976","1.01","3.21","3.25","7","6","1","0.857","1.01","0.59","11","11","0","1.000","0.00","0.98","21","21","0","1.000","0.00","0.76","1","3","42.85","7.00"
"13","Sergei Bobrovsky","FLA","1","60","38","37","1","0.974","1.00","2.90","3.06","14","13","1","0.929","1.00","2.19","6","6","0","1.000","0.00","0.53","14","14","0","1.000","0.00","0.50","1","4","36.03","14.00"
"4","Cory Schneider","N.J","1","59.466666666667","28","27","1","0.964","1.01","1.88","1.86","6","6","0","1.000","0.00","1.37","6","5","1","0.833","1.01","-0.47","16","16","0","1.000","0.00","0.58","0","0","30.39","10.00"
"20","Juuse Saros","NSH","1","60","35","33","2","0.943","2.00","1.59","2.56","11","9","2","0.818","2.00","0.51","6","6","0","1.000","0.00","0.53","17","17","0","1.000","0.00","0.61","3","6","31.91","20.00"
"26","Alexandar Georgiev","NYR","1","60.466666666667","45","42","3","0.933","2.98","1.62","4.31","22","19","3","0.864","2.98","2.01","7","7","0","1.000","0.00","0.62","15","15","0","1.000","0.00","0.54","2","5","27.44","9.33"
"23","Carter Hart","PHI","1","60","28","26","2","0.929","2.00","0.88","2.29","7","6","1","0.857","1.00","0.59","6","6","0","1.000","0.00","0.53","12","11","1","0.917","1.00","-0.57","2","8","43.46","29.50"
"24","David Rittich","CGY","1","60","28","26","2","0.929","2.00","0.88","2.29","6","4","2","0.667","2.00","-0.63","7","7","0","1.000","0.00","0.62","13","13","0","1.000","0.00","0.47","1","1","40.79","12.50"
"21","Thatcher Demko","VAN","1","61.55","40","37","3","0.925","2.92","1.11","2.47","10","8","2","0.800","1.95","0.28","12","12","0","1.000","0.00","1.06","15","14","1","0.933","0.97","-0.46","3","3","39.93","30.00"
"12","Darcy Kuemper","ARI","1","57.7","26","24","2","0.923","2.08","0.67","1.86","5","5","0","1.000","0.00","1.14","6","5","1","0.833","1.04","-0.47","12","11","1","0.917","1.04","-0.57","1","2","42.00","28.50"
"15","Laurent Brossoit","WPG","1","65","37","34","3","0.919","2.77","0.80","3.58","13","10","3","0.769","2.77","-0.04","9","9","0","1.000","0.00","0.80","9","9","0","1.000","0.00","0.32","2","6","41.11","8.67"
"1","Craig Anderson","OTT","1","57.433333333333","33","30","3","0.909","3.13","0.39","2.73","7","5","2","0.714","2.09","-0.41","11","10","1","0.909","1.04","-0.02","12","12","0","1.000","0.00","0.43","0","5","35.42","16.67"
"11","Braden Holtby","WSH","1","65","33","30","3","0.909","2.77","0.39","2.56","6","3","3","0.500","2.77","-1.63","10","10","0","1.000","0.00","0.89","16","16","0","1.000","0.00","0.58","1","3","40.15","8.00"
"17","John Gibson","ANA","1","62.083333333333","32","29","3","0.906","2.90","0.29","3.12","12","9","3","0.750","2.90","-0.27","7","7","0","1.000","0.00","0.62","12","12","0","1.000","0.00","0.43","4","3","34.72","15.00"
"14","Frederik Andersen","TOR","1","60","29","26","3","0.897","3.00","-0.02","2.28","6","4","2","0.667","2.00","-0.63","7","7","0","1.000","0.00","0.62","16","15","1","0.938","1.00","-0.42","0","2","35.59","17.67"
"6","Carey Price","MTL","1","61.483333333333","34","30","4","0.882","3.90","-0.51","2.23","8","7","1","0.875","0.98","0.82","10","8","2","0.800","1.95","-1.11","14","13","1","0.929","0.98","-0.50","1","1","41.94","30.50"
"25","Matiss Kivlenieks","CBJ","1","58.416666666667","40","35","5","0.875","5.14","-0.89","3.79","17","13","4","0.765","4.11","-0.13","4","3","1","0.750","1.03","-0.65","18","18","0","1.000","0.00","0.65","1","11","31.18","11.60"
"9","Jonathan Bernier","DET","1","59.4","31","27","4","0.871","4.04","-0.82","3.34","12","9","3","0.750","3.03","-0.27","9","8","1","0.889","1.01","-0.20","8","8","0","1.000","0.00","0.29","0","3","29.81","13.75"
"7","Tuukka Rask","BOS","1","59.766666666667","30","26","4","0.867","4.02","-0.92","2.29","9","7","2","0.778","2.01","0.05","5","3","2","0.600","2.01","-1.56","16","16","0","1.000","0.00","0.58","1","2","35.50","21.00"
"8","Alex Stalock","MIN","1","60","28","24","4","0.857","4.00","-1.12","2.58","9","6","3","0.667","3.00","-0.95","6","5","1","0.833","1.00","-0.47","13","13","0","1.000","0.00","0.47","4","3","34.04","13.00"
"10","Semyon Varlamov","NYI","1","58.466666666667","28","24","4","0.857","4.10","-1.12","2.06","6","4","2","0.667","2.05","-0.63","11","10","1","0.909","1.03","-0.02","9","8","1","0.889","1.03","-0.68","2","1","33.82","20.50"
"19","Aaron Dell","S.J","1","57.916666666667","27","23","4","0.852","4.14","-1.23","1.92","8","6","2","0.750","2.07","-0.18","4","2","2","0.500","2.07","-1.65","14","14","0","1.000","0.00","0.50","3","3","37.93","19.50"
"3","Corey Crawford","CHI","1","57.833333333333","37","31","6","0.838","6.22","-2.20","2.89","9","8","1","0.889","1.04","1.05","17","14","3","0.824","3.11","-1.49","10","8","2","0.800","2.07","-1.64","2","2","31.22","26.50"
"16","Jordan Binnington","STL","1","59.666666666667","30","25","5","0.833","5.03","-1.92","2.5","9","7","2","0.778","2.01","0.05","6","6","0","1.000","0.00","0.53","15","12","3","0.800","3.02","-2.46","0","4","38.03","36.20"
"18","Andrei Vasilevskiy","T.B","1","58.5","23","19","4","0.826","4.10","-1.64","1.46","5","2","3","0.400","3.08","-1.86","7","7","0","1.000","0.00","0.62","9","8","1","0.889","1.03","-0.68","0","1","38.78","28.50"
"2","Mike Smith","EDM","1","62.083333333333","21","17","4","0.810","3.87","-1.84","1.99","7","4","3","0.571","2.90","-1.41","7","6","1","0.857","0.97","-0.38","4","4","0","1.000","0.00","0.14","0","1","39.29","12.50"
"22","Alex Nedeljkovic","CAR","1","59.866666666667","16","12","4","0.750","4.01","-2.36","1.9","6","3","3","0.500","3.01","-1.63","6","5","1","0.833","1.00","-0.47","3","3","0","1.000","0.00","0.11","1","3","34.38","14.75"
