"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"11","Juuse Saros","NSH","1","60","28","28","0","1.000","0.00","2.60","2.83","4","4","0","1.000","0.00","0.79","4","4","0","1.000","0.00","0.22","19","19","0","1.000","0.00","0.67","1","6","39.68","-"
"9","Connor Hellebuyck","WPG","1","58.416666666667","32","31","1","0.969","1.03","1.97","2.74","8","7","1","0.875","1.03","0.57","7","7","0","1.000","0.00","0.38","16","16","0","1.000","0.00","0.57","2","2","34.69","11.00"
"6","Louis Domingue","N.J","1","60","27","26","1","0.963","1.00","1.50","2.91","10","9","1","0.900","1.00","0.97","6","6","0","1.000","0.00","0.32","10","10","0","1.000","0.00","0.35","1","2","31.26","13.00"
"4","Jacob Markstrom","VAN","1","60","24","23","1","0.958","1.00","1.23","2.94","12","11","1","0.917","1.00","1.36","8","8","0","1.000","0.00","0.43","4","4","0","1.000","0.00","0.14","2","5","23.54","9.00"
"10","Linus Ullmark","BUF","1","59.816666666667","22","21","1","0.955","1.00","1.04","2.5","9","9","0","1.000","0.00","1.77","6","6","0","1.000","0.00","0.32","6","5","1","0.833","1.00","-0.79","2","3","24.00","42.00"
"8","Chris Driedger","FLA","1","59.916666666667","47","43","4","0.915","4.01","0.36","4.39","18","15","3","0.833","3.00","0.54","12","11","1","0.917","1.00","-0.35","15","15","0","1.000","0.00","0.53","3","3","31.17","16.50"
"13","Adin Hill","ARI","1","64.366666666667","34","31","3","0.912","2.80","0.15","4.03","14","11","3","0.786","2.80","-0.25","6","6","0","1.000","0.00","0.32","12","12","0","1.000","0.00","0.43","0","6","32.91","11.33"
"3","Devan Dubnyk","MIN","1","56.9","29","26","3","0.897","3.16","-0.31","2.08","8","6","2","0.750","2.11","-0.43","5","5","0","1.000","0.00","0.27","16","15","1","0.938","1.05","-0.43","3","4","36.28","19.33"
"1","Curtis McElhinney","T.B","1","57.75","19","17","2","0.895","2.08","-0.24","1.29","5","4","1","0.800","1.04","-0.02","2","2","0","1.000","0.00","0.11","11","10","1","0.909","1.04","-0.61","1","0","39.16","35.00"
"12","Tristan Jarry","PIT","1","64.833333333333","27","24","3","0.889","2.78","-0.50","2.22","9","7","2","0.778","1.85","-0.23","7","6","1","0.857","0.93","-0.62","9","9","0","1.000","0.00","0.32","0","4","32.19","14.00"
"2","Jimmy Howard","DET","1","60","27","22","5","0.815","5.00","-2.50","3.02","10","6","4","0.600","4.00","-2.03","3","2","1","0.667","1.00","-0.84","12","12","0","1.000","0.00","0.43","2","4","27.48","10.40"
"5","Michael Hutchinson","TOR","1","39.183333333333","17","13","4","0.765","6.13","-2.42","1.72","7","4","3","0.571","4.59","-1.62","5","5","0","1.000","0.00","0.27","5","4","1","0.800","1.53","-0.82","3","0","27.12","21.50"
"7","Frederik Andersen","TOR","1","20.816666666667","12","8","4","0.667","11.53","-2.89","0.82","3","1","2","0.333","5.76","-1.41","3","2","1","0.667","2.88","-0.84","6","5","1","0.833","2.88","-0.79","0","0","36.08","28.25"
