"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"17","Darcy Kuemper","ARI","1","60","37","37","0","1.000","0.00","3.75","2.77","4","4","0","1.000","0.00","0.78","11","11","0","1.000","0.00","1.21","20","20","0","1.000","0.00","1.00","3","7","44.08","-"
"21","John Gibson","ANA","1","59.983333333333","38","37","1","0.974","1.00","2.85","2.79","10","10","0","1.000","0.00","1.94","8","8","0","1.000","0.00","0.88","19","18","1","0.947","1.00","-0.05","0","4","33.37","38.00"
"28","Tristan Jarry","PIT","1","59.916666666667","33","32","1","0.970","1.00","2.35","1.88","4","4","0","1.000","0.00","0.78","11","10","1","0.909","1.00","0.21","16","16","0","1.000","0.00","0.80","2","2","40.61","26.00"
"4","Jaroslav Halak","BOS","1","65","44","42","2","0.955","1.85","2.46","3.6","11","9","2","0.818","1.85","0.14","14","14","0","1.000","0.00","1.54","17","17","0","1.000","0.00","0.85","3","7","35.93","20.00"
"16","Robin Lehner","CHI","1","59.666666666667","41","39","2","0.951","2.01","2.16","2.68","8","7","1","0.875","1.01","0.55","13","13","0","1.000","0.00","1.43","18","17","1","0.944","1.01","-0.10","5","3","34.34","27.50"
"8","Anton Khudobin","DAL","1","37.666666666667","19","18","1","0.947","1.59","0.93","1.61","6","6","0","1.000","0.00","1.17","3","2","1","0.667","1.59","-0.67","9","9","0","1.000","0.00","0.45","2","2","37.53","14.00"
"5","Brian Elliott","PHI","1","65","36","33","3","0.917","2.77","0.65","2.97","11","9","2","0.818","1.85","0.14","7","6","1","0.857","0.92","-0.23","18","18","0","1.000","0.00","0.90","0","7","29.64","15.67"
"12","James Reimer","CAR","1","61.55","35","32","3","0.914","2.92","0.55","2.64","12","10","2","0.833","1.95","0.33","3","2","1","0.667","0.97","-0.67","19","19","0","1.000","0.00","0.95","2","3","33.09","20.00"
"13","Braden Holtby","WSH","1","64.633333333333","23","21","2","0.913","1.86","0.33","2.23","6","4","2","0.667","1.86","-0.83","7","7","0","1.000","0.00","0.77","9","9","0","1.000","0.00","0.45","3","2","40.52","12.00"
"25","Linus Ullmark","BUF","1","60","23","21","2","0.913","2.00","0.33","1.56","7","6","1","0.857","1.00","0.36","6","5","1","0.833","1.00","-0.34","9","9","0","1.000","0.00","0.45","2","2","37.00","20.00"
