"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"4","Devan Dubnyk","MIN","1","12.116666666667","3","3","0","1.000","0.00","0.30","0.36","1","1","0","1.000","0.00","0.20","1","1","0","1.000","0.00","0.11","1","1","0","1.000","0.00","0.04","1","1","45.33","-"
"9","Jonathan Bernier","DET","1","6.8666666666667","3","3","0","1.000","0.00","0.30","0.32","1","1","0","1.000","0.00","0.20","1","1","0","1.000","0.00","0.11","1","1","0","1.000","0.00","0.04","0","0","25.67","-"
"25","Connor Hellebuyck","WPG","1","60","31","31","0","1.000","0.00","3.10","2.27","4","4","0","1.000","0.00","0.79","7","7","0","1.000","0.00","0.77","15","15","0","1.000","0.00","0.64","1","2","48.81","-"
"13","Michael Hutchinson","TOR","1","59.616666666667","30","29","1","0.967","1.01","2.00","2.62","8","7","1","0.875","1.01","0.58","8","8","0","1.000","0.00","0.88","12","12","0","1.000","0.00","0.51","1","3","36.67","7.00"
"11","Jacob Markstrom","VAN","1","60","29","28","1","0.966","1.00","1.90","3.27","9","8","1","0.889","1.00","0.78","6","6","0","1.000","0.00","0.66","13","13","0","1.000","0.00","0.56","1","6","36.03","7.00"
"14","Braden Holtby","WSH","1","60","27","26","1","0.963","1.00","1.70","3.14","5","5","0","1.000","0.00","0.99","12","11","1","0.917","1.00","0.33","8","8","0","1.000","0.00","0.34","1","5","39.07","23.00"
"23","Chris Driedger","FLA","1","60","44","42","2","0.955","2.00","2.41","4.22","18","17","1","0.944","1.00","2.56","12","11","1","0.917","1.00","0.33","10","10","0","1.000","0.00","0.43","2","7","34.36","8.50"
"24","Joonas Korpisalo","CBJ","1","60","22","21","1","0.955","1.00","1.20","1.78","7","7","0","1.000","0.00","1.39","7","7","0","1.000","0.00","0.77","7","6","1","0.857","1.00","-0.70","2","2","38.14","37.00"
"12","Jake Allen","STL","1","60","36","34","2","0.944","2.00","1.60","2.85","8","8","0","1.000","0.00","1.58","13","13","0","1.000","0.00","1.44","15","13","2","0.867","2.00","-1.36","1","4","34.75","44.00"
"1","Curtis McElhinney","T.B","1","57.283333333333","34","32","2","0.941","2.09","1.40","2.6","5","5","0","1.000","0.00","0.99","6","6","0","1.000","0.00","0.66","21","19","2","0.905","2.09","-1.10","2","4","44.65","52.00"
