"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Anton Khudobin","DAL","1","59.7","21","21","0","1.000","0.00","1.62","1.26","4","4","0","1.000","0.00","0.70","5","5","0","1.000","0.00","0.34","8","8","0","1.000","0.00","0.25","2","0","46.43","-"
"9","Jack Campbell","TOR","1","60","31","31","0","1.000","0.00","2.39","1.81","5","5","0","1.000","0.00","0.88","8","8","0","1.000","0.00","0.54","15","15","0","1.000","0.00","0.48","2","3","42.32","-"
"11","Philipp Grubauer","COL","1","60","30","30","0","1.000","0.00","2.31","2.36","10","10","0","1.000","0.00","1.75","3","3","0","1.000","0.00","0.20","17","17","0","1.000","0.00","0.54","0","3","33.60","-"
"15","Chris Driedger","FLA","1","59.483333333333","21","21","0","1.000","0.00","1.62","1.36","4","4","0","1.000","0.00","0.70","6","6","0","1.000","0.00","0.41","10","10","0","1.000","0.00","0.32","1","1","43.81","-"
"19","Juuse Saros","NSH","1","58.7","48","47","1","0.979","1.02","2.70","4.09","16","15","1","0.938","1.02","1.80","10","10","0","1.000","0.00","0.68","21","21","0","1.000","0.00","0.67","0","8","30.06","10.00"
"14","Andrei Vasilevskiy","T.B","1","60","31","30","1","0.968","1.00","1.39","2.52","11","11","0","1.000","0.00","1.93","8","7","1","0.875","1.00","-0.46","12","12","0","1.000","0.00","0.38","0","4","31.65","21.00"
"12","Keith Kinkaid","NYR","1","60","29","28","1","0.966","1.00","1.24","2.95","7","6","1","0.857","1.00","0.23","5","5","0","1.000","0.00","0.34","14","14","0","1.000","0.00","0.44","3","10","47.59","19.00"
"18","Antti Raanta","ARI","1","60","28","27","1","0.964","1.00","1.16","2.07","7","6","1","0.857","1.00","0.23","13","13","0","1.000","0.00","0.88","8","8","0","1.000","0.00","0.25","2","1","30.25","8.00"
"25","Casey DeSmith","PIT","1","60","25","24","1","0.960","1.00","0.93","2.97","7","6","1","0.857","1.00","0.23","9","9","0","1.000","0.00","0.61","8","8","0","1.000","0.00","0.25","1","6","33.32","8.00"
"21","Ilya Sorokin","NYI","1","60","24","23","1","0.958","1.00","0.85","1.67","7","6","1","0.857","1.00","0.23","3","3","0","1.000","0.00","0.20","13","13","0","1.000","0.00","0.41","1","0","34.29","16.00"
"20","Elvis Merzlikins","CBJ","1","63.116666666667","37","35","2","0.946","1.90","0.85","2.7","9","7","2","0.778","1.90","-0.43","10","10","0","1.000","0.00","0.68","16","16","0","1.000","0.00","0.51","1","7","34.84","6.00"
"27","David Rittich","CGY","1","56.583333333333","33","31","2","0.939","2.12","0.54","2.78","8","8","0","1.000","0.00","1.40","12","11","1","0.917","1.06","-0.19","9","8","1","0.889","1.06","-0.71","4","4","43.18","20.00"
"2","Mike Smith","EDM","1","60","31","29","2","0.935","2.00","0.39","1.89","7","5","2","0.714","2.00","-0.78","8","8","0","1.000","0.00","0.54","14","14","0","1.000","0.00","0.44","1","2","38.68","9.00"
"7","James Reimer","CAR","1","65","31","29","2","0.935","1.85","0.39","1.65","4","4","0","1.000","0.00","0.70","8","7","1","0.875","0.92","-0.46","18","17","1","0.944","0.92","-0.43","0","1","39.32","27.50"
"22","Ville Husso","STL","1","60","31","29","2","0.935","2.00","0.39","3.01","12","10","2","0.833","2.00","0.10","10","10","0","1.000","0.00","0.68","7","7","0","1.000","0.00","0.22","2","6","33.97","25.00"
"17","Connor Hellebuyck","WPG","1","58.683333333333","36","33","3","0.917","3.07","-0.22","3.63","12","12","0","1.000","0.00","2.10","13","10","3","0.769","3.07","-2.12","9","9","0","1.000","0.00","0.29","3","6","35.11","29.67"
"24","Ilya Samsonov","WSH","1","58.4","24","22","2","0.917","2.05","-0.15","1.62","5","4","1","0.800","1.03","-0.13","8","7","1","0.875","1.03","-0.46","9","9","0","1.000","0.00","0.29","0","1","34.46","11.50"
"4","Thomas Greiss","DET","1","60","33","30","3","0.909","3.00","-0.46","2.11","8","6","2","0.750","2.00","-0.60","8","8","0","1.000","0.00","0.54","14","13","1","0.929","1.00","-0.56","1","4","40.79","30.33"
"8","Braden Holtby","VAN","1","65","40","36","4","0.900","3.69","-0.92","2.95","7","7","0","1.000","0.00","1.23","12","10","2","0.833","1.85","-1.19","20","18","2","0.900","1.85","-1.37","1","5","39.23","38.50"
"10","Scott Wedgewood","N.J","1","57.366666666667","29","26","3","0.897","3.14","-0.76","1.98","7","4","3","0.571","3.14","-1.78","8","8","0","1.000","0.00","0.54","13","13","0","1.000","0.00","0.41","1","1","34.31","11.33"
"13","Malcolm Subban","CHI","1","59.8","29","25","4","0.862","4.01","-1.76","2.48","11","8","3","0.727","3.01","-1.08","11","10","1","0.909","1.00","-0.26","7","7","0","1.000","0.00","0.22","0","4","27.90","17.00"
"16","Anthony Stolarz","ANA","1","40","14","12","2","0.857","3.00","-0.92","1.16","3","2","1","0.667","1.50","-0.48","4","3","1","0.750","1.50","-0.73","5","5","0","1.000","0.00","0.16","1","2","38.79","22.50"
"23","Kaapo Kahkonen","MIN","1","60","42","36","6","0.857","6.00","-2.76","2.36","4","2","2","0.500","2.00","-1.30","18","16","2","0.889","2.00","-0.78","20","18","2","0.900","2.00","-1.37","1","4","35.10","26.17"
"3","Devan Dubnyk","S.J","1","59.016666666667","20","16","4","0.800","4.07","-2.46","1.92","5","3","2","0.600","2.03","-1.13","6","5","1","0.833","1.02","-0.59","9","8","1","0.889","1.02","-0.71","0","2","31.80","27.75"
"1","Ryan Miller","ANA","1","20","14","11","3","0.786","9.00","-1.92","1.08","4","2","2","0.500","6.00","-1.30","5","5","0","1.000","0.00","0.34","5","4","1","0.800","3.00","-0.84","0","2","34.86","27.00"
"26","Carter Hart","PHI","1","60","28","22","6","0.786","6.00","-3.84","2.82","13","7","6","0.538","6.00","-3.73","6","6","0","1.000","0.00","0.41","8","8","0","1.000","0.00","0.25","1","4","29.93","12.50"
"6","Carey Price","MTL","1","65","18","14","4","0.778","3.69","-2.61","1.19","3","1","2","0.333","1.85","-1.48","5","4","1","0.800","0.92","-0.66","6","5","1","0.833","0.92","-0.81","1","0","45.83","22.75"
