"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"6","Thomas Greiss","NYI","1","59.866666666667","38","37","1","0.974","1.00","1.81","4.53","15","14","1","0.933","1.00","1.09","15","15","0","1.000","0.00","1.67","8","8","0","1.000","0.00","0.19","2","5","22.53","6.00"
"12","Anders Nilsson","OTT","1","59.7","39","38","1","0.974","1.01","1.88","2.19","7","7","0","1.000","0.00","0.98","10","10","0","1.000","0.00","1.11","18","17","1","0.944","1.01","-0.56","0","3","45.64","48.00"
"20","Juuse Saros","NSH","1","64.966666666667","32","31","1","0.969","0.92","1.36","3.33","7","6","1","0.857","0.92","-0.02","8","8","0","1.000","0.00","0.89","14","14","0","1.000","0.00","0.34","1","5","39.66","10.00"
"11","Martin Jones","S.J","1","64.283333333333","25","24","1","0.960","0.93","0.85","2.32","7","6","1","0.857","0.93","-0.02","6","6","0","1.000","0.00","0.67","10","10","0","1.000","0.00","0.24","1","4","41.80","8.00"
"22","Pavel Francouz","COL","1","60","41","39","2","0.951","2.00","1.03","2.16","5","4","1","0.800","1.00","-0.30","14","14","0","1.000","0.00","1.56","19","18","1","0.947","1.00","-0.54","0","5","39.83","31.00"
"4","Brian Elliott","PHI","1","65","40","38","2","0.950","1.85","0.95","3.1","11","10","1","0.909","0.92","0.54","9","8","1","0.889","0.92","0.00","18","18","0","1.000","0.00","0.44","0","4","33.93","16.50"
"15","Sergei Bobrovsky","FLA","1","58.1","36","34","2","0.944","2.07","0.66","3.65","15","14","1","0.933","1.03","1.09","9","8","1","0.889","1.03","0.00","12","12","0","1.000","0.00","0.29","3","2","28.28","28.50"
"7","Carey Price","MTL","1","59.533333333333","33","31","2","0.939","2.02","0.44","1.47","3","2","1","0.667","1.01","-0.58","5","4","1","0.800","1.01","-0.44","22","22","0","1.000","0.00","0.53","1","0","49.45","18.00"
"10","Braden Holtby","WSH","1","59.75","32","30","2","0.938","2.01","0.36","2.08","2","2","0","1.000","0.00","0.28","13","11","2","0.846","2.01","-0.56","16","16","0","1.000","0.00","0.39","0","1","42.09","27.50"
"16","Frederik Andersen","TOR","1","64.983333333333","32","30","2","0.938","1.85","0.36","2.5","8","7","1","0.875","0.92","0.12","10","9","1","0.900","0.92","0.11","12","12","0","1.000","0.00","0.29","3","3","37.97","21.00"
"3","Corey Crawford","CHI","1","65","31","29","2","0.935","1.85","0.29","2.33","14","12","2","0.857","1.85","-0.04","6","6","0","1.000","0.00","0.67","11","11","0","1.000","0.00","0.27","0","4","26.19","15.50"
"18","Matt Murray","PIT","1","64.833333333333","31","29","2","0.935","1.85","0.29","2.41","8","7","1","0.875","0.93","0.12","11","11","0","1.000","0.00","1.22","11","10","1","0.909","0.93","-0.73","3","1","35.10","24.50"
"17","Jordan Binnington","STL","1","62.716666666667","29","27","2","0.931","1.91","0.14","2.11","6","5","1","0.833","0.96","-0.16","9","8","1","0.889","0.96","0.00","10","10","0","1.000","0.00","0.24","2","3","47.90","19.00"
"1","Curtis McElhinney","T.B","1","60","43","40","3","0.930","3.00","0.17","2.84","8","6","2","0.750","2.00","-0.88","10","9","1","0.900","1.00","0.11","24","24","0","1.000","0.00","0.58","0","8","38.47","15.33"
"8","Jonathan Quick","L.A","1","58.55","37","34","3","0.919","3.07","-0.27","1.96","7","6","1","0.857","1.02","-0.02","8","7","1","0.875","1.02","-0.11","20","19","1","0.950","1.02","-0.52","1","3","44.73","38.00"
"5","Devan Dubnyk","MIN","1","60","35","32","3","0.914","3.00","-0.42","1.65","6","6","0","1.000","0.00","0.84","9","7","2","0.778","2.00","-1.00","19","18","1","0.947","1.00","-0.54","1","0","37.26","34.00"
"21","David Rittich","CGY","1","62.766666666667","28","25","3","0.893","2.87","-0.93","2.15","5","5","0","1.000","0.00","0.70","13","10","3","0.769","2.87","-1.56","8","8","0","1.000","0.00","0.19","3","3","40.64","23.67"
"19","Joonas Korpisalo","CBJ","1","58.433333333333","36","32","4","0.889","4.11","-1.34","2.57","7","7","0","1.000","0.00","0.98","10","6","4","0.600","4.11","-2.89","19","19","0","1.000","0.00","0.46","3","6","37.42","35.75"
"2","Marc-Andre Fleury","VGK","1","58.483333333333","33","29","4","0.879","4.10","-1.56","3.36","7","6","1","0.857","1.03","-0.02","7","5","2","0.714","2.05","-1.22","16","15","1","0.938","1.03","-0.61","0","3","36.45","25.00"
"14","Carter Hutton","BUF","1","56.3","40","35","5","0.875","5.33","-2.05","4.21","15","12","3","0.800","3.20","-0.91","9","8","1","0.889","1.07","0.00","15","14","1","0.933","1.07","-0.64","1","11","34.15","18.80"
"9","James Reimer","CAR","1","60","30","26","4","0.867","4.00","-1.79","2.13","9","5","4","0.556","4.00","-2.74","1","1","0","1.000","0.00","0.11","19","19","0","1.000","0.00","0.46","1","5","42.13","16.75"
"13","Darcy Kuemper","ARI","1","62.516666666667","24","20","4","0.833","3.84","-2.23","2.58","7","5","2","0.714","1.92","-1.02","6","5","1","0.833","0.96","-0.33","9","8","1","0.889","0.96","-0.78","1","5","36.33","28.75"
