"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"4","Pekka Rinne","NSH","1","59.4","31","31","0","1.000","0.00","2.75","3.18","13","13","0","1.000","0.00","1.97","5","5","0","1.000","0.00","0.60","9","9","0","1.000","0.00","0.34","2","5","45.45","-"
"20","Connor Hellebuyck","WPG","1","59.933333333333","24","24","0","1.000","0.00","2.13","1.97","6","6","0","1.000","0.00","0.91","4","4","0","1.000","0.00","0.48","14","14","0","1.000","0.00","0.52","0","3","30.96","-"
"13","Darcy Kuemper","ARI","1","65","38","37","1","0.974","0.92","2.37","2.83","10","9","1","0.900","0.92","0.52","5","5","0","1.000","0.00","0.60","21","21","0","1.000","0.00","0.79","1","6","35.45","12.00"
"17","Malcolm Subban","VGK","1","65","36","35","1","0.972","0.92","2.19","2.62","8","8","0","1.000","0.00","1.21","3","3","0","1.000","0.00","0.36","24","23","1","0.958","0.92","-0.10","0","5","39.94","23.00"
"11","Martin Jones","S.J","1","59.233333333333","34","33","1","0.971","1.01","2.01","2.89","9","9","0","1.000","0.00","1.37","13","12","1","0.923","1.01","0.57","12","12","0","1.000","0.00","0.45","1","5","29.35","36.00"
"23","Carter Hart","PHI","1","60","33","32","1","0.970","1.00","1.92","2.66","8","8","0","1.000","0.00","1.21","6","6","0","1.000","0.00","0.72","17","16","1","0.941","1.00","-0.36","0","4","39.67","42.00"
"8","Jake Allen","STL","1","60","32","31","1","0.969","1.00","1.83","2.93","10","10","0","1.000","0.00","1.52","11","11","0","1.000","0.00","1.33","10","9","1","0.900","1.00","-0.63","3","5","31.13","40.00"
"6","Ben Bishop","DAL","1","58.416666666667","39","37","2","0.949","2.05","1.46","4.33","16","15","1","0.938","1.03","1.43","3","3","0","1.000","0.00","0.36","18","17","1","0.944","1.03","-0.33","3","8","37.21","30.00"
"24","Pavel Francouz","COL","1","60","36","34","2","0.944","2.00","1.19","2.85","12","10","2","0.833","2.00","-0.18","9","9","0","1.000","0.00","1.08","14","14","0","1.000","0.00","0.52","2","4","29.36","8.00"
"7","Alex Stalock","MIN","1","60","35","33","2","0.943","2.00","1.10","2.31","6","6","0","1.000","0.00","0.91","9","7","2","0.778","2.00","-0.92","17","17","0","1.000","0.00","0.64","0","6","44.20","19.50"
"19","Joonas Korpisalo","CBJ","1","60","31","29","2","0.935","2.00","0.75","2.69","9","9","0","1.000","0.00","1.37","7","5","2","0.714","2.00","-1.16","12","12","0","1.000","0.00","0.45","3","3","39.97","36.50"
"3","Jaroslav Halak","BOS","1","61.2","28","26","2","0.929","1.96","0.48","2.12","4","3","1","0.750","0.98","-0.39","8","7","1","0.875","0.98","-0.04","15","15","0","1.000","0.00","0.56","2","1","37.54","16.50"
"10","Braden Holtby","WSH","1","62.983333333333","30","27","3","0.900","2.86","-0.34","3.38","8","7","1","0.875","0.95","0.21","11","10","1","0.909","0.95","0.33","8","7","1","0.875","0.95","-0.70","6","5","38.70","22.33"
"15","Petr Mrazek","CAR","1","60","28","25","3","0.893","3.00","-0.52","2.89","8","6","2","0.750","2.00","-0.79","7","6","1","0.857","1.00","-0.16","10","10","0","1.000","0.00","0.37","1","3","41.36","13.33"
"1","Henrik Lundqvist","NYR","1","61.666666666667","27","24","3","0.889","2.92","-0.61","1.73","6","4","2","0.667","1.95","-1.09","6","5","1","0.833","0.97","-0.28","13","13","0","1.000","0.00","0.49","1","1","41.56","17.33"
"18","Andrei Vasilevskiy","T.B","1","62.95","35","31","4","0.886","3.81","-0.90","3.45","11","10","1","0.909","0.95","0.67","9","7","2","0.778","1.91","-0.92","13","12","1","0.923","0.95","-0.51","4","9","31.60","26.00"
"21","Linus Ullmark","BUF","1","59.45","29","25","4","0.862","4.04","-1.43","2.85","11","9","2","0.818","2.02","-0.33","7","5","2","0.714","2.02","-1.16","11","11","0","1.000","0.00","0.41","2","2","27.93","17.25"
"22","Tristan Jarry","PIT","1","57.916666666667","29","25","4","0.862","4.14","-1.43","2.6","12","8","4","0.667","4.14","-2.18","7","7","0","1.000","0.00","0.84","10","10","0","1.000","0.00","0.37","1","2","28.59","17.00"
"9","Michael Hutchinson","TOR","1","58.133333333333","35","30","5","0.857","5.16","-1.90","2.14","10","8","2","0.800","2.06","-0.48","13","11","2","0.846","2.06","-0.43","11","10","1","0.909","1.03","-0.59","2","1","31.60","24.60"
"16","John Gibson","ANA","1","60","20","17","3","0.850","3.00","-1.23","1.83","7","6","1","0.857","1.00","0.06","5","4","1","0.800","1.00","-0.40","8","7","1","0.875","1.00","-0.70","2","0","31.60","30.00"
"14","Calvin Pickard","DET","1","59.683333333333","35","29","6","0.829","6.03","-2.90","3.55","13","8","5","0.615","5.03","-3.03","5","4","1","0.800","1.01","-0.40","16","16","0","1.000","0.00","0.60","0","9","35.20","8.00"
"5","Jonathan Quick","L.A","1","59.933333333333","22","18","4","0.818","4.00","-2.05","2.26","9","8","1","0.889","1.00","0.37","5","4","1","0.800","1.00","-0.40","8","6","2","0.750","2.00","-1.70","2","2","24.86","24.50"
"12","Anders Nilsson","OTT","1","60","35","28","7","0.800","7.00","-3.90","2.14","11","5","6","0.455","6.00","-4.33","4","4","0","1.000","0.00","0.48","19","18","1","0.947","1.00","-0.29","1","4","39.09","12.86"
"2","Corey Crawford","CHI","1","59.9","23","18","5","0.783","5.01","-2.96","1.67","7","5","2","0.714","2.00","-0.94","4","2","2","0.500","2.00","-1.52","11","10","1","0.909","1.00","-0.59","1","1","32.22","20.80"
