"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Anton Khudobin","DAL","1","59.833333333333","33","33","0","1.000","0.00","2.88","3.19","9","9","0","1.000","0.00","1.98","9","9","0","1.000","0.00","0.68","15","15","0","1.000","0.00","0.15","2","3","32.76","-"
"16","Kaapo Kahkonen","MIN","1","40","17","17","0","1.000","0.00","1.48","0.84","3","3","0","1.000","0.00","0.66","3","3","0","1.000","0.00","0.23","9","9","0","1.000","0.00","0.09","1","3","50.88","-"
"18","Kevin Lankinen","CHI","1","59.8","31","30","1","0.968","1.00","1.70","2.76","8","8","0","1.000","0.00","1.76","8","7","1","0.875","1.00","-0.40","15","15","0","1.000","0.00","0.15","1","4","28.03","19.00"
"9","Philipp Grubauer","COL","1","61.433333333333","38","36","2","0.947","1.95","1.31","3.36","13","12","1","0.923","0.98","1.86","11","10","1","0.909","0.98","-0.18","14","14","0","1.000","0.00","0.14","2","4","29.66","27.50"
"10","Frederik Andersen","TOR","1","59.85","32","30","2","0.938","2.01","0.79","2.41","10","8","2","0.800","2.01","0.20","8","8","0","1.000","0.00","0.60","13","13","0","1.000","0.00","0.13","0","3","31.09","12.50"
"7","Darcy Kuemper","ARI","1","60","31","29","2","0.935","2.00","0.70","2.49","7","6","1","0.857","1.00","0.54","8","7","1","0.875","1.00","-0.40","15","15","0","1.000","0.00","0.15","1","4","34.58","15.50"
"1","Devan Dubnyk","S.J","1","59.033333333333","27","25","2","0.926","2.03","0.35","1.39","6","4","2","0.667","2.03","-0.68","3","3","0","1.000","0.00","0.23","17","17","0","1.000","0.00","0.17","1","2","37.07","8.50"
"8","Cam Talbot","MIN","1","20","12","11","1","0.917","3.00","0.05","1.09","3","2","1","0.667","3.00","-0.34","5","5","0","1.000","0.00","0.38","3","3","0","1.000","0.00","0.03","2","0","32.50","19.00"
"14","Tristan Jarry","PIT","1","65","34","31","3","0.912","2.77","-0.04","2.82","10","8","2","0.800","1.85","0.20","8","8","0","1.000","0.00","0.60","16","15","1","0.938","0.92","-0.84","2","4","33.15","24.00"
"11","John Gibson","ANA","1","61.2","32","29","3","0.906","2.94","-0.21","3.32","16","13","3","0.813","2.94","0.52","4","4","0","1.000","0.00","0.30","11","11","0","1.000","0.00","0.11","1","8","27.03","12.33"
"12","Linus Ullmark","BUF","1","65","32","29","3","0.906","2.77","-0.21","1.99","6","4","2","0.667","1.85","-0.68","6","5","1","0.833","0.92","-0.55","17","17","0","1.000","0.00","0.17","2","4","48.78","17.33"
"17","Igor Shesterkin","NYR","1","64.883333333333","29","26","3","0.897","2.77","-0.47","2.68","11","8","3","0.727","2.77","-0.58","8","8","0","1.000","0.00","0.60","8","8","0","1.000","0.00","0.08","1","5","36.07","11.33"
"5","Mikko Koskinen","EDM","1","58.233333333333","28","25","3","0.893","3.09","-0.56","1.95","7","7","0","1.000","0.00","1.54","13","10","3","0.769","3.09","-2.03","8","8","0","1.000","0.00","0.08","3","2","31.46","22.67"
"2","Thomas Greiss","DET","1","59.566666666667","27","24","3","0.889","3.02","-0.65","2.09","8","6","2","0.750","2.01","-0.24","8","8","0","1.000","0.00","0.60","9","8","1","0.889","1.01","-0.91","0","3","36.44","26.67"
"15","Vitek Vanecek","WSH","1","64.95","27","24","3","0.889","2.77","-0.65","2.05","7","4","3","0.571","2.77","-1.46","6","6","0","1.000","0.00","0.45","11","11","0","1.000","0.00","0.11","2","1","45.44","20.33"
"6","Robin Lehner","VGK","1","59.783333333333","25","21","4","0.840","4.01","-1.82","1.87","7","4","3","0.571","3.01","-1.46","6","5","1","0.833","1.00","-0.55","10","10","0","1.000","0.00","0.10","3","1","42.00","19.00"
"4","Pekka Rinne","NSH","1","20","8","6","2","0.750","6.00","-1.30","0.72","4","2","2","0.500","6.00","-1.12","2","2","0","1.000","0.00","0.15","2","2","0","1.000","0.00","0.02","0","0","22.75","12.00"
"13","Juuse Saros","NSH","1","39.95","19","14","5","0.737","7.51","-3.34","1.95","6","2","4","0.333","6.01","-2.68","4","3","1","0.750","1.50","-0.70","8","8","0","1.000","0.00","0.08","1","1","32.74","13.20"
