"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"8","Frederik Andersen","TOR","1","59.983333333333","24","24","0","1.000","0.00","2.17","1.59","5","5","0","1.000","0.00","0.65","7","7","0","1.000","0.00","0.85","11","11","0","1.000","0.00","0.64","0","0","38.88","-"
"10","Jordan Binnington","STL","1","59.95","14","14","0","1.000","0.00","1.27","1.7","7","7","0","1.000","0.00","0.91","3","3","0","1.000","0.00","0.37","1","1","0","1.000","0.00","0.06","3","2","32.79","-"
"13","Antti Raanta","ARI","1","57.783333333333","46","45","1","0.978","1.04","3.16","3.56","14","13","1","0.929","1.04","0.82","11","11","0","1.000","0.00","1.34","20","20","0","1.000","0.00","1.17","1","3","35.93","10.00"
"16","Mackenzie Blackwood","N.J","1","60","37","36","1","0.973","1.00","2.35","2.97","12","12","0","1.000","0.00","1.56","9","9","0","1.000","0.00","1.10","14","13","1","0.929","1.00","-0.18","3","4","39.41","67.00"
"9","Laurent Brossoit","WPG","1","60","30","29","1","0.967","1.00","1.72","2.48","3","3","0","1.000","0.00","0.39","8","7","1","0.875","1.00","-0.02","19","19","0","1.000","0.00","1.11","1","2","35.10","25.00"
"6","Martin Jones","S.J","1","59.583333333333","25","23","2","0.920","2.01","0.26","1.86","5","4","1","0.800","1.01","-0.35","9","9","0","1.000","0.00","1.10","9","8","1","0.889","1.01","-0.48","0","0","43.36","33.00"
"3","Carey Price","MTL","1","60.966666666667","32","29","3","0.906","2.95","-0.10","2.22","12","10","2","0.833","1.97","-0.44","5","5","0","1.000","0.00","0.61","11","10","1","0.909","0.98","-0.36","0","2","36.44","17.00"
"2","Brian Elliott","PHI","1","63.85","31","28","3","0.903","2.82","-0.19","2.09","7","5","2","0.714","1.88","-1.09","5","5","0","1.000","0.00","0.61","18","17","1","0.944","0.94","0.05","2","1","32.03","10.00"
"1","Marc-Andre Fleury","VGK","1","59.9","27","24","3","0.889","3.01","-0.56","2.28","4","4","0","1.000","0.00","0.52","9","9","0","1.000","0.00","1.10","13","10","3","0.769","3.01","-2.24","2","2","33.00","27.33"
"15","Elvis Merzlikins","CBJ","1","63.85","33","29","4","0.879","3.76","-1.01","2.44","7","6","1","0.857","0.94","-0.09","4","2","2","0.500","1.88","-1.51","20","19","1","0.950","0.94","0.17","1","3","34.33","26.75"
"5","Braden Holtby","WSH","1","59.516666666667","32","28","4","0.875","4.03","-1.10","3.17","9","8","1","0.889","1.01","0.17","6","4","2","0.667","2.02","-1.27","13","12","1","0.923","1.01","-0.24","2","4","45.28","35.00"
"7","Sergei Bobrovsky","FLA","1","59.1","40","35","5","0.875","5.08","-1.38","4.87","16","13","3","0.813","3.05","-0.92","9","8","1","0.889","1.02","0.10","13","12","1","0.923","1.02","-0.24","2","9","32.63","26.20"
"12","Matt Murray","PIT","1","60","30","26","4","0.867","4.00","-1.28","2.88","8","7","1","0.875","1.00","0.04","13","11","2","0.846","2.00","-0.41","9","8","1","0.889","1.00","-0.48","0","2","31.57","31.50"
"4","Jonathan Quick","L.A","1","59.833333333333","29","25","4","0.862","4.01","-1.37","2.39","4","4","0","1.000","0.00","0.52","13","9","4","0.692","4.01","-2.41","9","9","0","1.000","0.00","0.52","4","2","43.38","29.50"
"14","Marcus Hogberg","OTT","1","59.866666666667","34","29","5","0.853","5.01","-1.92","2.92","7","4","3","0.571","3.01","-2.09","12","10","2","0.833","2.00","-0.53","14","14","0","1.000","0.00","0.82","0","4","37.71","18.00"
"11","Andrei Vasilevskiy","T.B","1","57.466666666667","33","28","5","0.848","5.22","-2.01","3.15","11","9","2","0.818","2.09","-0.57","8","6","2","0.750","2.09","-1.02","12","11","1","0.917","1.04","-0.30","1","6","36.18","26.80"
