"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"14","Keith Kinkaid","NYR","1","60","18","18","0","1.000","0.00","1.62","0.97","0","0","0","-","0.00","0.00","8","8","0","1.000","0.00","1.01","8","8","0","1.000","0.00","0.20","0","0","47.56","-"
"22","Casey DeSmith","PIT","1","60","24","24","0","1.000","0.00","2.17","1.85","4","4","0","1.000","0.00","0.68","6","6","0","1.000","0.00","0.76","11","11","0","1.000","0.00","0.28","2","2","40.42","-"
"2","Marc-Andre Fleury","VGK","1","59.866666666667","35","34","1","0.971","1.00","2.16","2.35","7","6","1","0.857","1.00","0.19","8","8","0","1.000","0.00","1.01","14","14","0","1.000","0.00","0.36","1","5","40.37","14.00"
"17","Thatcher Demko","VAN","1","59.85","35","34","1","0.971","1.00","2.16","3.34","6","6","0","1.000","0.00","1.02","12","12","0","1.000","0.00","1.51","16","15","1","0.938","1.00","-0.59","1","7","32.97","20.00"
"11","Carter Hutton","BUF","1","58.15","32","31","1","0.969","1.03","1.89","2.86","9","8","1","0.889","1.03","0.53","7","7","0","1.000","0.00","0.88","15","15","0","1.000","0.00","0.38","1","3","35.25","8.00"
"9","Martin Jones","S.J","1","59.866666666667","27","26","1","0.963","1.00","1.44","2.3","6","6","0","1.000","0.00","1.02","8","7","1","0.875","1.00","0.01","9","9","0","1.000","0.00","0.23","1","2","43.26","18.00"
"8","Jacob Markstrom","CGY","1","59.6","25","24","1","0.960","1.01","1.26","1.6","4","4","0","1.000","0.00","0.68","7","6","1","0.857","1.01","-0.12","13","13","0","1.000","0.00","0.33","2","0","39.24","28.00"
"12","Sergei Bobrovsky","FLA","1","60","32","30","2","0.938","2.00","0.89","3.08","9","9","0","1.000","0.00","1.53","13","11","2","0.846","2.00","-0.36","9","9","0","1.000","0.00","0.23","0","4","35.97","35.50"
"7","Semyon Varlamov","NYI","1","60","28","26","2","0.929","2.00","0.53","2.65","7","6","1","0.857","1.00","0.19","6","5","1","0.833","1.00","-0.24","15","15","0","1.000","0.00","0.38","1","4","34.21","32.00"
"10","Mikko Koskinen","EDM","1","58.216666666667","28","26","2","0.929","2.06","0.53","2.83","8","7","1","0.875","1.03","0.36","10","9","1","0.900","1.03","0.26","8","8","0","1.000","0.00","0.20","0","8","37.93","18.50"
"6","Carey Price","MTL","1","57.016666666667","36","33","3","0.917","3.16","0.25","2.98","11","10","1","0.909","1.05","0.86","13","11","2","0.846","2.10","-0.36","10","10","0","1.000","0.00","0.26","2","6","34.33","16.00"
"1","Ryan Miller","ANA","1","57.216666666667","33","30","3","0.909","3.15","-0.02","3.2","13","11","2","0.846","2.10","0.20","9","8","1","0.889","1.05","0.14","8","8","0","1.000","0.00","0.20","0","2","31.09","16.33"
"15","Laurent Brossoit","WPG","1","60","22","20","2","0.909","2.00","-0.01","2.21","7","7","0","1.000","0.00","1.19","10","8","2","0.800","2.00","-0.74","5","5","0","1.000","0.00","0.13","0","2","28.45","33.00"
"16","Andrei Vasilevskiy","T.B","1","60","31","28","3","0.903","3.00","-0.20","2.37","9","8","1","0.889","1.00","0.53","12","10","2","0.833","2.00","-0.49","10","10","0","1.000","0.00","0.26","1","1","32.29","20.33"
"18","Elvis Merzlikins","CBJ","1","64.916666666667","30","27","3","0.900","2.77","-0.29","2.47","5","4","1","0.800","0.92","-0.15","9","7","2","0.778","1.85","-0.86","15","15","0","1.000","0.00","0.38","3","6","40.57","30.00"
"20","Mackenzie Blackwood","N.J","1","58.216666666667","29","26","3","0.897","3.09","-0.38","2.64","5","2","3","0.400","3.09","-2.15","13","13","0","1.000","0.00","1.64","11","11","0","1.000","0.00","0.28","1","2","29.21","18.33"
"25","Kevin Lankinen","CHI","1","58.833333333333","35","31","4","0.886","4.08","-0.84","2.92","14","10","4","0.714","4.08","-1.63","8","8","0","1.000","0.00","1.01","11","11","0","1.000","0.00","0.28","0","3","32.17","21.00"
"3","Jaroslav Halak","BOS","1","60","33","29","4","0.879","4.00","-1.02","2.93","10","9","1","0.900","1.00","0.69","8","6","2","0.750","2.00","-0.99","11","10","1","0.909","1.00","-0.72","3","3","41.58","36.00"
"21","Ilya Samsonov","WSH","1","60","32","28","4","0.875","4.00","-1.11","2.22","7","6","1","0.857","1.00","0.19","6","5","1","0.833","1.00","-0.24","17","15","2","0.882","2.00","-1.57","1","7","42.78","40.00"
"23","Carter Hart","PHI","1","33.666666666667","13","11","2","0.846","3.56","-0.83","1.23","3","2","1","0.667","1.78","-0.49","5","5","0","1.000","0.00","0.63","4","3","1","0.750","1.78","-0.90","0","4","34.46","25.00"
"24","Jake Oettinger","DAL","1","64.916666666667","26","22","4","0.846","3.70","-1.65","2.48","8","6","2","0.750","1.85","-0.64","7","6","1","0.857","0.92","-0.12","9","8","1","0.889","0.92","-0.77","0","6","34.50","20.25"
"13","Frederik Andersen","TOR","1","59.85","32","27","5","0.844","5.01","-2.11","2.8","11","8","3","0.727","3.01","-1.14","7","5","2","0.714","2.01","-1.12","13","13","0","1.000","0.00","0.33","3","0","36.22","20.60"
"19","Ville Husso","STL","1","55.95","25","21","4","0.840","4.29","-1.74","1.8","3","2","1","0.667","1.07","-0.49","7","4","3","0.571","3.22","-2.12","13","13","0","1.000","0.00","0.33","1","3","39.96","24.75"
"5","Pekka Rinne","NSH","1","58.433333333333","27","22","5","0.815","5.13","-2.56","1.92","8","5","3","0.625","3.08","-1.64","6","5","1","0.833","1.03","-0.24","13","12","1","0.923","1.03","-0.67","0","2","32.26","24.60"
"4","Brian Elliott","PHI","1","23.083333333333","10","7","3","0.700","7.80","-2.10","0.75","3","1","2","0.333","5.20","-1.49","1","0","1","0.000","2.60","-0.87","6","6","0","1.000","0.00","0.15","1","2","37.80","19.00"
