"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Brian Elliott","PHI","1","59.566666666667","19","19","0","1.000","0.00","1.69","1.83","4","4","0","1.000","0.00","0.65","3","3","0","1.000","0.00","0.31","10","10","0","1.000","0.00","0.28","0","6","45.37","-"
"4","Thomas Greiss","NYI","1","59.383333333333","42","40","2","0.952","2.02","1.74","4.25","15","13","2","0.867","2.02","0.42","7","7","0","1.000","0.00","0.72","18","18","0","1.000","0.00","0.50","0","5","33.26","15.00"
"7","Petr Mrazek","CAR","1","59.95","17","16","1","0.941","1.00","0.51","2.19","7","6","1","0.857","1.00","0.13","4","4","0","1.000","0.00","0.41","5","5","0","1.000","0.00","0.14","1","4","31.35","14.00"
"2","Jaroslav Halak","BOS","1","60","29","27","2","0.931","2.00","0.58","1.29","5","5","0","1.000","0.00","0.81","7","6","1","0.857","1.00","-0.28","15","14","1","0.933","1.00","-0.58","1","1","38.93","28.00"
"9","Tristan Jarry","PIT","1","59.766666666667","29","27","2","0.931","2.01","0.58","1.98","5","3","2","0.600","2.01","-1.19","6","6","0","1.000","0.00","0.62","16","16","0","1.000","0.00","0.45","1","4","48.83","8.00"
"1","Marc-Andre Fleury","VGK","1","58.3","37","34","3","0.919","3.09","0.29","2.42","8","7","1","0.875","1.03","0.29","12","11","1","0.917","1.03","0.24","16","15","1","0.938","1.03","-0.55","1","4","39.84","35.00"
"6","Sergei Bobrovsky","FLA","1","60","35","32","3","0.914","3.00","0.11","3.62","16","15","1","0.938","1.00","1.58","10","8","2","0.800","2.00","-0.97","9","9","0","1.000","0.00","0.25","0","5","23.89","16.67"
"8","Connor Hellebuyck","WPG","1","56.4","29","25","4","0.862","4.26","-1.42","4.42","18","14","4","0.778","4.26","-1.10","2","2","0","1.000","0.00","0.21","7","7","0","1.000","0.00","0.20","1","7","23.48","7.25"
"5","Robin Lehner","CHI","1","58.816666666667","26","22","4","0.846","4.08","-1.69","2.01","8","6","2","0.750","2.04","-0.71","11","9","2","0.818","2.04","-0.87","6","6","0","1.000","0.00","0.17","3","2","30.46","14.00"
"10","Alexandar Georgiev","NYR","1","55.283333333333","18","14","4","0.778","4.34","-2.40","2.13","7","5","2","0.714","2.17","-0.87","6","5","1","0.833","1.09","-0.38","5","4","1","0.800","1.09","-0.86","1","2","27.83","23.75"
