"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"6","Ilya Sorokin","NYI","1","60","20","20","0","1.000","0.00","1.53","1.81","6","6","0","1.000","0.00","0.76","6","6","0","1.000","0.00","0.85","7","7","0","1.000","0.00","0.17","1","2","35.35","-"
"11","Carter Hart","PHI","1","60","28","28","0","1.000","0.00","2.15","2.35","8","8","0","1.000","0.00","1.01","5","5","0","1.000","0.00","0.71","14","14","0","1.000","0.00","0.34","1","4","35.46","-"
"4","Juuse Saros","NSH","1","60","29","28","1","0.966","1.00","1.22","1.39","5","5","0","1.000","0.00","0.63","8","8","0","1.000","0.00","1.13","15","14","1","0.933","1.00","-0.63","1","2","37.93","19.00"
"13","Kevin Lankinen","CHI","1","60","46","44","2","0.957","2.00","1.53","2.46","7","6","1","0.857","1.00","-0.11","11","11","0","1.000","0.00","1.55","25","24","1","0.960","1.00","-0.39","4","3","39.67","25.00"
"2","Tuukka Rask","BOS","1","60","21","20","1","0.952","1.00","0.61","1.85","3","3","0","1.000","0.00","0.38","4","3","1","0.750","1.00","-0.44","12","12","0","1.000","0.00","0.29","0","4","41.29","27.00"
"12","Alexandar Georgiev","NYR","1","45.416666666667","33","31","2","0.939","2.64","0.53","2.12","7","7","0","1.000","0.00","0.89","6","5","1","0.833","1.32","-0.15","18","17","1","0.944","1.32","-0.56","1","3","40.09","39.00"
"10","Casey DeSmith","PIT","1","58.4","30","28","2","0.933","2.05","0.30","3.51","13","12","1","0.923","1.03","0.64","9","8","1","0.889","1.03","0.27","8","8","0","1.000","0.00","0.20","1","7","21.70","24.00"
"5","Jonas Johansson","BUF","1","60","38","35","3","0.921","3.00","-0.09","3.1","12","11","1","0.917","1.00","0.52","9","7","2","0.778","2.00","-0.73","12","12","0","1.000","0.00","0.29","2","4","40.26","20.67"
"9","Ilya Samsonov","WSH","1","60","21","19","2","0.905","2.00","-0.39","1.84","3","3","0","1.000","0.00","0.38","5","4","1","0.800","1.00","-0.29","13","12","1","0.923","1.00","-0.68","0","2","39.76","51.00"
"3","Joonas Korpisalo","CBJ","1","58.8","29","26","3","0.897","3.06","-0.78","2.15","8","6","2","0.750","2.04","-0.99","6","5","1","0.833","1.02","-0.15","14","14","0","1.000","0.00","0.34","1","1","36.52","14.00"
"8","Mackenzie Blackwood","N.J","1","58.216666666667","23","20","3","0.870","3.09","-1.24","1.92","7","5","2","0.714","2.06","-1.11","3","2","1","0.667","1.03","-0.58","13","13","0","1.000","0.00","0.32","0","2","34.87","19.33"
"1","Thomas Greiss","DET","1","60","32","25","7","0.781","7.00","-4.55","2.55","7","4","3","0.571","3.00","-2.11","13","9","4","0.692","4.00","-2.16","11","11","0","1.000","0.00","0.27","4","2","29.13","22.86"
"7","Igor Shesterkin","NYR","1","13.316666666667","2","1","1","0.500","4.51","-0.85","0.12","1","0","1","0.000","4.51","-0.87","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.02","0","0","35.50","11.00"
