"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"4","Semyon Varlamov","NYI","1","60","24","24","0","1.000","0.00","2.23","1.68","7","7","0","1.000","0.00","1.48","7","7","0","1.000","0.00","0.65","9","9","0","1.000","0.00","0.19","0","1","31.25","-"
"12","Petr Mrazek","CAR","1","60","14","14","0","1.000","0.00","1.30","1.67","6","6","0","1.000","0.00","1.27","1","1","0","1.000","0.00","0.09","7","7","0","1.000","0.00","0.14","0","2","28.07","-"
"16","Juuse Saros","NSH","1","60","30","29","1","0.967","1.00","1.79","1.61","5","4","1","0.800","1.00","0.06","7","7","0","1.000","0.00","0.65","16","16","0","1.000","0.00","0.33","1","1","37.53","14.00"
"1","Thomas Greiss","DET","1","58.866666666667","42","40","2","0.952","2.04","1.91","3.02","8","6","2","0.750","2.04","-0.31","14","14","0","1.000","0.00","1.30","15","15","0","1.000","0.00","0.31","3","2","35.98","10.50"
"7","Mikko Koskinen","EDM","1","60","40","38","2","0.950","2.00","1.72","3.7","9","8","1","0.889","1.00","0.91","10","9","1","0.900","1.00","-0.07","19","19","0","1.000","0.00","0.39","2","8","35.38","34.50"
"14","Joonas Korpisalo","CBJ","1","58.55","34","32","2","0.941","2.05","1.16","2.52","8","8","0","1.000","0.00","1.69","10","8","2","0.800","2.05","-1.07","15","15","0","1.000","0.00","0.31","2","4","32.91","31.50"
"6","Martin Jones","S.J","1","63.9","37","34","3","0.919","2.82","0.44","4.55","19","17","2","0.895","1.88","2.02","7","7","0","1.000","0.00","0.65","11","10","1","0.909","0.94","-0.77","1","9","25.59","22.00"
"9","Darcy Kuemper","ARI","1","63","35","32","3","0.914","2.86","0.26","3.29","11","8","3","0.727","2.86","-0.67","8","8","0","1.000","0.00","0.74","13","13","0","1.000","0.00","0.27","1","7","41.57","10.67"
"11","Cam Talbot","MIN","1","63.783333333333","34","31","3","0.912","2.82","0.16","2.9","8","6","2","0.750","1.88","-0.31","8","7","1","0.875","0.94","-0.26","15","15","0","1.000","0.00","0.31","0","6","39.94","6.00"
"2","Tuukka Rask","BOS","1","65","22","20","2","0.909","1.85","0.05","2.52","12","11","1","0.917","0.92","1.54","3","3","0","1.000","0.00","0.28","5","4","1","0.800","0.92","-0.90","2","1","33.45","38.50"
"8","Robin Lehner","VGK","1","60","22","20","2","0.909","2.00","0.05","1.67","5","3","2","0.600","2.00","-0.94","7","7","0","1.000","0.00","0.65","8","8","0","1.000","0.00","0.17","1","1","35.05","11.00"
"17","Thatcher Demko","VAN","1","59.866666666667","46","41","5","0.891","5.01","-0.72","4.14","16","11","5","0.688","5.01","-1.61","10","10","0","1.000","0.00","0.93","18","18","0","1.000","0.00","0.37","2","3","28.30","9.80"
"15","Connor Hellebuyck","WPG","1","61.3","26","23","3","0.885","2.94","-0.58","1.66","4","3","1","0.750","0.98","-0.15","8","6","2","0.750","1.96","-1.26","11","11","0","1.000","0.00","0.23","1","2","45.04","20.33"
"5","Jacob Markstrom","CGY","1","61.3","34","30","4","0.882","3.92","-0.84","2.75","8","7","1","0.875","0.98","0.69","12","10","2","0.833","1.96","-0.89","14","13","1","0.929","0.98","-0.71","1","5","31.76","24.75"
"18","Igor Shesterkin","NYR","1","59.916666666667","33","29","4","0.879","4.01","-0.93","3.37","12","10","2","0.833","2.00","0.54","8","6","2","0.750","2.00","-1.26","11","11","0","1.000","0.00","0.23","1","3","34.94","19.00"
"13","John Gibson","ANA","1","57.483333333333","28","24","4","0.857","4.18","-1.39","2.04","12","8","4","0.667","4.18","-1.46","6","6","0","1.000","0.00","0.56","10","10","0","1.000","0.00","0.21","3","2","31.79","16.50"
"3","Jonathan Quick","L.A","1","63.783333333333","27","23","4","0.852","3.76","-1.49","2.45","8","6","2","0.750","1.88","-0.31","6","4","2","0.667","1.88","-1.44","13","13","0","1.000","0.00","0.27","0","2","33.15","20.25"
"20","Ilya Samsonov","WSH","1","60","26","22","4","0.846","4.00","-1.58","1.78","7","5","2","0.714","2.00","-0.52","7","6","1","0.857","1.00","-0.35","12","11","1","0.917","1.00","-0.75","0","3","32.27","21.00"
"10","Carter Hutton","BUF","1","58.6","27","22","5","0.815","5.12","-2.49","1.78","3","0","3","0.000","3.07","-2.36","8","7","1","0.875","1.02","-0.26","16","15","1","0.938","1.02","-0.67","0","1","38.07","25.60"
"19","Mackenzie Blackwood","N.J","1","65","10","8","2","0.800","1.85","-1.07","1.01","2","0","2","0.000","1.85","-1.58","4","4","0","1.000","0.00","0.37","4","4","0","1.000","0.00","0.08","0","0","36.50","6.00"
