"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Pekka Rinne","NSH","1","60","26","26","0","1.000","0.00","2.88","1.96","8","8","0","1.000","0.00","1.72","4","4","0","1.000","0.00","0.47","11","11","0","1.000","0.00","0.30","2","2","35.35","-"
"6","Ben Bishop","DAL","1","60","30","29","1","0.967","1.00","2.32","2.17","4","3","1","0.750","1.00","-0.14","11","11","0","1.000","0.00","1.28","13","13","0","1.000","0.00","0.35","1","3","39.77","7.00"
"2","Brian Elliott","PHI","1","60","24","23","1","0.958","1.00","1.66","2.37","10","9","1","0.900","1.00","1.15","8","8","0","1.000","0.00","0.93","5","5","0","1.000","0.00","0.14","1","2","26.13","8.00"
"19","Aaron Dell","S.J","1","60","37","35","2","0.946","2.00","2.10","3.31","16","14","2","0.875","2.00","1.44","10","10","0","1.000","0.00","1.17","10","10","0","1.000","0.00","0.27","4","5","30.68","15.00"
"1","Henrik Lundqvist","NYR","1","59.95","33","31","2","0.939","2.00","1.65","2.6","7","7","0","1.000","0.00","1.51","11","10","1","0.909","1.00","0.28","13","12","1","0.923","1.00","-0.65","5","2","42.45","39.00"
"16","Jordan Binnington","STL","1","59.683333333333","33","31","2","0.939","2.01","1.65","2.06","9","8","1","0.889","1.01","0.94","10","9","1","0.900","1.01","0.17","11","11","0","1.000","0.00","0.30","1","2","40.15","11.50"
"17","John Gibson","ANA","1","57.633333333333","29","27","2","0.931","2.08","1.21","2.87","9","7","2","0.778","2.08","-0.06","9","9","0","1.000","0.00","1.05","9","9","0","1.000","0.00","0.24","3","3","40.59","12.50"
"8","Semyon Varlamov","NYI","1","60","23","21","2","0.913","2.00","0.55","2.5","6","4","2","0.667","2.00","-0.71","11","11","0","1.000","0.00","1.28","5","5","0","1.000","0.00","0.14","1","3","33.22","12.50"
"9","Braden Holtby","WSH","1","61.3","40","36","4","0.900","3.92","0.43","3.05","15","14","1","0.933","0.98","2.23","10","7","3","0.700","2.94","-1.83","13","13","0","1.000","0.00","0.35","0","5","33.78","20.00"
"10","Mikko Koskinen","EDM","1","61.116666666667","28","25","3","0.893","2.95","0.10","2.01","3","3","0","1.000","0.00","0.65","11","9","2","0.818","1.96","-0.72","10","9","1","0.900","0.98","-0.73","2","3","40.18","27.67"
"5","Jonathan Quick","L.A","1","57.9","34","30","4","0.882","4.15","-0.24","2.59","8","7","1","0.875","1.04","0.72","12","9","3","0.750","3.11","-1.60","13","13","0","1.000","0.00","0.35","3","1","30.03","21.50"
"18","Joonas Korpisalo","CBJ","1","63.466666666667","24","21","3","0.875","2.84","-0.34","2.15","7","4","3","0.571","2.84","-1.49","6","6","0","1.000","0.00","0.70","10","10","0","1.000","0.00","0.27","2","2","35.42","14.33"
"15","Petr Mrazek","CAR","1","63.466666666667","31","27","4","0.871","3.78","-0.57","2.24","8","6","2","0.750","1.89","-0.28","12","11","1","0.917","0.95","0.40","9","8","1","0.889","0.95","-0.76","1","2","30.61","14.75"
"12","Darcy Kuemper","ARI","1","58.566666666667","21","18","3","0.857","3.07","-0.68","1.74","10","7","3","0.700","3.07","-0.85","4","4","0","1.000","0.00","0.47","6","6","0","1.000","0.00","0.16","0","0","30.67","10.67"
"4","Carey Price","MTL","1","57.433333333333","23","19","4","0.826","4.18","-1.45","1.84","7","4","3","0.571","3.13","-1.49","5","4","1","0.800","1.04","-0.42","11","11","0","1.000","0.00","0.30","2","2","37.52","15.50"
"11","Robin Lehner","CHI","1","60","23","19","4","0.826","4.00","-1.45","2.31","10","6","4","0.600","4.00","-1.85","5","5","0","1.000","0.00","0.58","7","7","0","1.000","0.00","0.19","0","2","28.30","10.25"
"7","Alex Stalock","MIN","1","59.916666666667","21","17","4","0.810","4.01","-1.68","1.58","7","5","2","0.714","2.00","-0.49","3","2","1","0.667","1.00","-0.65","11","10","1","0.909","1.00","-0.70","2","1","34.57","25.75"
"14","Sergei Bobrovsky","FLA","1","64.616666666667","24","19","5","0.792","4.64","-2.34","2.59","14","10","4","0.714","3.71","-0.99","6","5","1","0.833","0.93","-0.30","4","4","0","1.000","0.00","0.11","1","0","20.79","15.60"
"20","David Rittich","CGY","1","65","23","18","5","0.783","4.62","-2.45","2.3","7","5","2","0.714","1.85","-0.49","10","7","3","0.700","2.77","-1.83","6","6","0","1.000","0.00","0.16","3","3","27.87","27.00"
"13","Carter Hutton","BUF","1","59.116666666667","24","18","6","0.750","6.09","-3.34","1.83","7","4","3","0.571","3.04","-1.49","5","3","2","0.600","2.03","-1.42","7","6","1","0.857","1.01","-0.81","2","1","43.54","14.83"
