"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"10","John Gibson","ANA","1","50.016666666667","26","26","0","1.000","0.00","2.04","2.31","4","4","0","1.000","0.00","0.47","12","12","0","1.000","0.00","1.32","8","8","0","1.000","0.00","0.25","1","1","36.15","-"
"11","Connor Hellebuyck","WPG","1","60","29","29","0","1.000","0.00","2.27","3.42","13","13","0","1.000","0.00","1.53","9","9","0","1.000","0.00","0.99","7","7","0","1.000","0.00","0.22","1","5","25.62","-"
"5","Jonathan Bernier","DET","1","60","33","32","1","0.970","1.00","1.59","3.12","10","10","0","1.000","0.00","1.18","6","6","0","1.000","0.00","0.66","15","14","1","0.933","1.00","-0.53","3","6","36.00","12.00"
"7","Cam Talbot","CGY","1","59.733333333333","34","32","2","0.941","2.01","0.67","2.63","7","6","1","0.857","1.00","-0.18","11","10","1","0.909","1.00","0.21","13","13","0","1.000","0.00","0.41","2","6","39.50","14.50"
"4","Cory Schneider","N.J","1","60","33","31","2","0.939","2.00","0.59","2.29","7","5","2","0.714","2.00","-1.18","8","8","0","1.000","0.00","0.88","15","15","0","1.000","0.00","0.47","3","2","47.39","15.50"
"8","Jack Campbell","TOR","1","57.433333333333","28","26","2","0.929","2.09","0.20","2.73","10","9","1","0.900","1.04","0.18","5","4","1","0.800","1.04","-0.45","12","12","0","1.000","0.00","0.38","1","5","31.50","18.00"
"3","Corey Crawford","CHI","1","57.966666666667","25","23","2","0.920","2.07","-0.04","2.27","7","7","0","1.000","0.00","0.82","8","6","2","0.750","2.07","-1.12","9","9","0","1.000","0.00","0.28","0","1","35.76","27.00"
"6","Darcy Kuemper","ARI","1","59.3","34","31","3","0.912","3.04","-0.33","2.94","8","7","1","0.875","1.01","-0.06","14","12","2","0.857","2.02","-0.46","10","10","0","1.000","0.00","0.31","4","2","34.15","39.00"
"9","Jordan Binnington","STL","1","59.116666666667","31","28","3","0.903","3.04","-0.57","2.32","12","11","1","0.917","1.01","0.41","5","5","0","1.000","0.00","0.55","14","12","2","0.857","2.03","-1.56","1","3","30.77","42.67"
"12","Thatcher Demko","VAN","1","59.783333333333","31","28","3","0.903","3.01","-0.57","3.73","8","8","0","1.000","0.00","0.94","14","11","3","0.786","3.01","-1.46","8","8","0","1.000","0.00","0.25","1","9","29.87","26.33"
"2","Marc-Andre Fleury","VGK","1","59.95","24","20","4","0.833","4.00","-2.12","2.34","10","8","2","0.800","2.00","-0.82","3","2","1","0.667","1.00","-0.67","11","10","1","0.909","1.00","-0.65","2","4","27.71","16.50"
"1","Ryan Miller","ANA","1","9.6666666666667","5","4","1","0.800","6.21","-0.61","0.51","0","0","0","-","0.00","0.00","4","3","1","0.750","6.21","-0.56","1","1","0","1.000","0.00","0.03","0","0","33.80","31.00"
"13","Pavel Francouz","COL","1","59.733333333333","24","19","5","0.792","5.02","-3.12","1.79","6","2","4","0.333","4.02","-3.29","10","9","1","0.900","1.00","0.10","4","4","0","1.000","0.00","0.13","3","1","43.71","16.60"
