"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"12","Cam Talbot","CGY","1","59.183333333333","32","31","1","0.969","1.01","2.49","1.77","5","4","1","0.800","1.01","0.02","9","9","0","1.000","0.00","1.17","18","18","0","1.000","0.00","0.79","4","0","34.91","12.00"
"24","Ilya Samsonov","WSH","1","60","27","26","1","0.963","1.00","1.95","2.27","6","6","0","1.000","0.00","1.22","8","7","1","0.875","1.00","0.04","12","12","0","1.000","0.00","0.53","1","4","36.41","31.00"
"25","Adin Hill","ARI","1","60","39","37","2","0.949","2.00","2.26","2.64","7","6","1","0.857","1.00","0.43","2","2","0","1.000","0.00","0.26","28","28","0","1.000","0.00","1.24","1","3","45.67","82.00"
"8","Tuukka Rask","BOS","1","59.933333333333","35","33","2","0.943","2.00","1.82","3.4","8","7","1","0.875","1.00","0.63","3","3","0","1.000","0.00","0.39","23","22","1","0.957","1.00","0.02","0","5","37.74","28.50"
"14","Jordan Binnington","STL","1","60","30","28","2","0.933","2.00","1.28","1.94","6","6","0","1.000","0.00","1.22","10","9","1","0.900","1.00","0.30","13","12","1","0.923","1.00","-0.43","1","1","36.33","20.00"
"4","Corey Crawford","CHI","1","58.016666666667","28","26","2","0.929","2.07","1.06","2.75","6","5","1","0.833","1.03","0.22","6","6","0","1.000","0.00","0.78","14","13","1","0.929","1.03","-0.38","1","2","36.25","26.00"
"21","Elvis Merzlikins","CBJ","1","60","40","37","3","0.925","3.00","1.37","2.54","10","8","2","0.800","2.00","0.04","14","13","1","0.929","1.00","0.82","15","15","0","1.000","0.00","0.66","2","3","30.95","21.00"
"6","Thomas Greiss","NYI","1","44.15","35","32","3","0.914","4.08","0.82","2.88","16","14","2","0.875","2.72","1.26","3","3","0","1.000","0.00","0.39","15","14","1","0.933","1.36","-0.34","1","2","34.34","28.67"
"15","Andrei Vasilevskiy","T.B","1","59.75","23","21","2","0.913","2.01","0.51","1.62","4","4","0","1.000","0.00","0.82","11","9","2","0.818","2.01","-0.57","7","7","0","1.000","0.00","0.31","1","1","39.13","23.00"
"19","Tristan Jarry","PIT","1","60","34","31","3","0.912","3.00","0.71","3.62","8","7","1","0.875","1.00","0.63","12","10","2","0.833","2.00","-0.44","10","10","0","1.000","0.00","0.44","0","7","40.97","24.33"
