"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"9","Robin Lehner","CHI","1","60","37","36","1","0.973","1.00","2.97","2.1","4","4","0","1.000","0.00","0.80","16","15","1","0.938","1.00","0.68","14","14","0","1.000","0.00","0.81","2","6","43.68","43.00"
"6","James Reimer","CAR","1","60","28","27","1","0.964","1.00","2.01","2.94","9","8","1","0.889","1.00","0.81","7","7","0","1.000","0.00","0.74","11","11","0","1.000","0.00","0.64","1","5","31.82","6.00"
"13","Philipp Grubauer","COL","1","58.566666666667","39","37","2","0.949","2.05","2.19","2.77","9","8","1","0.889","1.02","0.81","7","7","0","1.000","0.00","0.74","19","18","1","0.947","1.02","0.10","3","7","49.18","18.50"
"20","Carter Hart","PHI","1","59.933333333333","17","16","1","0.941","1.00","0.83","1.27","4","3","1","0.750","1.00","-0.20","2","2","0","1.000","0.00","0.21","10","10","0","1.000","0.00","0.58","1","1","38.88","15.00"
"3","Anton Khudobin","DAL","1","63","48","45","3","0.938","2.86","2.16","3.44","14","12","2","0.857","1.90","0.82","11","11","0","1.000","0.00","1.16","22","21","1","0.955","0.95","0.28","3","5","36.58","25.67"
"7","Semyon Varlamov","NYI","1","65","29","27","2","0.931","1.85","1.12","3","8","8","0","1.000","0.00","1.61","8","7","1","0.875","0.92","-0.16","12","11","1","0.917","0.92","-0.30","2","5","34.45","30.50"
"15","Joonas Korpisalo","CBJ","1","60.25","25","23","2","0.920","1.99","0.69","1.88","5","3","2","0.600","1.99","-0.99","4","4","0","1.000","0.00","0.42","13","13","0","1.000","0.00","0.76","3","4","47.00","14.50"
"8","Jacob Markstrom","VAN","1","61.333333333333","43","39","4","0.907","3.91","0.62","3.99","20","18","2","0.900","1.96","2.02","11","10","1","0.909","0.98","0.16","9","8","1","0.889","0.98","-0.48","1","7","31.63","23.25"
"21","David Rittich","CGY","1","63.833333333333","43","39","4","0.907","3.76","0.62","3.62","14","13","1","0.929","0.94","1.82","15","14","1","0.933","0.94","0.58","14","12","2","0.857","1.88","-1.19","0","4","30.42","30.00"
"5","Tuukka Rask","BOS","1","65","21","19","2","0.905","1.85","0.26","1.65","4","3","1","0.750","0.92","-0.20","5","5","0","1.000","0.00","0.53","11","10","1","0.909","0.92","-0.36","1","3","40.05","36.50"
"12","Jack Campbell","L.A","1","61.183333333333","28","25","3","0.893","2.94","0.01","2.6","8","6","2","0.750","1.96","-0.39","12","12","0","1.000","0.00","1.26","6","5","1","0.833","0.98","-0.65","0","2","35.79","26.00"
"18","Marcus Hogberg","OTT","1","61.783333333333","37","33","4","0.892","3.88","-0.03","2.66","9","6","3","0.667","2.91","-1.19","8","7","1","0.875","0.97","-0.16","19","19","0","1.000","0.00","1.10","1","9","39.14","13.50"
"4","Carey Price","MTL","1","63.866666666667","27","24","3","0.889","2.82","-0.10","2.75","9","8","1","0.889","0.94","0.81","7","5","2","0.714","1.88","-1.26","10","10","0","1.000","0.00","0.58","0","1","30.33","18.33"
"2","Devan Dubnyk","MIN","1","60","40","35","5","0.875","5.00","-0.70","2.92","11","9","2","0.818","2.00","0.21","8","6","2","0.750","2.00","-1.16","19","18","1","0.947","1.00","0.10","0","5","36.43","31.60"
"16","Connor Hellebuyck","WPG","1","60","32","28","4","0.875","4.00","-0.56","2.38","7","5","2","0.714","2.00","-0.59","9","8","1","0.889","1.00","-0.05","15","14","1","0.933","1.00","-0.13","2","4","36.63","25.00"
"1","Marc-Andre Fleury","VGK","1","61.5","34","29","5","0.853","4.88","-1.35","3.06","9","5","4","0.556","3.90","-2.19","10","9","1","0.900","0.98","0.05","13","13","0","1.000","0.00","0.76","2","3","34.91","13.40"
"14","Andrei Vasilevskiy","T.B","1","63","20","16","4","0.800","3.81","-1.85","1.85","7","6","1","0.857","0.95","0.41","8","5","3","0.625","2.86","-2.16","4","4","0","1.000","0.00","0.23","1","4","35.40","17.25"
"11","Carter Hutton","BUF","1","60","29","23","6","0.793","6.00","-2.88","2.68","8","6","2","0.750","2.00","-0.39","9","8","1","0.889","1.00","-0.05","12","9","3","0.750","3.00","-2.30","0","4","29.97","30.83"
"19","Juuse Saros","NSH","1","62.666666666667","24","19","5","0.792","4.79","-2.42","2.37","6","3","3","0.500","2.87","-1.79","7","6","1","0.857","0.96","-0.26","10","9","1","0.900","0.96","-0.42","2","2","35.71","22.20"
"10","Darcy Kuemper","ARI","1","56.7","32","25","7","0.781","7.41","-3.56","2.93","9","5","4","0.556","4.23","-2.19","7","5","2","0.714","2.12","-1.26","15","14","1","0.933","1.06","-0.13","0","6","32.03","16.71"
"17","Antti Raanta","ARI","1","0.8","0","0","0","-","0.00","0.00","0","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","0","-","0.00","0.00","0","0","-","-"
