"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"4","Martin Jones","S.J","1","65","34","33","1","0.971","0.92","1.81","3.07","8","7","1","0.875","0.92","0.60","10","10","0","1.000","0.00","0.74","15","15","0","1.000","0.00","0.50","2","2","35.32","5.00"
"9","Vitek Vanecek","WSH","1","60","33","32","1","0.970","1.00","1.73","2.94","5","5","0","1.000","0.00","1.00","8","7","1","0.875","1.00","-0.41","16","16","0","1.000","0.00","0.53","1","2","40.91","20.00"
"7","Jordan Binnington","STL","1","65","31","30","1","0.968","0.92","1.56","3.09","8","8","0","1.000","0.00","1.60","5","4","1","0.800","0.92","-0.63","17","17","0","1.000","0.00","0.57","0","5","33.55","38.00"
"8","Thatcher Demko","VAN","1","62.016666666667","31","29","2","0.935","1.93","0.56","2.53","5","4","1","0.800","0.97","0.00","13","13","0","1.000","0.00","0.96","13","12","1","0.923","0.97","-0.57","2","3","31.13","22.50"
"5","Robin Lehner","VGK","1","60","25","23","2","0.920","2.00","0.07","2.66","7","5","2","0.714","2.00","-0.60","6","6","0","1.000","0.00","0.44","11","11","0","1.000","0.00","0.37","0","3","29.08","9.50"
"3","Jake Allen","MTL","1","61.1","28","25","3","0.893","2.95","-0.68","2.06","7","5","2","0.714","1.96","-0.60","7","6","1","0.857","0.98","-0.48","14","14","0","1.000","0.00","0.47","4","2","37.32","15.33"
"2","Jacob Markstrom","CGY","1","60","27","24","3","0.889","3.00","-0.77","2.79","9","8","1","0.889","1.00","0.80","11","9","2","0.818","2.00","-1.19","6","6","0","1.000","0.00","0.20","3","4","27.56","28.67"
"10","Alexandar Georgiev","NYR","1","59.216666666667","18","16","2","0.889","2.03","-0.51","1.93","3","1","2","0.333","2.03","-1.40","7","7","0","1.000","0.00","0.52","8","8","0","1.000","0.00","0.27","0","5","34.33","6.50"
"1","Jonathan Quick","L.A","1","58.333333333333","33","29","4","0.879","4.11","-1.27","3.18","11","7","4","0.636","4.11","-1.80","11","11","0","1.000","0.00","0.81","9","9","0","1.000","0.00","0.30","1","4","32.18","14.00"
"6","Frederik Andersen","TOR","1","58.033333333333","18","14","4","0.778","4.14","-2.51","1.21","2","2","0","1.000","0.00","0.40","3","2","1","0.667","1.03","-0.78","11","8","3","0.727","3.10","-2.63","1","0","49.67","48.25"
