"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"15","Frederik Andersen","TOR","1","60","25","25","0","1.000","0.00","2.39","1.89","4","4","0","1.000","0.00","0.77","9","9","0","1.000","0.00","0.65","10","10","0","1.000","0.00","0.52","0","2","37.56","-"
"4","Tuukka Rask","BOS","1","60","34","33","1","0.971","1.00","2.25","2.53","12","11","1","0.917","1.00","1.32","4","4","0","1.000","0.00","0.29","17","17","0","1.000","0.00","0.89","4","5","34.94","10.00"
"22","Connor Hellebuyck","WPG","1","60","33","32","1","0.970","1.00","2.15","3.15","8","7","1","0.875","1.00","0.55","10","10","0","1.000","0.00","0.73","14","14","0","1.000","0.00","0.73","1","8","36.18","10.00"
"5","Jonathan Quick","L.A","1","59.55","25","24","1","0.960","1.01","1.39","2.14","6","5","1","0.833","1.01","0.16","9","9","0","1.000","0.00","0.65","10","10","0","1.000","0.00","0.52","2","3","33.84","12.00"
"1","Henrik Lundqvist","NYR","1","60","43","41","2","0.953","2.00","2.11","3.99","18","16","2","0.889","2.00","1.48","8","8","0","1.000","0.00","0.58","14","14","0","1.000","0.00","0.73","3","9","34.44","12.50"
"13","Philipp Grubauer","COL","1","60","20","19","1","0.950","1.00","0.91","1.57","5","4","1","0.800","1.00","-0.03","4","4","0","1.000","0.00","0.29","10","10","0","1.000","0.00","0.52","2","3","35.35","10.00"
"28","David Rittich","CGY","1","61.283333333333","36","34","2","0.944","1.96","1.44","2.97","10","9","1","0.900","0.98","0.93","9","9","0","1.000","0.00","0.65","15","14","1","0.933","0.98","-0.22","1","3","37.94","31.00"
"3","Brian Elliott","PHI","1","60","30","28","2","0.933","2.00","0.87","2.06","9","8","1","0.889","1.00","0.74","5","5","0","1.000","0.00","0.36","12","11","1","0.917","1.00","-0.37","2","3","40.97","25.00"
"6","Jonathan Bernier","DET","1","50.2","40","37","3","0.925","3.59","0.82","3.4","14","11","3","0.786","3.59","-0.30","11","11","0","1.000","0.00","0.80","13","13","0","1.000","0.00","0.68","1","3","30.55","8.67"
"8","Braden Holtby","WSH","1","60","40","37","3","0.925","3.00","0.82","3.25","10","9","1","0.900","1.00","0.93","15","14","1","0.933","1.00","0.09","13","12","1","0.923","1.00","-0.32","1","9","36.88","21.00"
"9","Mikko Koskinen","EDM","1","60","50","46","4","0.920","4.00","0.78","4.37","16","13","3","0.813","3.00","0.09","14","13","1","0.929","1.00","0.02","17","17","0","1.000","0.00","0.89","2","7","37.58","18.25"
"16","Jordan Binnington","STL","1","59.95","35","32","3","0.914","3.00","0.35","2.54","8","7","1","0.875","1.00","0.55","16","14","2","0.875","2.00","-0.84","10","10","0","1.000","0.00","0.52","0","4","32.91","23.33"
"11","Darcy Kuemper","ARI","1","65","34","31","3","0.912","2.77","0.25","2.02","4","3","1","0.750","0.92","-0.23","10","9","1","0.900","0.92","-0.27","20","19","1","0.950","0.92","0.05","1","2","40.97","32.67"
"18","Malcolm Subban","VGK","1","60.716666666667","34","31","3","0.912","2.96","0.25","2.24","8","6","2","0.750","1.98","-0.45","6","5","1","0.833","0.99","-0.56","19","19","0","1.000","0.00","0.99","1","2","35.06","16.33"
"10","Anders Nilsson","OTT","1","58.366666666667","21","19","2","0.905","2.06","0.01","1.68","4","3","1","0.750","1.03","-0.23","4","4","0","1.000","0.00","0.29","12","11","1","0.917","1.03","-0.37","2","2","44.10","29.50"
"7","Semyon Varlamov","NYI","1","59.216666666667","29","26","3","0.897","3.04","-0.23","2.76","12","11","1","0.917","1.01","1.32","6","6","0","1.000","0.00","0.44","11","9","2","0.818","2.03","-1.42","0","6","29.31","33.00"
"23","Linus Ullmark","BUF","1","60.816666666667","29","26","3","0.897","2.96","-0.23","1.75","9","7","2","0.778","1.97","-0.26","5","5","0","1.000","0.00","0.36","14","13","1","0.929","0.99","-0.27","0","2","38.69","31.67"
"17","John Gibson","ANA","1","65","28","25","3","0.893","2.77","-0.32","2.17","5","3","2","0.600","1.85","-1.03","4","4","0","1.000","0.00","0.29","15","14","1","0.933","0.92","-0.22","0","4","39.93","27.67"
"14","Petr Mrazek","CAR","1","57.9","25","22","3","0.880","3.11","-0.61","3.2","11","9","2","0.818","2.07","0.12","8","7","1","0.875","1.04","-0.42","4","4","0","1.000","0.00","0.21","3","5","31.92","23.33"
"19","Andrei Vasilevskiy","T.B","1","57.766666666667","33","29","4","0.879","4.15","-0.85","2.36","7","6","1","0.857","1.04","0.35","16","15","1","0.938","1.04","0.16","9","7","2","0.778","2.08","-1.53","3","1","31.91","26.75"
"25","Juuse Saros","NSH","1","61.866666666667","30","26","4","0.867","3.88","-1.13","1.86","8","5","3","0.625","2.91","-1.45","6","5","1","0.833","0.97","-0.56","13","13","0","1.000","0.00","0.68","1","2","39.13","12.00"
"21","Joonas Korpisalo","CBJ","1","58.1","22","19","3","0.864","3.10","-0.90","1.36","5","3","2","0.600","2.07","-1.03","6","6","0","1.000","0.00","0.44","10","9","1","0.900","1.03","-0.48","1","2","36.32","17.67"
"24","Aaron Dell","S.J","1","59.75","25","21","4","0.840","4.02","-1.61","1.91","5","4","1","0.800","1.00","-0.03","11","10","1","0.909","1.00","-0.20","9","7","2","0.778","2.01","-1.53","2","0","32.64","28.25"
