"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"5","Devan Dubnyk","MIN","1","21.983333333333","9","9","0","1.000","0.00","0.78","0.29","0","0","0","-","0.00","0.00","4","4","0","1.000","0.00","0.38","5","5","0","1.000","0.00","0.17","0","0","48.11","-"
"9","Alex Stalock","MIN","1","38.016666666667","16","16","0","1.000","0.00","1.39","0.91","2","2","0","1.000","0.00","0.37","2","2","0","1.000","0.00","0.19","9","9","0","1.000","0.00","0.31","0","1","55.50","-"
"14","Robin Lehner","CHI","1","64.866666666667","34","33","1","0.971","0.92","1.95","2.36","3","3","0","1.000","0.00","0.55","12","12","0","1.000","0.00","1.15","18","17","1","0.944","0.92","-0.38","1","1","36.03","31.00"
"3","Marc-Andre Fleury","VGK","1","64.65","32","31","1","0.969","0.93","1.78","1.83","7","6","1","0.857","0.93","0.29","7","7","0","1.000","0.00","0.67","16","16","0","1.000","0.00","0.55","4","2","35.84","10.00"
"6","Pekka Rinne","NSH","1","59.15","27","26","1","0.963","1.01","1.35","1.61","7","7","0","1.000","0.00","1.29","6","5","1","0.833","1.01","-0.42","14","14","0","1.000","0.00","0.48","0","3","34.56","26.00"
"10","Jacob Markstrom","VAN","1","59.983333333333","33","31","2","0.939","2.00","0.87","3.83","10","9","1","0.900","1.00","0.85","12","11","1","0.917","1.00","0.15","11","11","0","1.000","0.00","0.38","2","7","28.67","34.00"
"7","Tuukka Rask","BOS","1","60","30","28","2","0.933","2.00","0.61","1.77","4","4","0","1.000","0.00","0.74","7","5","2","0.714","2.00","-1.33","16","16","0","1.000","0.00","0.55","1","2","45.17","40.00"
"8","Jonathan Quick","L.A","1","60","28","26","2","0.929","2.00","0.43","2.54","5","5","0","1.000","0.00","0.92","6","4","2","0.667","2.00","-1.42","16","16","0","1.000","0.00","0.55","1","5","39.89","28.00"
"21","Connor Hellebuyck","WPG","1","58","41","38","3","0.927","3.10","0.56","2.77","11","9","2","0.818","2.07","0.03","12","11","1","0.917","1.03","0.15","16","16","0","1.000","0.00","0.55","3","4","35.95","22.67"
"18","Sergei Bobrovsky","FLA","1","60","25","23","2","0.920","2.00","0.17","1.75","4","3","1","0.750","1.00","-0.26","8","7","1","0.875","1.00","-0.23","11","11","0","1.000","0.00","0.38","1","2","38.84","13.00"
"12","Braden Holtby","WSH","1","60","35","32","3","0.914","3.00","0.04","2.11","5","3","2","0.600","2.00","-1.08","10","9","1","0.900","1.00","-0.04","19","19","0","1.000","0.00","0.66","1","4","39.20","26.00"
"22","Alexandar Georgiev","NYR","1","61.066666666667","35","32","3","0.914","2.95","0.04","3.49","11","10","1","0.909","0.98","1.03","9","9","0","1.000","0.00","0.86","14","12","2","0.857","1.97","-1.52","0","6","30.46","26.00"
"2","Mike Smith","EDM","1","60","30","27","3","0.900","3.00","-0.39","2.55","9","8","1","0.889","1.00","0.66","10","9","1","0.900","1.00","-0.04","9","8","1","0.889","1.00","-0.69","0","5","32.17","23.67"
"4","Jimmy Howard","DET","1","57.9","40","36","4","0.900","4.15","-0.52","2.35","8","6","2","0.750","2.07","-0.52","11","10","1","0.909","1.04","0.06","19","18","1","0.947","1.04","-0.34","1","2","38.28","22.25"
"11","Michael Hutchinson","TOR","1","58.083333333333","39","35","4","0.897","4.13","-0.61","2.98","13","10","3","0.769","3.10","-0.60","10","9","1","0.900","1.03","-0.04","14","14","0","1.000","0.00","0.48","2","5","35.87","19.75"
"15","Darcy Kuemper","ARI","1","61.016666666667","19","17","2","0.895","1.97","-0.35","2.17","8","6","2","0.750","1.97","-0.52","4","4","0","1.000","0.00","0.38","7","7","0","1.000","0.00","0.24","1","1","28.42","10.00"
"16","Carter Hutton","BUF","1","63.016666666667","28","25","3","0.893","2.86","-0.57","2.03","7","5","2","0.714","1.90","-0.71","9","8","1","0.889","0.95","-0.14","11","11","0","1.000","0.00","0.38","0","2","41.54","15.33"
"13","Martin Jones","S.J","1","63.216666666667","29","25","4","0.862","3.80","-1.48","3.04","15","12","3","0.800","2.85","-0.23","7","6","1","0.857","0.95","-0.33","5","5","0","1.000","0.00","0.17","0","3","29.97","13.00"
"17","Cam Talbot","CGY","1","57.983333333333","29","25","4","0.862","4.14","-1.48","2.07","4","3","1","0.750","1.03","-0.26","10","9","1","0.900","1.03","-0.04","14","12","2","0.857","2.07","-1.52","0","2","35.86","29.50"
"20","Matt Murray","PIT","1","59.333333333333","21","18","3","0.857","3.03","-1.18","1.67","5","3","2","0.600","2.02","-1.08","9","9","0","1.000","0.00","0.86","7","6","1","0.857","1.01","-0.76","3","4","37.10","31.33"
"1","Ryan Miller","ANA","1","20","11","9","2","0.818","6.00","-1.04","1.01","4","2","2","0.500","6.00","-1.26","4","4","0","1.000","0.00","0.38","3","3","0","1.000","0.00","0.10","1","2","29.36","9.50"
"19","John Gibson","ANA","1","40","19","15","4","0.789","6.00","-2.35","1.41","4","3","1","0.750","1.50","-0.26","8","6","2","0.750","3.00","-1.23","7","6","1","0.857","1.50","-0.76","0","3","34.95","29.25"
