"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"15","Vitek Vanecek","WSH","1","60","23","23","0","1.000","0.00","2.06","1.93","7","7","0","1.000","0.00","1.16","7","7","0","1.000","0.00","0.53","9","9","0","1.000","0.00","0.46","0","1","31.65","-"
"13","Tristan Jarry","PIT","1","59.733333333333","43","42","1","0.977","1.00","2.85","2.25","5","5","0","1.000","0.00","0.83","13","13","0","1.000","0.00","0.99","25","24","1","0.960","1.00","0.27","0","1","38.44","49.00"
"6","Pekka Rinne","NSH","1","60","38","37","1","0.974","1.00","2.40","2.52","12","11","1","0.917","1.00","0.99","11","11","0","1.000","0.00","0.84","14","14","0","1.000","0.00","0.71","1","1","33.00","6.00"
"3","Marc-Andre Fleury","VGK","1","59.833333333333","24","23","1","0.958","1.00","1.15","2.16","7","7","0","1.000","0.00","1.16","6","6","0","1.000","0.00","0.46","10","9","1","0.900","1.00","-0.49","2","4","35.79","5.00"
"14","Thatcher Demko","VAN","1","61.666666666667","46","44","2","0.957","1.95","2.11","3.67","15","13","2","0.867","1.95","0.48","12","12","0","1.000","0.00","0.92","18","18","0","1.000","0.00","0.91","4","4","33.24","16.50"
"5","Devan Dubnyk","S.J","1","58.166666666667","36","34","2","0.944","2.06","1.22","3.48","12","11","1","0.917","1.03","0.99","10","9","1","0.900","1.03","-0.24","14","14","0","1.000","0.00","0.71","1","7","29.44","22.50"
"7","Carey Price","MTL","1","60","36","34","2","0.944","2.00","1.22","3.22","10","10","0","1.000","0.00","1.66","8","6","2","0.750","2.00","-1.39","16","16","0","1.000","0.00","0.81","1","8","37.03","29.50"
"8","Jacob Markstrom","CGY","1","59.983333333333","31","28","3","0.903","3.00","-0.23","2.76","9","7","2","0.778","2.00","-0.51","10","9","1","0.900","1.00","-0.24","11","11","0","1.000","0.00","0.56","0","4","31.65","10.00"
"12","Connor Hellebuyck","WPG","1","59.1","30","27","3","0.900","3.05","-0.32","3.01","12","9","3","0.750","3.05","-1.01","8","8","0","1.000","0.00","0.61","8","8","0","1.000","0.00","0.41","1","3","33.57","8.00"
"10","Sergei Bobrovsky","FLA","1","59.9","29","26","3","0.897","3.01","-0.41","1.88","6","4","2","0.667","2.00","-1.01","8","7","1","0.875","1.00","-0.39","13","13","0","1.000","0.00","0.66","1","2","39.72","16.33"
"16","Joey Daccord","OTT","1","61.383333333333","28","25","3","0.893","2.93","-0.50","2.26","8","5","3","0.625","2.93","-1.68","6","6","0","1.000","0.00","0.46","12","12","0","1.000","0.00","0.61","1","2","42.64","12.67"
"18","Kevin Lankinen","CHI","1","58.566666666667","34","30","4","0.882","4.10","-0.96","2.88","11","9","2","0.818","2.05","-0.18","10","10","0","1.000","0.00","0.76","11","9","2","0.818","2.05","-1.44","2","4","31.03","32.50"
"2","Curtis McElhinney","T.B","1","56.75","25","22","3","0.880","3.17","-0.76","1.61","9","9","0","1.000","0.00","1.49","7","6","1","0.857","1.06","-0.47","8","7","1","0.875","1.06","-0.59","0","0","32.60","71.33"
"4","Jaroslav Halak","BOS","1","59.316666666667","25","22","3","0.880","3.03","-0.76","1.53","4","4","0","1.000","0.00","0.66","4","3","1","0.750","1.01","-0.69","16","14","2","0.875","2.02","-1.19","0","1","43.08","31.67"
"1","Mike Smith","EDM","1","58.166666666667","27","23","4","0.852","4.13","-1.58","2.55","10","7","3","0.700","3.09","-1.34","5","4","1","0.800","1.03","-0.62","11","11","0","1.000","0.00","0.56","3","2","33.19","20.00"
"11","Keith Kinkaid","NYR","1","63.2","30","25","5","0.833","4.75","-2.32","1.93","9","6","3","0.667","2.85","-1.51","3","3","0","1.000","0.00","0.23","15","13","2","0.867","1.90","-1.24","1","0","39.50","22.60"
"17","Carter Hart","PHI","1","63.783333333333","24","20","4","0.833","3.76","-1.85","2.29","7","6","1","0.857","0.94","0.16","8","6","2","0.750","1.88","-1.39","9","8","1","0.889","0.94","-0.54","1","2","28.67","23.00"
"9","Carter Hutton","BUF","1","60","30","24","6","0.800","6.00","-3.32","1.98","4","1","3","0.250","3.00","-2.34","8","7","1","0.875","1.00","-0.39","17","15","2","0.882","2.00","-1.14","1","1","43.67","26.33"
