"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"16","Frederik Andersen","TOR","1","62.516666666667","38","37","1","0.974","0.96","2.95","3.46","11","11","0","1.000","0.00","2.30","16","15","1","0.938","0.96","0.76","9","9","0","1.000","0.00","0.39","0","6","33.16","13.00"
"1","Henrik Lundqvist","NYR","1","60","47","45","2","0.957","2.00","2.88","4.49","11","11","0","1.000","0.00","2.30","17","16","1","0.941","1.00","0.87","15","14","1","0.933","1.00","-0.35","2","8","37.00","36.50"
"2","Corey Crawford","CHI","1","59.616666666667","38","36","2","0.947","2.01","1.95","3.25","13","11","2","0.846","2.01","0.72","7","7","0","1.000","0.00","0.77","16","16","0","1.000","0.00","0.69","2","6","30.74","9.00"
"17","Malcolm Subban","VGK","1","62.433333333333","37","35","2","0.946","1.92","1.84","3.43","13","13","0","1.000","0.00","2.72","8","8","0","1.000","0.00","0.88","14","12","2","0.857","1.92","-1.40","2","6","39.76","28.00"
"19","Joonas Korpisalo","CBJ","1","59.4","32","30","2","0.938","2.02","1.32","2.31","9","8","1","0.889","1.01","0.88","8","7","1","0.875","1.01","-0.12","14","14","0","1.000","0.00","0.60","1","5","32.59","23.00"
"5","Carey Price","MTL","1","60.916666666667","43","40","3","0.930","2.95","1.47","3.24","11","10","1","0.909","0.98","1.30","9","8","1","0.889","0.98","-0.01","22","21","1","0.955","0.98","-0.05","1","6","38.84","38.00"
"11","Anders Nilsson","OTT","1","63.2","28","26","2","0.929","1.90","0.91","1.77","6","4","2","0.667","1.90","-0.75","6","6","0","1.000","0.00","0.66","13","13","0","1.000","0.00","0.56","1","2","43.89","18.00"
"22","Carter Hart","PHI","1","60.833333333333","24","22","2","0.917","1.97","0.49","1.92","6","5","1","0.833","0.99","0.25","6","6","0","1.000","0.00","0.66","9","8","1","0.889","0.99","-0.61","0","6","44.58","32.50"
"8","Jacob Markstrom","VAN","1","58.683333333333","35","32","3","0.914","3.07","0.64","2.44","8","7","1","0.875","1.02","0.67","5","4","1","0.800","1.02","-0.45","20","19","1","0.950","1.02","-0.14","4","5","34.66","31.67"
"23","David Rittich","CGY","1","59.916666666667","23","21","2","0.913","2.00","0.39","1.36","4","2","2","0.500","2.00","-1.16","5","5","0","1.000","0.00","0.55","12","12","0","1.000","0.00","0.52","0","0","42.22","7.50"
"12","Darcy Kuemper","ARI","1","58.15","33","30","3","0.909","3.10","0.43","1.95","4","4","0","1.000","0.00","0.84","12","9","3","0.750","3.10","-1.68","16","16","0","1.000","0.00","0.69","1","4","37.39","18.00"
"14","Jack Campbell","L.A","1","61.833333333333","33","30","3","0.909","2.91","0.43","3.59","14","11","3","0.786","2.91","-0.07","8","8","0","1.000","0.00","0.88","9","9","0","1.000","0.00","0.39","2","6","29.24","8.00"
"7","Semyon Varlamov","NYI","1","63.416666666667","39","35","4","0.897","3.78","0.05","3.02","10","7","3","0.700","2.84","-0.91","12","11","1","0.917","0.95","0.32","17","17","0","1.000","0.00","0.73","0","5","32.74","18.50"
"3","Devan Dubnyk","MIN","1","38.466666666667","19","17","2","0.895","3.12","-0.03","1.48","5","3","2","0.600","3.12","-0.96","4","4","0","1.000","0.00","0.44","10","10","0","1.000","0.00","0.43","0","1","36.58","13.50"
"9","Braden Holtby","WSH","1","60.266666666667","36","32","4","0.889","3.98","-0.26","2.65","10","7","3","0.700","2.99","-0.91","9","8","1","0.889","1.00","-0.01","14","14","0","1.000","0.00","0.60","1","1","39.47","17.75"
"18","Matt Murray","PIT","1","62.95","23","20","3","0.870","2.86","-0.61","1.4","7","5","2","0.714","1.91","-0.54","5","5","0","1.000","0.00","0.55","11","10","1","0.909","0.95","-0.53","1","2","33.74","25.67"
"21","Mackenzie Blackwood","N.J","1","60","38","33","5","0.868","5.00","-1.05","3.08","13","10","3","0.769","3.00","-0.28","7","7","0","1.000","0.00","0.77","16","14","2","0.875","2.00","-1.31","3","2","38.61","23.20"
"13","Sergei Bobrovsky","FLA","1","60.083333333333","31","26","5","0.839","4.99","-1.78","2.4","8","6","2","0.750","2.00","-0.33","9","7","2","0.778","2.00","-1.01","12","11","1","0.917","1.00","-0.48","0","6","43.42","20.60"
"15","Petr Mrazek","CAR","1","58.066666666667","18","15","3","0.833","3.10","-1.13","1.8","5","2","3","0.400","3.10","-1.96","3","3","0","1.000","0.00","0.33","9","9","0","1.000","0.00","0.39","0","1","35.28","11.00"
"24","Pavel Francouz","COL","1","59.566666666667","24","20","4","0.833","4.03","-1.51","2.35","8","6","2","0.750","2.01","-0.33","5","4","1","0.800","1.01","-0.45","10","9","1","0.900","1.01","-0.57","1","2","33.92","30.00"
"20","Juuse Saros","NSH","1","33.05","23","19","4","0.826","7.26","-1.61","1.5","7","4","3","0.571","5.45","-1.54","6","5","1","0.833","1.82","-0.34","7","7","0","1.000","0.00","0.30","2","1","45.09","14.25"
"10","Martin Jones","S.J","1","59.95","26","21","5","0.808","5.00","-2.30","2.41","8","5","3","0.625","3.00","-1.33","6","4","2","0.667","2.00","-1.34","12","12","0","1.000","0.00","0.52","1","7","33.35","16.40"
"4","Pekka Rinne","NSH","1","26.95","22","17","5","0.773","11.13","-2.71","1.91","7","6","1","0.857","2.23","0.46","6","4","2","0.667","4.45","-1.34","9","7","2","0.778","4.45","-1.61","0","3","35.64","38.80"
