"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"1","Marc-Andre Fleury","VGK","1","60","16","16","0","1.000","0.00","1.43","1.24","4","4","0","1.000","0.00","0.65","3","3","0","1.000","0.00","0.32","8","8","0","1.000","0.00","0.33","3","3","42.31","-"
"10","Scott Wedgewood","N.J","1","60","28","28","0","1.000","0.00","2.51","2.54","8","8","0","1.000","0.00","1.30","7","7","0","1.000","0.00","0.75","13","13","0","1.000","0.00","0.53","0","4","33.04","-"
"13","John Gibson","ANA","1","59.533333333333","33","32","1","0.970","1.01","1.95","2.87","5","4","1","0.800","1.01","-0.19","14","14","0","1.000","0.00","1.49","14","14","0","1.000","0.00","0.57","0","3","33.27","12.00"
"8","Darcy Kuemper","ARI","1","59.466666666667","27","26","1","0.963","1.01","1.42","2.77","7","6","1","0.857","1.01","0.14","4","4","0","1.000","0.00","0.43","13","13","0","1.000","0.00","0.53","2","6","45.44","12.00"
"9","Jack Campbell","TOR","1","60","33","31","2","0.939","2.00","0.95","3.63","15","13","2","0.867","2.00","0.44","13","13","0","1.000","0.00","1.39","5","5","0","1.000","0.00","0.20","2","4","20.36","7.50"
"17","Vitek Vanecek","WSH","1","65","48","45","3","0.938","2.77","1.30","3.9","13","13","0","1.000","0.00","2.11","10","8","2","0.800","1.85","-0.93","22","21","1","0.955","0.92","-0.10","2","7","39.10","32.00"
"22","Kevin Lankinen","CHI","1","60","27","25","2","0.926","2.00","0.42","2.26","7","5","2","0.714","2.00","-0.86","5","5","0","1.000","0.00","0.53","14","14","0","1.000","0.00","0.57","0","2","36.30","11.00"
"16","Tristan Jarry","PIT","1","60","26","24","2","0.923","2.00","0.33","2.46","4","3","1","0.750","1.00","-0.35","7","6","1","0.857","1.00","-0.25","15","15","0","1.000","0.00","0.61","2","3","31.38","13.00"
"7","Mikko Koskinen","EDM","1","59.683333333333","38","35","3","0.921","3.02","0.40","3.05","10","9","1","0.900","1.01","0.63","11","10","1","0.909","1.01","0.17","12","11","1","0.917","1.01","-0.51","1","5","41.00","13.67"
"18","Ilya Sorokin","NYI","1","57.833333333333","24","22","2","0.917","2.07","0.15","2.73","5","3","2","0.600","2.07","-1.19","8","8","0","1.000","0.00","0.85","11","11","0","1.000","0.00","0.45","1","5","32.71","26.00"
"5","Jacob Markstrom","CGY","1","57.816666666667","32","29","3","0.906","3.11","-0.14","2.73","12","10","2","0.833","2.08","-0.05","7","7","0","1.000","0.00","0.75","12","11","1","0.917","1.04","-0.51","4","3","35.69","27.00"
"3","Jonathan Quick","L.A","1","59.283333333333","31","28","3","0.903","3.04","-0.23","2.28","3","2","1","0.667","1.01","-0.51","11","10","1","0.909","1.01","0.17","15","14","1","0.933","1.01","-0.39","0","4","43.23","28.33"
"14","Linus Ullmark","BUF","1","65","31","28","3","0.903","2.77","-0.23","2.39","8","7","1","0.875","0.92","0.30","10","10","0","1.000","0.00","1.07","13","11","2","0.846","1.85","-1.47","2","1","31.23","29.33"
"6","Martin Jones","S.J","1","59.6","29","26","3","0.897","3.02","-0.41","2.76","9","8","1","0.889","1.01","0.46","6","5","1","0.833","1.01","-0.36","13","12","1","0.923","1.01","-0.47","3","4","34.66","24.67"
"12","Laurent Brossoit","WPG","1","60","38","34","4","0.895","4.00","-0.60","4.1","18","16","2","0.889","2.00","0.93","7","5","2","0.714","2.00","-1.25","12","12","0","1.000","0.00","0.49","0","9","25.97","15.00"
"20","Kaapo Kahkonen","MIN","1","58.383333333333","35","31","4","0.886","4.11","-0.87","2.18","3","2","1","0.667","1.03","-0.51","12","11","1","0.917","1.03","0.28","18","16","2","0.889","2.06","-1.27","1","4","39.49","27.50"
"2","Anton Khudobin","DAL","1","60","17","15","2","0.882","2.00","-0.48","1.72","3","2","1","0.667","1.00","-0.51","8","7","1","0.875","1.00","-0.15","6","6","0","1.000","0.00","0.24","0","4","31.12","17.00"
"15","Juuse Saros","NSH","1","58.833333333333","22","19","3","0.864","3.06","-1.03","2.68","6","6","0","1.000","0.00","0.98","11","9","2","0.818","2.04","-0.83","5","4","1","0.800","1.02","-0.80","1","2","25.09","24.67"
"11","Philipp Grubauer","COL","1","58.683333333333","14","12","2","0.857","2.04","-0.75","1.71","3","2","1","0.667","1.02","-0.51","6","5","1","0.833","1.02","-0.36","5","5","0","1.000","0.00","0.20","2","3","32.07","23.00"
"19","Ville Husso","STL","1","57.1","34","29","5","0.853","5.25","-1.96","2.78","7","4","3","0.571","3.15","-1.86","7","5","2","0.714","2.10","-1.25","19","19","0","1.000","0.00","0.77","1","6","33.26","16.20"
"21","Igor Shesterkin","NYR","1","58.65","19","16","3","0.842","3.07","-1.30","1.81","4","4","0","1.000","0.00","0.65","5","3","2","0.600","2.05","-1.47","9","8","1","0.889","1.02","-0.63","3","3","36.26","37.00"
"4","Jonathan Bernier","DET","1","59.866666666667","35","29","6","0.829","6.01","-2.87","2.6","12","8","4","0.667","4.01","-2.05","6","4","2","0.667","2.00","-1.36","16","16","0","1.000","0.00","0.65","1","3","30.69","18.00"
