"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"11","Logan Thompson","VGK","1","8.25","2","2","0","1.000","0.00","0.19","0.15","0","0","0","-","0.00","0.00","1","1","0","1.000","0.00","0.12","1","1","0","1.000","0.00","0.05","2","0","29.50","-"
"7","Troy Grosenick","L.A","1","60","34","33","1","0.971","1.00","2.22","2.87","10","9","1","0.900","1.00","0.63","7","7","0","1.000","0.00","0.81","14","14","0","1.000","0.00","0.64","2","7","39.06","9.00"
"3","Carey Price","MTL","1","59.25","24","23","1","0.958","1.01","1.27","1.43","3","3","0","1.000","0.00","0.49","4","4","0","1.000","0.00","0.46","14","13","1","0.929","1.01","-0.36","2","3","50.04","38.00"
"8","Antti Raanta","ARI","1","64.366666666667","46","44","2","0.957","1.86","2.35","3.7","9","9","0","1.000","0.00","1.46","24","22","2","0.917","1.86","0.78","13","13","0","1.000","0.00","0.59","0","4","32.22","26.50"
"1","Mike Smith","EDM","1","60","22","21","1","0.955","1.00","1.08","1.57","4","3","1","0.750","1.00","-0.35","6","6","0","1.000","0.00","0.69","12","12","0","1.000","0.00","0.55","2","2","35.77","7.00"
"4","Philipp Grubauer","COL","1","64.15","14","13","1","0.929","0.94","0.32","1.44","4","4","0","1.000","0.00","0.65","2","2","0","1.000","0.00","0.23","7","6","1","0.857","0.94","-0.68","1","3","46.86","46.00"
"9","Thatcher Demko","VAN","1","60","45","40","5","0.889","5.00","-0.74","3.5","10","8","2","0.800","2.00","-0.38","16","14","2","0.875","2.00","-0.15","19","18","1","0.947","1.00","-0.14","4","4","32.93","24.40"
"10","Kaapo Kahkonen","MIN","1","59.433333333333","27","24","3","0.889","3.03","-0.44","1.74","2","2","0","1.000","0.00","0.33","12","10","2","0.833","2.02","-0.61","13","12","1","0.923","1.01","-0.41","2","3","37.70","39.67"
"5","John Gibson","ANA","1","59.65","38","33","5","0.868","5.03","-1.40","3.67","14","10","4","0.714","4.02","-1.73","10","10","0","1.000","0.00","1.16","12","11","1","0.917","1.01","-0.45","6","3","32.97","15.40"
"2","Marc-Andre Fleury","VGK","1","48.35","29","25","4","0.862","4.96","-1.26","2.96","9","7","2","0.778","2.48","-0.54","7","5","2","0.714","2.48","-1.19","12","12","0","1.000","0.00","0.55","1","5","31.62","22.50"
"6","Matt Murray","OTT","1","60","36","29","7","0.806","7.00","-3.59","3.23","15","12","3","0.800","3.00","-0.56","6","3","3","0.500","3.00","-2.31","15","14","1","0.933","1.00","-0.32","2","1","28.08","21.86"
