"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Marc-Andre Fleury","VGK","1","59.85","24","24","0","1.000","0.00","2.75","1.88","6","6","0","1.000","0.00","1.62","10","10","0","1.000","0.00","1.32","6","6","0","1.000","0.00","0.20","2","7","36.04","-"
"23","Jake Oettinger","DAL","1","59.966666666667","21","21","0","1.000","0.00","2.41","1.19","2","2","0","1.000","0.00","0.54","8","8","0","1.000","0.00","1.06","10","10","0","1.000","0.00","0.33","2","4","41.81","-"
"7","Carey Price","MTL","1","60","29","28","1","0.966","1.00","2.32","2.64","6","5","1","0.833","1.00","0.62","7","7","0","1.000","0.00","0.93","16","16","0","1.000","0.00","0.53","1","5","35.17","13.00"
"21","Thatcher Demko","VAN","1","60","39","37","2","0.949","2.00","2.47","2.38","6","6","0","1.000","0.00","1.62","16","14","2","0.875","2.00","0.12","15","15","0","1.000","0.00","0.50","0","3","37.67","20.00"
"2","Mike Smith","EDM","1","60","36","34","2","0.944","2.00","2.13","2.94","10","10","0","1.000","0.00","2.70","8","7","1","0.875","1.00","0.06","15","14","1","0.933","1.00","-0.50","1","3","36.25","28.50"
"11","Darcy Kuemper","ARI","1","59.966666666667","34","32","2","0.941","2.00","1.90","2.92","10","9","1","0.900","1.00","1.70","7","6","1","0.857","1.00","-0.07","16","16","0","1.000","0.00","0.53","0","6","30.68","17.50"
"14","Sergei Bobrovsky","FLA","1","59.933333333333","30","28","2","0.933","2.00","1.44","1.73","5","4","1","0.800","1.00","0.35","6","6","0","1.000","0.00","0.79","16","15","1","0.938","1.00","-0.47","0","5","44.67","35.50"
"9","Semyon Varlamov","NYI","1","60","22","20","2","0.909","2.00","0.52","2.59","8","7","1","0.875","1.00","1.16","6","6","0","1.000","0.00","0.79","7","6","1","0.857","1.00","-0.77","1","2","28.05","25.50"
"10","Jacob Markstrom","CGY","1","58.5","33","30","3","0.909","3.08","0.78","2.12","5","4","1","0.800","1.03","0.35","10","8","2","0.800","2.05","-0.68","17","17","0","1.000","0.00","0.56","0","1","38.21","18.00"
"25","Alexandar Georgiev","NYR","1","59.966666666667","27","24","3","0.889","3.00","0.09","1.81","0","0","0","-","0.00","0.00","10","8","2","0.800","2.00","-0.68","17","16","1","0.941","1.00","-0.44","2","1","38.04","33.00"
"17","Jordan Binnington","STL","1","61.75","34","30","4","0.882","3.89","-0.10","2.06","6","4","2","0.667","1.94","-0.38","11","10","1","0.909","0.97","0.46","15","14","1","0.933","0.97","-0.50","2","1","40.09","18.25"
"8","Jonathan Quick","L.A","1","61.283333333333","25","22","3","0.880","2.94","-0.13","1.82","8","5","3","0.625","2.94","-0.84","7","7","0","1.000","0.00","0.93","9","9","0","1.000","0.00","0.30","0","2","35.36","10.33"
