"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"13","Michael Hutchinson","TOR","1","60","33","33","0","1.000","0.00","2.94","1.68","6","6","0","1.000","0.00","1.09","9","9","0","1.000","0.00","1.09","18","18","0","1.000","0.00","0.65","1","1","33.91","-"
"18","Chris Driedger","FLA","1","32.333333333333","11","11","0","1.000","0.00","0.98","0.62","2","2","0","1.000","0.00","0.36","2","2","0","1.000","0.00","0.24","6","6","0","1.000","0.00","0.22","0","0","42.45","-"
"22","Antti Raanta","ARI","1","40","17","17","0","1.000","0.00","1.51","1.11","4","4","0","1.000","0.00","0.73","3","3","0","1.000","0.00","0.36","10","10","0","1.000","0.00","0.36","1","2","38.18","-"
"11","Jacob Markstrom","VAN","1","60","37","36","1","0.973","1.00","2.30","3.08","10","9","1","0.900","1.00","0.82","7","7","0","1.000","0.00","0.84","18","18","0","1.000","0.00","0.65","3","4","32.76","11.00"
"2","Mike Smith","EDM","1","60","36","35","1","0.972","1.00","2.21","2.17","6","6","0","1.000","0.00","1.09","7","7","0","1.000","0.00","0.84","20","19","1","0.950","1.00","-0.27","0","1","39.31","34.00"
"8","Pekka Rinne","NSH","1","60","24","23","1","0.958","1.00","1.14","1.8","3","3","0","1.000","0.00","0.55","5","4","1","0.800","1.00","-0.40","13","13","0","1.000","0.00","0.47","2","1","44.50","24.00"
"20","Linus Ullmark","BUF","1","59.716666666667","34","32","2","0.941","2.01","1.03","2.47","6","5","1","0.833","1.00","0.09","7","7","0","1.000","0.00","0.84","19","18","1","0.947","1.00","-0.31","2","2","37.71","27.00"
"16","Philipp Grubauer","COL","1","60","30","28","2","0.933","2.00","0.67","1.71","6","5","1","0.833","1.00","0.09","5","4","1","0.800","1.00","-0.40","16","16","0","1.000","0.00","0.58","3","1","39.83","29.00"
"19","Connor Hellebuyck","WPG","1","61.866666666667","44","41","3","0.932","2.91","0.92","3.4","10","8","2","0.800","1.94","-0.18","10","9","1","0.900","0.97","0.21","21","21","0","1.000","0.00","0.76","0","10","42.23","18.00"
"17","Matt Murray","PIT","1","61.816666666667","28","26","2","0.929","1.94","0.50","1.93","11","9","2","0.818","1.94","0.00","4","4","0","1.000","0.00","0.48","10","10","0","1.000","0.00","0.36","3","2","36.82","13.50"
