"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"3","Pekka Rinne","NSH","1","59.6","24","23","1","0.958","1.01","1.96","2.24","7","7","0","1.000","0.00","1.42","5","4","1","0.800","1.01","-0.35","10","10","0","1.000","0.00","0.75","1","2","39.92","16.00"
"6","Anders Nilsson","OTT","1","59.7","34","32","2","0.941","2.01","2.20","2.53","9","8","1","0.889","1.01","0.82","10","9","1","0.900","1.01","0.30","13","13","0","1.000","0.00","0.98","0","2","37.47","18.00"
"7","Darcy Kuemper","ARI","1","62.016666666667","28","26","2","0.929","1.93","1.46","2.35","9","7","2","0.778","1.93","-0.18","4","4","0","1.000","0.00","0.52","11","11","0","1.000","0.00","0.83","1","2","43.36","12.50"
"2","Jaroslav Halak","BOS","1","60","44","40","4","0.909","4.00","1.43","3.2","15","12","3","0.800","3.00","0.04","7","6","1","0.857","1.00","-0.09","19","19","0","1.000","0.00","1.43","1","5","39.34","15.75"
"5","Mikko Koskinen","EDM","1","62.016666666667","24","21","3","0.875","2.90","-0.04","1.37","4","4","0","1.000","0.00","0.81","4","1","3","0.250","2.90","-2.48","14","14","0","1.000","0.00","1.05","1","0","43.58","35.00"
"9","Tristan Jarry","PIT","1","34.616666666667","14","12","2","0.857","3.47","-0.27","0.86","2","2","0","1.000","0.00","0.41","3","3","0","1.000","0.00","0.39","8","6","2","0.750","3.47","-1.40","1","1","40.43","37.00"
"4","Jonathan Bernier","DET","1","32.4","11","9","2","0.818","3.70","-0.64","1.72","5","4","1","0.800","1.85","0.01","2","2","0","1.000","0.00","0.26","3","2","1","0.667","1.85","-0.77","0","4","36.09","24.00"
"10","Alexandar Georgiev","NYR","1","59.583333333333","30","24","6","0.800","6.04","-2.30","6.32","19","13","6","0.684","6.04","-2.15","7","7","0","1.000","0.00","0.91","4","4","0","1.000","0.00","0.30","0","10","19.63","13.67"
"1","Jimmy Howard","DET","1","27.6","15","11","4","0.733","8.70","-2.15","1.35","6","4","2","0.667","4.35","-0.78","2","2","0","1.000","0.00","0.26","5","3","2","0.600","4.35","-1.62","1","1","37.00","31.50"
"8","Matt Murray","PIT","1","24.366666666667","11","8","3","0.727","7.39","-1.64","0.88","3","2","1","0.667","2.46","-0.39","2","2","0","1.000","0.00","0.26","6","4","2","0.667","4.92","-1.55","0","0","26.91","31.00"
