"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"4","Tuukka Rask","BOS","1","60","25","25","0","1.000","0.00","2.08","2.64","6","6","0","1.000","0.00","0.97","8","8","0","1.000","0.00","0.67","8","8","0","1.000","0.00","0.36","1","3","40.20","-"
"9","Martin Jones","S.J","1","60","30","30","0","1.000","0.00","2.50","2.1","3","3","0","1.000","0.00","0.48","6","6","0","1.000","0.00","0.50","16","16","0","1.000","0.00","0.73","0","5","48.03","-"
"5","Jonathan Quick","L.A","1","61.966666666667","33","32","1","0.970","0.97","1.75","2.78","1","1","0","1.000","0.00","0.16","5","5","0","1.000","0.00","0.42","26","25","1","0.962","0.97","0.18","4","3","34.76","30.00"
"1","Mike Smith","EDM","1","60","41","39","2","0.951","2.00","1.41","3.35","12","11","1","0.917","1.00","0.94","11","10","1","0.909","1.00","-0.08","15","15","0","1.000","0.00","0.68","3","9","39.85","22.50"
"2","Corey Crawford","CHI","1","65","40","38","2","0.950","1.85","1.33","3.64","11","10","1","0.909","0.92","0.78","6","5","1","0.833","0.92","-0.50","20","20","0","1.000","0.00","0.91","1","4","35.20","20.00"
"20","Alex Nedeljkovic","CAR","1","36.45","19","18","1","0.947","1.65","0.58","1.1","5","4","1","0.800","1.65","-0.19","4","4","0","1.000","0.00","0.33","10","10","0","1.000","0.00","0.45","1","3","36.58","15.00"
"22","Mackenzie Blackwood","N.J","1","61.966666666667","38","36","2","0.947","1.94","1.16","3.2","5","5","0","1.000","0.00","0.81","10","10","0","1.000","0.00","0.83","23","21","2","0.913","1.94","-0.95","6","6","31.87","20.50"
"25","Pavel Francouz","COL","1","60","32","30","2","0.938","2.00","0.66","2.9","7","5","2","0.714","2.00","-0.87","11","11","0","1.000","0.00","0.92","12","12","0","1.000","0.00","0.55","0","2","35.25","12.50"
"17","Juuse Saros","NSH","1","59.95","30","28","2","0.933","2.00","0.50","2.15","6","5","1","0.833","1.00","-0.03","9","8","1","0.889","1.00","-0.25","13","13","0","1.000","0.00","0.59","2","1","35.17","22.50"
"10","Sergei Bobrovsky","FLA","1","65","29","27","2","0.931","1.85","0.41","2.48","7","5","2","0.714","1.85","-0.87","7","7","0","1.000","0.00","0.58","13","13","0","1.000","0.00","0.59","2","4","42.52","11.00"
"11","Frederik Andersen","TOR","1","60","27","25","2","0.926","2.00","0.25","2.29","9","7","2","0.778","2.00","-0.55","4","4","0","1.000","0.00","0.33","12","12","0","1.000","0.00","0.55","3","1","38.11","13.50"
