"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"7","Darcy Kuemper","ARI","1","59.966666666667","29","28","1","0.966","1.00","1.54","2.27","7","7","0","1.000","0.00","1.24","4","4","0","1.000","0.00","0.30","17","16","1","0.941","1.00","-0.15","0","2","36.66","49.00"
"17","Alexandar Georgiev","NYR","1","59.566666666667","47","45","2","0.957","2.01","2.12","4.88","10","9","1","0.900","1.01","0.78","13","12","1","0.923","1.01","-0.03","22","22","0","1.000","0.00","1.10","2","9","37.26","20.50"
"18","Pavel Francouz","COL","1","60","40","38","2","0.950","2.00","1.50","3.82","15","13","2","0.867","2.00","0.66","5","5","0","1.000","0.00","0.37","18","18","0","1.000","0.00","0.90","1","9","33.88","10.00"
"3","Ben Bishop","DAL","1","61.533333333333","38","36","2","0.947","1.95","1.33","2.96","10","9","1","0.900","0.98","0.78","7","7","0","1.000","0.00","0.52","19","18","1","0.947","0.98","-0.05","5","1","36.00","24.50"
"5","Semyon Varlamov","NYI","1","63.333333333333","33","31","2","0.939","1.89","0.89","2.23","9","8","1","0.889","0.95","0.60","11","10","1","0.909","0.95","-0.18","11","11","0","1.000","0.00","0.55","1","2","36.36","19.50"
"8","Petr Mrazek","CAR","1","64.35","30","28","2","0.933","1.86","0.63","2.66","14","13","1","0.929","0.93","1.49","3","3","0","1.000","0.00","0.22","11","10","1","0.909","0.93","-0.45","1","4","30.80","31.00"
"14","Aaron Dell","S.J","1","64.95","29","27","2","0.931","1.85","0.54","2.46","8","6","2","0.750","1.85","-0.58","14","14","0","1.000","0.00","1.05","6","6","0","1.000","0.00","0.30","2","2","29.41","9.50"
"6","Robin Lehner","CHI","1","60.9","40","37","3","0.925","2.96","0.50","2.65","5","3","2","0.600","1.97","-1.11","11","11","0","1.000","0.00","0.82","21","20","1","0.952","0.99","0.05","1","4","42.10","18.00"
"12","Connor Hellebuyck","WPG","1","60.816666666667","39","36","3","0.923","2.96","0.42","4.02","16","15","1","0.938","0.99","1.84","4","4","0","1.000","0.00","0.30","17","15","2","0.882","1.97","-1.15","0","10","33.79","33.33"
"16","Cayden Primeau","MTL","1","57.916666666667","35","32","3","0.914","3.11","0.06","2.48","11","9","2","0.818","2.07","-0.05","5","5","0","1.000","0.00","0.37","15","14","1","0.933","1.04","-0.25","4","4","42.03","27.00"
"9","Malcolm Subban","VGK","1","63.266666666667","31","28","3","0.903","2.85","-0.29","3.69","16","13","3","0.813","2.85","-0.16","9","9","0","1.000","0.00","0.67","6","6","0","1.000","0.00","0.30","2","3","23.48","13.67"
"15","David Rittich","CGY","1","60","29","26","3","0.897","3.00","-0.46","2.18","4","4","0","1.000","0.00","0.71","11","9","2","0.818","2.00","-1.18","12","11","1","0.917","1.00","-0.40","0","1","33.34","30.00"
"1","Brian Elliott","PHI","1","57.883333333333","17","15","2","0.882","2.07","-0.51","1.46","3","1","2","0.333","2.07","-1.47","1","1","0","1.000","0.00","0.07","9","9","0","1.000","0.00","0.45","0","1","43.12","10.50"
"4","Alex Stalock","MIN","1","60","34","30","4","0.882","4.00","-1.02","2.65","7","5","2","0.714","2.00","-0.76","16","14","2","0.875","2.00","-0.80","10","10","0","1.000","0.00","0.50","2","6","34.82","24.50"
"2","Tuukka Rask","BOS","1","60.9","31","27","4","0.871","3.94","-1.29","2.12","5","2","3","0.400","2.96","-2.11","5","4","1","0.800","0.99","-0.63","17","17","0","1.000","0.00","0.85","6","1","48.77","20.25"
"13","Linus Ullmark","BUF","1","57.683333333333","29","25","4","0.862","4.16","-1.46","3.08","4","2","2","0.500","2.08","-1.29","14","13","1","0.929","1.04","0.05","11","10","1","0.909","1.04","-0.45","2","3","31.38","17.25"
"11","Joonas Korpisalo","CBJ","1","58.616666666667","19","16","3","0.842","3.07","-1.34","1.39","2","1","1","0.500","1.02","-0.64","6","5","1","0.833","1.02","-0.55","11","10","1","0.909","1.02","-0.45","1","1","38.58","23.33"
"10","Andrei Vasilevskiy","T.B","1","57.816666666667","21","16","5","0.762","5.19","-3.16","1.67","6","5","1","0.833","1.04","0.07","8","6","2","0.750","2.08","-1.40","6","4","2","0.667","2.08","-1.70","1","2","33.19","30.20"
