"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"2","Jaroslav Halak","BOS","1","60","32","31","1","0.969","1.00","2.40","2.72","9","9","0","1.000","0.00","1.46","9","8","1","0.889","1.00","0.52","13","13","0","1.000","0.00","0.57","1","6","35.28","24.00"
"13","Kaapo Kahkonen","MIN","1","59.516666666667","25","24","1","0.960","1.01","1.66","1.97","7","7","0","1.000","0.00","1.13","7","6","1","0.857","1.01","0.18","10","10","0","1.000","0.00","0.44","0","6","38.68","22.00"
"12","Ville Husso","STL","1","59.483333333333","30","28","2","0.933","2.02","1.19","2.42","11","9","2","0.818","2.02","-0.22","3","3","0","1.000","0.00","0.51","14","14","0","1.000","0.00","0.61","0","4","34.17","8.50"
"5","Philipp Grubauer","COL","1","62.75","28","26","2","0.929","1.91","0.98","1.62","4","4","0","1.000","0.00","0.65","5","4","1","0.800","0.96","-0.16","16","15","1","0.938","0.96","-0.30","1","4","48.07","41.00"
"8","Malcolm Subban","CHI","1","64.683333333333","42","39","3","0.929","2.78","1.47","5.08","17","14","3","0.824","2.78","-0.25","16","16","0","1.000","0.00","2.70","9","9","0","1.000","0.00","0.39","2","9","24.83","12.00"
"6","John Gibson","ANA","1","62.75","34","31","3","0.912","2.87","0.61","2.56","9","6","3","0.667","2.87","-1.54","5","5","0","1.000","0.00","0.84","19","19","0","1.000","0.00","0.83","2","5","35.74","10.33"
"3","Devan Dubnyk","S.J","1","38.35","19","17","2","0.895","3.13","0.02","0.72","0","0","0","-","0.00","0.00","4","3","1","0.750","1.56","-0.33","13","12","1","0.923","1.56","-0.43","0","1","52.00","31.00"
"1","Curtis McElhinney","T.B","1","65","27","24","3","0.889","2.77","-0.13","2.41","7","6","1","0.857","0.92","0.13","8","6","2","0.750","1.85","-0.65","7","7","0","1.000","0.00","0.31","1","3","36.74","20.33"
"10","Cal Petersen","L.A","1","61.066666666667","22","19","3","0.864","2.95","-0.66","1.78","9","9","0","1.000","0.00","1.46","5","2","3","0.400","2.95","-2.16","6","6","0","1.000","0.00","0.26","0","5","43.77","32.33"
"7","Oscar Dansk","VGK","1","61.416666666667","29","25","4","0.862","3.91","-0.92","2.74","10","9","1","0.900","0.98","0.62","7","5","2","0.714","1.95","-0.82","11","10","1","0.909","0.98","-0.52","1","3","32.76","34.50"
"14","Ilya Samsonov","WSH","1","24.25","7","6","1","0.857","2.47","-0.26","0.49","3","3","0","1.000","0.00","0.49","1","0","1","0.000","2.47","-0.83","2","2","0","1.000","0.00","0.09","0","0","50.29","31.00"
"9","Antti Raanta","ARI","1","60","27","22","5","0.815","5.00","-2.13","3.08","12","9","3","0.750","3.00","-1.06","3","2","1","0.667","1.00","-0.49","11","10","1","0.909","1.00","-0.52","1","2","34.30","24.20"
"11","Vitek Vanecek","WSH","1","35.716666666667","18","14","4","0.778","6.72","-2.09","1.29","5","3","2","0.600","3.36","-1.19","7","6","1","0.857","1.68","0.18","4","3","1","0.750","1.68","-0.82","4","1","41.22","16.00"
"4","Martin Jones","S.J","1","22.266666666667","8","5","3","0.625","8.08","-2.15","0.66","2","0","2","0.000","5.39","-1.68","3","3","0","1.000","0.00","0.51","2","1","1","0.500","2.69","-0.91","1","0","38.63","28.67"
