"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"4","James Reimer","CAR","1","30.15","7","7","0","1.000","0.00","0.62","0.51","1","1","0","1.000","0.00","0.16","2","2","0","1.000","0.00","0.21","4","4","0","1.000","0.00","0.13","1","2","32.14","-"
"7","Mikko Koskinen","EDM","1","60","26","25","1","0.962","1.00","1.31","1.57","2","2","0","1.000","0.00","0.33","10","9","1","0.900","1.00","0.05","13","13","0","1.000","0.00","0.43","0","2","37.77","36.00"
"8","Robin Lehner","CHI","1","60.733333333333","39","37","2","0.949","1.98","1.47","3.3","10","9","1","0.900","0.99","0.64","14","13","1","0.929","0.99","0.47","14","14","0","1.000","0.00","0.46","1","2","29.03","11.00"
"5","Jonathan Bernier","DET","1","58.05","37","35","2","0.946","2.07","1.29","2.84","12","11","1","0.917","1.03","0.96","8","8","0","1.000","0.00","0.84","13","12","1","0.923","1.03","-0.57","1","5","43.19","40.50"
"6","Braden Holtby","WSH","1","60","28","26","2","0.929","2.00","0.49","2.65","9","8","1","0.889","1.00","0.47","6","5","1","0.833","1.00","-0.37","12","12","0","1.000","0.00","0.39","4","5","40.57","17.00"
"1","Ryan Miller","ANA","1","60","24","22","2","0.917","2.00","0.14","1.59","6","5","1","0.833","1.00","-0.02","5","5","0","1.000","0.00","0.52","13","12","1","0.923","1.00","-0.57","3","0","31.38","33.50"
"12","Matt Murray","PIT","1","60","24","22","2","0.917","2.00","0.14","1.68","6","5","1","0.833","1.00","-0.02","3","3","0","1.000","0.00","0.31","13","12","1","0.923","1.00","-0.57","1","5","42.42","43.00"
"10","Philipp Grubauer","COL","1","63.05","44","40","4","0.909","3.81","-0.08","3.21","14","12","2","0.857","1.90","0.29","16","15","1","0.938","0.95","0.68","14","13","1","0.929","0.95","-0.54","1","7","30.23","29.00"
"13","Elvis Merzlikins","CBJ","1","60.2","33","30","3","0.909","2.99","-0.06","2.63","8","7","1","0.875","1.00","0.31","8","6","2","0.750","1.99","-1.16","16","16","0","1.000","0.00","0.53","0","3","29.39","26.33"
"3","Anton Khudobin","DAL","1","58.766666666667","32","29","3","0.906","3.06","-0.15","3.02","12","11","1","0.917","1.02","0.96","4","2","2","0.500","2.04","-1.58","15","15","0","1.000","0.00","0.49","0","5","30.81","20.33"
"2","Henrik Lundqvist","NYR","1","58.233333333333","34","30","4","0.882","4.12","-0.97","4.8","18","14","4","0.778","4.12","-1.05","10","10","0","1.000","0.00","1.05","5","5","0","1.000","0.00","0.16","0","12","25.00","14.00"
"9","Sergei Bobrovsky","FLA","1","62.866666666667","41","36","5","0.878","4.77","-1.35","3.11","7","5","2","0.714","1.91","-0.85","16","13","3","0.813","2.86","-1.32","15","15","0","1.000","0.00","0.49","1","7","38.32","24.40"
"11","Petr Mrazek","CAR","1","25.85","13","9","4","0.692","9.28","-2.84","1.37","5","2","3","0.400","6.96","-2.18","3","3","0","1.000","0.00","0.31","5","4","1","0.800","2.32","-0.84","1","2","28.23","19.25"
