"","Player","Team","GP","TOI","Shots Against","Saves","Goals Against","SV%","GAA","GSAA","xG Against","HD Shots Against","HD Saves","HD Goals Against","HDSV%","HDGAA","HDGSAA","MD Shots Against","MD Saves","MD Goals Against","MDSV%","MDGAA","MDGSAA","LD Shots Against","LD Saves","LD Goals Against","LDSV%","LDGAA","LDGSAA","Rush Attempts Against","Rebound Attempts Against","Avg. Shot Distance","Avg. Goal Distance"
"11","Thatcher Demko","VAN","1","60","37","36","1","0.973","1.00","1.80","3.83","9","8","1","0.889","1.00","0.69","17","17","0","1.000","0.00","0.73","10","10","0","1.000","0.00","0.25","0","4","32.16","9.00"
"6","Frederik Andersen","TOR","1","59.75","36","34","2","0.944","2.01","0.72","2.63","4","3","1","0.750","1.00","-0.25","11","11","0","1.000","0.00","0.47","20","19","1","0.950","1.00","-0.50","1","3","38.39","17.00"
"10","Marcus Hogberg","OTT","1","65","53","50","3","0.943","2.77","1.01","4.06","11","9","2","0.818","1.85","0.07","13","13","0","1.000","0.00","0.56","29","28","1","0.966","0.92","-0.28","4","6","35.06","26.67"
"5","Braden Holtby","WSH","1","60","33","31","2","0.939","2.00","0.50","2.97","12","10","2","0.833","2.00","0.26","8","8","0","1.000","0.00","0.34","13","13","0","1.000","0.00","0.32","1","4","31.91","8.50"
"9","Aaron Dell","S.J","1","59.45","28","26","2","0.929","2.02","0.12","2.17","5","4","1","0.800","1.01","-0.06","5","4","1","0.800","1.01","-0.78","16","16","0","1.000","0.00","0.40","1","0","46.89","17.50"
"2","Carey Price","MTL","1","58.583333333333","39","36","3","0.923","3.07","-0.05","3.25","14","11","3","0.786","3.07","-0.37","14","14","0","1.000","0.00","0.60","7","7","0","1.000","0.00","0.17","0","4","36.28","10.33"
"12","Mackenzie Blackwood","N.J","1","65","38","35","3","0.921","2.77","-0.13","2.81","9","6","3","0.667","2.77","-1.31","8","8","0","1.000","0.00","0.34","19","19","0","1.000","0.00","0.47","6","6","37.87","11.00"
"3","Ben Bishop","DAL","1","62","25","23","2","0.920","1.94","-0.11","1.8","7","6","1","0.857","0.97","0.32","9","8","1","0.889","0.97","-0.61","8","8","0","1.000","0.00","0.20","2","2","32.64","27.00"
"4","Jake Allen","STL","1","61.583333333333","25","23","2","0.920","1.95","-0.11","2.67","10","10","0","1.000","0.00","1.88","4","3","1","0.750","0.97","-0.83","8","7","1","0.875","0.97","-0.80","2","9","33.80","24.00"
"8","Andrei Vasilevskiy","T.B","1","61.75","35","32","3","0.914","2.91","-0.35","2.9","11","8","3","0.727","2.91","-0.93","14","14","0","1.000","0.00","0.60","9","9","0","1.000","0.00","0.22","1","7","29.57","12.67"
"7","John Gibson","ANA","1","58.466666666667","31","27","4","0.871","4.10","-1.66","3.06","13","11","2","0.846","2.05","0.44","8","6","2","0.750","2.05","-1.66","10","10","0","1.000","0.00","0.25","1","3","27.42","17.25"
"1","Pekka Rinne","NSH","1","59.216666666667","30","26","4","0.867","4.05","-1.73","3.06","12","9","3","0.750","3.04","-0.74","5","5","0","1.000","0.00","0.22","12","11","1","0.917","1.01","-0.70","0","5","25.20","17.50"
